"Hotel_Address","Additional_Number_of_Scoring","Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","days_since_review","lat","lng","Tag_Leisure_trip","Tag_Submitted_from_a_mobile_device","Tag_Couple","Tag_Stayed_1_night","Tag_Stayed_2_nights","Tag_Solo_traveler","Tag_Stayed_3_nights","Tag_Business_trip","Tag_Group","Tag_Family_with_young_children","Tag_Stayed_4_nights","Tag_Double_Room","Tag_Standard_Double_Room","Tag_Superior_Double_Room","Tag_Family_with_older_children","Tag_Deluxe_Double_Room","Tag_Double_or_Twin_Room","Tag_Stayed_5_nights","Tag_Standard_Double_or_Twin_Room","Tag_Classic_Double_Room","Tag_Superior_Double_or_Twin_Room","Tag_2_rooms","Tag_Stayed_6_nights","Tag_Standard_Twin_Room","Tag_Single_Room","Tag_Twin_Room","Tag_Stayed_7_nights","Tag_Executive_Double_Room","Tag_Classic_Double_or_Twin_Room","Tag_Superior_Twin_Room","Tag_Deluxe_Double_or_Twin_Room","Tag_Club_Double_Room","Tag_Queen_Room","Tag_Deluxe_King_Room","Tag_Superior_Queen_Room","Tag_Standard_Single_Room","Tag_Junior_Suite","Tag_Triple_Room","Tag_Superior_Room","Tag_Classic_Room","Tag_Superior_King_Room","Tag_Standard_Room","Tag_Deluxe_Room","Tag_Standard_Queen_Room","Tag_Double_Guest_Room","Tag_Deluxe_Single_Room","Tag_Small_Double_Room","Tag_Queen_Guest_Room","Tag_Deluxe_Twin_Room","Tag_Basic_Double_Room","Tag_King_Room","Tag_Comfort_Double_Room","Tag_Executive_King_Room","Tag_Small_Queen_Room","Tag_Stayed_8_nights","Tag_Standard_Double_Room_without_Window","Tag_Comfort_Double_or_Twin_Room","Tag_Double_or_Twin_Room_1_2_Adults","Tag_Classic_Twin_Room","Tag_Twin_Guest_Room","Tag_Family_Room","Tag_Travelers_with_friends","Tag_Suite","Tag_Superior_King_or_Twin_Room","target"
"1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom",1274,"7/12/2016",7.7,"Grand Royale London Hyde Park"," United Kingdom "," Bar closed to residents at 11 30pm no snacks available 45 60 min wait for reception to service a drink snack request after 11 30pm Rooms very small ",30,6539," Location friendly staff",4,6,"387 day",51.5109945,-0.1863417,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"20 Lavington Street Southwark London SE1 0NZ United Kingdom",804,"5/7/2017",9.1,"citizenM London Bankside"," United Kingdom "," Room a little small universal plug away from mirror ",11,3802," Comfy bed excellent movie collection free mini bar ",10,4,"88 days",51.5051507,-0.1004723999999999,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"1 Waterview Drive Greenwich London SE10 0TW United Kingdom",1258,"5/21/2016",9.4,"Intercontinental London The O2"," Jersey ","No Negative",0,4204," Excellent service with a smile Quiet location with lovely views across the city ",15,3,"439 day",51.5024348,-0.0002497,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom",759,"11/19/2015",7.5,"Millennium Hotel London Knightsbridge"," Thailand "," Poor facility ",4,2746," Location",2,5,"623 day",51.4999683,-0.1599927,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
"108 Baker Street Westminster Borough London W1U 6LJ United Kingdom",341,"8/3/2016",8.2,"Park Plaza Sherlock Holmes London"," United Kingdom ","No Negative",0,1496," Good location",3,1,"365 day",51.5209191,-0.1566567,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom",838,"9/14/2016",8.4,"The Grosvenor"," United Kingdom "," Only one lift working No signage informing of such but after 5mins of waiting it became pretty obvious There is a plaque stating that On this site London s 1st lift was installed A synic might add it was still there o Things break down I accept but perhaps a We are attending to this would have made the wait more enjoyable No porter facility available at point of booking in Seemed somewhat characterless overall but this is a major city and that s not unheard of worldwide ",90,3274," Classic hotel lovely decor and established icon in the City If you are travelling from Victoria Station you are 100m from the platforms but you will not hear a sound The resturant is lovely the food superb ",39,20,"323 day",51.4956657,-0.1452793,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom",148,"10/11/2015",9.0,"Hotel Xenia Autograph Collection"," United Kingdom ","No Negative",0,682," The room we stayed in was absolutely beautiful Great location wise as we came especially for a showing at the Royal Albert Hall it was only a 15 minute walk away The staff were so lovely and helpful Had a great stay Only wish we could have stayed longer ",51,5,"662 day",51.4946905,-0.1910197,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom",77,"8/2/2016",7.8,"The Cranley Hotel"," United Kingdom "," No tea facilities in room",6,388," Location",2,2,"366 day",51.4916378,-0.1832832999999999,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
"111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom",123,"1/12/2016",8.6,"Ashburn Hotel"," Australia ","No Negative",0,629," The complimentary items provided each day were a very nice touch The lounge is a very pleasant environment to enjoy a quiet drink in the evening ",28,11,"569 day",51.49455220000001,-0.1861213,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"100 110 Euston Road Camden London NW1 2AJ United Kingdom",728,"1/18/2017",8.9,"Pullman London St Pancras"," Australia "," They take 50 pounds night holding deposit and it comes from your account then we have not received it back yet Most hotel only take a card sample and don t take it from your account",37,3168," Views from the top floor windows",7,2,"197 day",51.5286766,-0.1283489,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"12 Upper Woburn Place Camden London WC1H 0HX United Kingdom",398,"3/27/2016",7.9,"Ambassadors Bloomsbury"," United Kingdom "," Glass door on bathroom",5,1521," Coffee maker",3,1,"494 day",51.5266618,-0.1296571,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"20 Lavington Street Southwark London SE1 0NZ United Kingdom",804,"8/7/2016",9.1,"citizenM London Bankside"," United Arab Emirates ","No Negative",0,3802," The entire experience was phenomenal From the moment you realize that the entire room can be controlled with an ipad TV Movies Radio Lights Curtains Blinds Mood Lighting to the awesome fact that everything in the mini fridge is yours Totally free Also totally free is the wifi not crappy slow free wifi but fast always connected seamless wifi all the time Free But by far the best feature is the staff Helpful funny supportive You will be in the company of friends I never heard a No they always tried to find a way to help If we asked for something each shift would inform the next shift what needs to be done until they resolved our need The future of modern technically advanced client centric Hotels ",130,2,"361 day",51.5051507,-0.1004723999999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"20 rue du Sommerard 5th arr 75005 Paris France",28,"4/1/2016",8.0,"Mercure Paris Notre Dame Saint Germain des Pr s"," Australia "," The rooms are small with a small double bed but for the price it was very good for Paris ",21,268," The front desk guys were great Vincent was fantastic and went out of his way to assist and make our stay wonderful the 3 front desk managers we meet all spoke very good English which was such a relief The hotel was in a great location and I would highly recommend this hotel ",55,10,"489 day",48.8503074,2.3450612,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"17 rue de Richelieu 1st arr 75001 Paris France",5,"3/27/2017",8.9,"Drawing Hotel"," Spain "," Hotel still ramping up opened in Feb 2017 We did not get the room serviced one day which was properly mitigated and done while we were away having dinner and shower did not have enough water pressure",38,67," Very modern recently built hotel in a great location 1 min away from Louvre",15,3,"129 day",48.8644382,2.3359148,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"110 rue Blomet 15th arr 75015 Paris France",39,"6/16/2016",8.5,"Hotel Eden"," Sri Lanka "," The room was very small and the bed took up most of the room There was hardly any room even for the bags I would have reconsidered had I known it was that small ",36,477," The location was convenient for getting around Paris and was selected for it s proximity to the Eiffel Tower Staff were very friendly and helpful",26,5,"413 day",48.8405612,2.2991035,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom",704,"3/14/2016",8.3,"Novotel London West"," United Kingdom "," Cleaners in the morning kept knocking on my door a few just let themselves in while was present",19,2443," staff was very friendly and I would recommend that again",11,1,"507 day",51.4919588,-0.2200956,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom",317,"5/12/2016",7.6,"Mercure London Paddington Hotel"," Pakistan "," In all our 14 Nights stay the Lift of the hotel never worked and despite of my handy cap ness I had to climb three floors as I had booked the best rooms of the hotel",37,1458," The location",3,24,"448 day",51.51611389999999,-0.1749521,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
"10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom",220,"1/14/2017",9.1,"The Ampersand Hotel"," United Kingdom ","No Negative",0,902," Our bed was super comfy Staff excellent and atmosphere great ",12,2,"201 day",51.49430770000001,-0.1755579,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom",475,"9/27/2016",8.9,"The Royal Horseguards"," United Kingdom "," I found the breakfast not up to a standard that I would expect from a 5 star hotel The plates were cold the food was not that hot either ",31,2007,"No Positive",0,10,"310 day",51.5054185,-0.1241499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom",570,"1/26/2016",9.3,"Hilton London Bankside"," United Kingdom "," The d cor is smart but dark grey walls dark tiles dim lighting I suppose it is trendy but the overall feeling is a tad grim The music in the bar was far too loud making conversation impossible quite early in the evening when there were only a few people there as though someone were trying to big up a party that wasn t ready to happen ",69,2319," The hotel is new and clean and well equipped We enjoyed the very comfortable beds The location was convenient All the staff we encountered gave us courteous friendly and helpful service ",33,6,"555 day",51.5056956,-0.101525,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"130 Tottenham Court Road Camden London W1T 5AY United Kingdom",713,"8/24/2015",8.3,"Radisson Blu Edwardian Grafton"," United Kingdom "," Apart from the dining area there wasnt other areas in the hotel to visit ",16,2826," Nice comfy bed Plenty of toiletries Quiet room Fantastic breakfast Beautiful interiors Next to tube station Very convenient ",20,1,"710 day",51.5241386,-0.1380807,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom",1274,"1/24/2016",7.7,"Grand Royale London Hyde Park"," Germany "," Undergroundstation is 200 m otherwise bayswater is a not so great area ",14,6539," Nice room with a comfortable bed and a bathtub ",11,5,"557 day",51.5109945,-0.1863417,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"18 rue Bachaumont 2nd arr 75002 Paris France",88,"12/5/2016",8.8,"Hotel Bachaumont"," Poland ","No Negative",0,625," Excelent staff clean rooms very good breakfasts",8,10,"241 day",48.8663208,2.3450399,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"167 rue de Rome 17th arr 75017 Paris France",11,"10/6/2015",6.8,"Villa Eugenie"," United States of America ","No Negative",0,165," The staff was helpful especially Aida when we checked in loved the decor Actually my grandson I was a little hesitate about staying away from main tourist attractions but as it was our last day so we really enjoyed getting to know the locals the quaint shops in the area more Besides it was closer to the airport they had a shuttle that got us there in plenty of time ",72,2,"667 day",48.8871283,2.314205,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"10 Palace Place Westminster Borough London SW1E 5BW United Kingdom",303,"12/25/2016",9.3,"The Nadler Victoria"," United Kingdom ","No Negative",0,1608," Friendly staff lovely decor in the rooms excellent location we won t consider anywhere else now for a London short stay ",23,7,"221 day",51.4990259,-0.1427453,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"2 Rue Racine 6th arr 75006 Paris France",31,"5/24/2016",8.3,"H tel Belloy Saint Germain By Happyculture"," Australia "," Very small rooms to be expected for location Close to other rooms ",14,303," Location was great close to Notre dame lots of restaurants and shops Close convenient location for tourists Staff friendly 24 hrs cleaning staff lovely Would stay again ",29,5,"436 day",48.8503901,2.3422527,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom",248,"12/27/2016",9.2,"Staybridge Suites London Stratford"," United Kingdom "," Clearer instructions for the bedroom air conditioning heating needed Difficult to know whether adjustments in temperature would work fortunately they did ",23,945," Warm friendly greeting on Reception positive and helpful Very comfortable bed and larger than normal bedroom bathroom facilities well thought out Spacious shower Neat well designed kitchenette with high quality fittings Very clean and comfortable Highly recommended Great value for money and only 20 mins by Tube from Central London ",52,17,"219 day",51.542635100000005,-0.0073271999999999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
"140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom",528,"8/23/2015",8.7,"The Bailey s Hotel London"," United States of America "," The buffet breakfast was mediocre at best with limited selections ",12,2485," The location was perfect for getting anywhere in London by tube bus or walking The hotel was comfortable with a friendly and helpful staff There are many places to eat nearby and we felt safe in the area even late in the evening ",45,1,"711 day",51.4938733,-0.1824963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.6
"130 135 Minories City of London London EC3N 1NU United Kingdom",465,"12/25/2015",8.9,"The Chamberlain"," United Kingdom ","No Negative",0,2543," Helpful staff lovely breakfast nice room ",8,1,"587 day",51.51224570000001,-0.0757326,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"130 135 Minories City of London London EC3N 1NU United Kingdom",465,"5/7/2017",8.9,"The Chamberlain"," Russia "," The room is pretty worn out Carpet flooring was inflated in the room walls in the room had lots of defects",22,2543," Staff is friendly and eager to help They provide you with some cool extras vouchers for dinner discount voucher for a free drink free water and beer in the room Overall the hotel provides a good impression of a classic English place 5 minutes walk to Aldgate station",49,33,"88 days",51.51224570000001,-0.0757326,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"16 London Street Paddington Westminster Borough London W2 1HL United Kingdom",114,"4/21/2017",8.7,"Hotel Indigo London Paddington"," "," We paid for a room with King Size bed but got a room with Queen size bed only ",20,602,"No Positive",0,3,"104 day",51.5150534,-0.1739974,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"1 Addington Street Lambeth London SE1 7RY United Kingdom",1322,"6/20/2017",8.4,"Park Plaza County Hall London"," New Zealand "," There were no actual shops nearby I like to step out on the street and have things to look at We had to taxi to the main centre of London",31,6117," We didnt like our first room It was too dark but for more money we got shifted to a bigger room with great light We had continual problems with the tv volume Everytime we turnef it on we had to call maintenance to fix the volume That was annoying The buffet breakfast was excellent but room service meal terrible They refunded our meal though ",66,1,"44 days",51.5014001,-0.1160091999999999,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom",305,"3/29/2017",8.3,"Twenty Nevern Square Hotel"," United Kingdom "," Nothing",2,1719," Lovely room beautiful hotel Great breakfast",7,10,"127 day",51.4915712,-0.1963192,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"2 Rue Hector Malot 12th arr 75012 Paris France",353,"9/4/2016",8.5,"Novotel Paris Gare De Lyon"," United Kingdom ","No Negative",0,3583," Swimming pool is open 24 7 Made my daughter so happy after being out all day a relaxing and refreshing swim in late evening ",26,6,"333 day",48.8453785,2.3753036,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom",275,"4/30/2017",8.6,"The Rockwell"," United Kingdom "," Heating Air con was quirky took ages to heat up and noisy",13,1470," Personal hotel with friendly staff good bed shower breakfast",10,1,"95 days",51.4948059,-0.1926525,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom",1471,"10/6/2015",9.1,"M by Montcalm Shoreditch London Tech City"," Belgium ","No Negative",0,4802," Nice spatious room friendly and helpfull staff good welness facilities Subway station at only few minutes walking distance ",20,2,"667 day",51.5278465,-0.0889473,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"16 rue de Berri 8th arr 75008 Paris France",219,"11/1/2015",8.2,"H tel California Champs Elys es"," Ireland "," The room is quite small for the price paid and it was also very dusty The buffet breakfast was terrible I would not recommend it for the price we paid 25 per person I also was not happy on arrival they charged us an additional 570 on top of the price of our room as a holding fee for any facilities that we may have used during our time spent there This was not notified to us prior to our arrival On checkout I was told this money would immediately be refunded and in my account within the next hour Three days later I am still waiting for the refund We also ate dinner here one of the evenings it was very basic not great at all ",129,1332," The Location is terrific small side street right on the champs Elysee The street is nice and quiet at night All the staff were very friendly and helpful ",30,3,"641 day",48.8726335,2.3048084,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom",459,"5/4/2017",8.4,"DoubleTree by Hilton London Hyde Park"," United States of America "," The price I agreed on when originally booking was not honored when we arrived Stayed at two other places of lodging while in the UK and prices agreed upon when booking we re honored To me this is bad business and very dishonest ",45,2405," Very clean ",4,1,"91 days",51.5100362,-0.190657,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom",444,"11/8/2015",7.0,"Park Lane Mews Hotel"," United Kingdom "," Bathroom not very modern No minibar",7,2061," Location for our trip was perfect The room had very good air con and a very comfortable cosy bed Breakfast was lovely and staff very attentive Would stay here again ",32,2,"634 day",51.5059334,-0.1489417999999999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"1/21/2016",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," Was supposed to be an executive suite but was stuck on the 8th floor rather than the upper floors ",21,9086,"No Positive",0,4,"560 day",51.5019097,-0.0232208,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom",137,"12/13/2015",8.3,"The Park City Grand Plaza Kensington Hotel"," Switzerland ","No Negative",0,667," Nice location very helpful staff It was overall a superb experience ",13,11,"599 day",51.4954976,-0.1893691,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"2 place Louis Armand 12th arr 75012 Paris France",224,"9/20/2016",7.9,"Mercure Paris Gare De Lyon TGV"," Australia "," The downside of the location is the noise even double glazing has a hard time ",17,2903," The location is the number one reason for choosing this hotel",12,5,"317 day",48.8442949,2.3730938,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom",68,"1/23/2017",9.6,"Haymarket Hotel"," United Kingdom ","No Negative",0,255," Everything it was excellant",5,1,"192 day",51.5084595,-0.1311382,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
