"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","target"
36,"Local-gov",220237,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1977,40,"United-States",">50K"
45,"Private",101452,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"England",">50K"
39,"Private",91711,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Self-emp-not-inc",197867,"Assoc-voc",11,"Divorced","Sales","Unmarried","White","Male",0,0,50,"United-States","<=50K"
46,"Self-emp-not-inc",224108,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States","<=50K"
60,"Local-gov",93272,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",360077,"11th",7,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States",">50K"
22,"Private",311376,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
57,"Local-gov",317690,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,60,"United-States",">50K"
38,"State-gov",87282,"Assoc-voc",11,"Never-married","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
38,"Private",237091,"Some-college",10,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,36,"Peru","<=50K"
37,"Private",78374,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,38,"Japan","<=50K"
50,"Private",125417,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,40,"United-States",">50K"
59,"Private",230899,"9th",5,"Separated","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
51,"Private",145714,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,50,"",">50K"
34,"Self-emp-not-inc",168906,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States","<=50K"
73,"Local-gov",249043,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"Cuba","<=50K"
57,"Private",477867,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",190483,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
38,"Private",218015,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
34,"Private",119153,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
51,"Private",29580,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",4386,0,30,"United-States",">50K"
19,"Local-gov",220558,"11th",7,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,35,"United-States","<=50K"
24,"Private",97212,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
61,"Self-emp-not-inc",244087,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United-States",">50K"
29,"Private",149902,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,80,"United-States","<=50K"
31,"Private",203488,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",188563,"HS-grad",9,"Divorced","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
51,"Self-emp-not-inc",43878,"Doctorate",16,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
39,"Private",159168,"Assoc-voc",11,"Widowed","Exec-managerial","Unmarried","White","Female",0,3004,40,"United-States",">50K"
26,"Private",143756,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
53,"Private",287317,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","Black","Male",0,0,32,"United-States","<=50K"
47,"Private",266860,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States",">50K"
31,"Private",114691,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
19,"Private",217769,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
65,"Private",243569,"Some-college",10,"Widowed","Other-service","Unmarried","White","Female",0,0,24,"United-States","<=50K"
43,"Private",265266,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",120029,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,20,"United-States","<=50K"
22,"Private",237720,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",26669,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,99,"United-States","<=50K"
27,"Private",208249,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,62,"United-States","<=50K"
58,"Private",238438,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","<=50K"
30,"Private",193246,"HS-grad",9,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private",107303,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
67,"Private",191437,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",102942,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,2258,40,"United-States",">50K"
17,"Private",276718,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"United-States","<=50K"
58,"Local-gov",310085,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
69,"Private",98170,"7th-8th",4,"Widowed","Other-service","Not-in-family","White","Female",1086,0,20,"United-States","<=50K"
47,"Private",149700,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,40,"United-States",">50K"
22,"Private",448626,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
39,"Private",435638,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",204653,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",198183,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
25,"Private",208591,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
58,"Local-gov",218724,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Private",91639,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
26,"Private",135521,"Assoc-voc",11,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,28,"United-States","<=50K"
57,"Federal-gov",223892,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
39,"Private",230356,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
51,"Private",183390,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",186531,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
73,"Private",109651,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,30,"United-States","<=50K"
56,"Private",266091,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"Mexico","<=50K"
26,"Federal-gov",218782,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Other","Male",0,0,40,"United-States","<=50K"
68,"State-gov",420526,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,5,"United-States","<=50K"
30,"Private",126242,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
40,"Private",104196,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private",155190,"10th",6,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,55,"United-States","<=50K"
56,"Self-emp-not-inc",176280,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
55,"",449576,"5th-6th",3,"Married-civ-spouse","","Husband","White","Male",0,0,48,"Mexico","<=50K"
44,"Self-emp-not-inc",163985,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,32,"United-States",">50K"
35,"Private",200426,"Assoc-voc",11,"Married-spouse-absent","Prof-specialty","Unmarried","White","Female",0,0,44,"United-States","<=50K"
38,"Self-emp-not-inc",185325,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",166988,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Private",268358,"11th",7,"Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",214008,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
45,"Private",96975,"Some-college",10,"Divorced","Handlers-cleaners","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"",310525,"HS-grad",9,"Married-civ-spouse","","Husband","Black","Male",0,0,10,"United-States","<=50K"
25,"Private",349190,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","<=50K"
18,"Private",241552,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,1719,20,"United-States","<=50K"
37,"Self-emp-not-inc",30973,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",172928,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States","<=50K"
23,"",44793,"HS-grad",9,"Never-married","","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
19,"Local-gov",354104,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States","<=50K"
71,"Private",78277,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,15,"United-States","<=50K"
26,"Private",459548,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"Mexico","<=50K"
25,"Private",251854,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"Jamaica","<=50K"
40,"Private",38389,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",51985,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
20,"Private",22966,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,12,"Canada","<=50K"
51,"Private",135190,"7th-8th",4,"Separated","Machine-op-inspct","Not-in-family","Black","Female",0,0,30,"United-States","<=50K"
37,"Private",161141,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",197905,"Some-college",10,"Widowed","Craft-repair","Own-child","White","Male",0,0,60,"United-States","<=50K"
42,"Private",256179,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,48,"United-States",">50K"
22,"State-gov",177787,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,45,"United-States","<=50K"
21,"Private",126568,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Male",0,0,40,"United-States","<=50K"
27,"Private",212041,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
46,"Local-gov",195418,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
32,"Private",143604,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,16,"United-States","<=50K"
35,"Self-emp-not-inc",89508,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3908,0,60,"United-States","<=50K"
18,"Private",192254,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,15,"United-States","<=50K"
43,"Private",112607,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
46,"Private",241844,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",171924,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,50,"United-States",">50K"
47,"",191776,"Some-college",10,"Married-civ-spouse","","Wife","White","Female",0,0,8,"United-States","<=50K"
67,"",184506,"11th",7,"Married-civ-spouse","","Husband","White","Male",0,419,3,"United-States","<=50K"
49,"Self-emp-not-inc",155862,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K"
50,"Private",92969,"1st-4th",2,"Separated","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
41,"Private",280167,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,70,"United-States",">50K"
32,"Private",178623,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","Black","Female",0,0,46,"Trinadad&Tobago","<=50K"
44,"Private",198270,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
47,"Self-emp-not-inc",109421,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
41,"Private",247082,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
31,"Local-gov",190401,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",28996,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
59,"Private",236731,"7th-8th",4,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K"
31,"Private",197886,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Private",262688,"Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",7688,0,50,"United-States",">50K"
23,"Private",329925,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
22,"Private",366139,"Some-college",10,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","<=50K"
21,"Private",112137,"Some-college",10,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,20,"South","<=50K"
49,"Local-gov",95256,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,42,"United-States",">50K"
39,"Federal-gov",257175,"Bachelors",13,"Divorced","Tech-support","Unmarried","Black","Female",0,625,40,"United-States","<=50K"
42,"",137390,"HS-grad",9,"Married-civ-spouse","","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"State-gov",230922,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"Scotland","<=50K"
48,"Federal-gov",56482,"10th",6,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
27,"Private",335015,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,65,"United-States","<=50K"
67,"Private",249043,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",6767,0,40,"United-States","<=50K"
55,"Local-gov",104917,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
41,"Private",121012,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Self-emp-inc",190650,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,45,"South",">50K"
39,"Private",160728,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",2977,0,40,"United-States","<=50K"
23,"Private",220993,"HS-grad",9,"Married-civ-spouse","Sales","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
28,"Private",340269,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3137,0,45,"United-States","<=50K"
34,"Private",196385,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",179668,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
46,"Self-emp-not-inc",315984,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
46,"Private",186172,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,40,"United-States",">50K"
39,"Self-emp-inc",33975,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
51,"Private",169719,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","<=50K"
34,"State-gov",118551,"Bachelors",13,"Married-civ-spouse","Tech-support","Own-child","White","Female",5178,0,25,"",">50K"
34,"Private",148207,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
71,"Self-emp-inc",118119,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",20051,0,50,"United-States",">50K"
19,"",233779,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,60,"United-States","<=50K"
23,"Federal-gov",173851,"HS-grad",9,"Never-married","Armed-Forces","Not-in-family","White","Male",0,0,8,"United-States","<=50K"
24,"Self-emp-not-inc",31606,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Other-relative","White","Female",0,0,20,"United-States",">50K"
58,"",226078,"11th",7,"Divorced","","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
68,"",29240,"HS-grad",9,"Widowed","","Not-in-family","White","Female",0,0,12,"United-States","<=50K"
54,"Self-emp-not-inc",386773,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
19,"Private",238474,"11th",7,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private",232024,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
36,"Private",232874,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",352005,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,45,"United-States",">50K"
19,"Private",176806,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Private",75472,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,40,"","<=50K"
79,"Self-emp-inc",183686,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States",">50K"
50,"Private",144361,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Private",83434,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,21,"Japan",">50K"
30,"Private",446894,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,30,"United-States","<=50K"
28,"Private",192588,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"",217194,"10th",6,"Never-married","","Own-child","White","Male",0,0,30,"United-States","<=50K"
41,"Private",33331,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
27,"Private",171356,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
28,"Self-emp-not-inc",149141,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private",236427,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Self-emp-inc",34848,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,54,"United-States","<=50K"
41,"Private",397346,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
27,"Private",202239,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Private",259840,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
21,"Private",99829,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
46,"Private",394860,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",226735,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-inc",195727,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",214288,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
64,"Private",210082,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Private",27624,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,65,"United-States",">50K"
45,"Private",38950,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",24106,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States","<=50K"
61,"Local-gov",101265,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Female",1471,0,35,"United-States","<=50K"
38,"State-gov",103925,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",2036,0,20,"United-States","<=50K"
77,"Self-emp-not-inc",161552,"Preschool",1,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
30,"Private",94235,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
35,"",226379,"HS-grad",9,"Married-civ-spouse","","Other-relative","White","Female",0,0,25,"United-States","<=50K"
26,"Private",135845,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
18,"Private",118376,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
22,"Private",238917,"1st-4th",2,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,24,"Mexico","<=50K"
45,"Private",234652,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
43,"Private",45975,"12th",8,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Italy","<=50K"
32,"Private",178835,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
55,"Private",208451,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",87239,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
20,"Private",131230,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,1590,40,"United-States","<=50K"
30,"State-gov",70617,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,10,"China","<=50K"
25,"Local-gov",167835,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,38,"United-States",">50K"
23,"Private",60331,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
70,"Private",102610,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,32,"United-States","<=50K"
43,"Self-emp-not-inc",99220,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
33,"Private",273243,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",111129,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
21,"Private",249957,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
38,"Private",181943,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
44,"Private",261899,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States","<=50K"
39,"Self-emp-not-inc",31848,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2829,0,90,"United-States","<=50K"
63,"Private",206052,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",249771,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,99,"United-States","<=50K"
62,"State-gov",213700,"Doctorate",16,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
68,"Self-emp-inc",182131,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",10605,0,20,"United-States",">50K"
18,"Private",170544,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","<=50K"
33,"Private",161444,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private",100584,"10th",6,"Divorced","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
65,"Self-emp-not-inc",227531,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
40,"Private",316820,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,40,"United-States","<=50K"
52,"Private",298215,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
30,"Private",188798,"Some-college",10,"Divorced","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
36,"Private",30269,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",7298,0,32,"United-States",">50K"
59,"Local-gov",50929,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
30,"Local-gov",73796,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",183902,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,4,"United-States",">50K"
36,"Private",305352,"10th",6,"Divorced","Craft-repair","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc",123306,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
37,"Private",186434,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States",">50K"
22,"Private",188569,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
73,"Self-emp-not-inc",30958,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,25,"United-States","<=50K"
