"l1","l2","theta1","theta2","phi","Noise_0","Noise_1","Noise_2","Noise_3","Noise_4","Noise_5","Noise_6","Noise_7","Noise_8","Noise_9","Noise_10","Noise_11","Noise_12","Noise_13","Noise_14","Noise_15","Noise_16","Noise_17","Noise_18","Noise_19","Noise_20","Noise_21","Noise_22","Noise_23","Noise_24","target"
6.0,1.0,5.0,8.0,4.0,3.0,4.0,9.0,0.0,6.0,2.0,7.0,6.0,1.0,5.0,4.0,0.0,1.0,3.0,3.0,5.0,0.0,5.0,9.0,6.0,8.0,8.0,3.0,3.0,0.0,0.5307000279426575
6.0,8.0,5.0,3.0,6.0,7.0,7.0,2.0,1.0,4.0,8.0,3.0,1.0,1.0,6.0,3.0,6.0,4.0,1.0,5.0,4.0,2.0,4.0,2.0,3.0,6.0,8.0,7.0,7.0,8.0,1.277899980545044
2.0,1.0,5.0,4.0,5.0,9.0,0.0,6.0,0.0,6.0,6.0,7.0,3.0,2.0,9.0,2.0,0.0,4.0,3.0,4.0,0.0,7.0,1.0,5.0,3.0,4.0,7.0,8.0,1.0,0.0,0.37380000948905945
6.0,5.0,9.0,1.0,4.0,4.0,7.0,7.0,0.0,9.0,7.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,6.0,4.0,0.0,3.0,0.0,7.0,6.0,5.0,5.0,8.0,6.0,0.5658000111579895
1.0,7.0,9.0,2.0,8.0,3.0,7.0,8.0,9.0,9.0,7.0,2.0,2.0,1.0,6.0,0.0,1.0,2.0,7.0,0.0,3.0,3.0,5.0,5.0,1.0,3.0,3.0,0.0,6.0,4.0,0.7057999968528748
7.0,5.0,5.0,7.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,9.0,6.0,0.0,3.0,0.0,0.0,3.0,5.0,8.0,2.0,7.0,4.0,3.0,5.0,0.0,0.0,3.0,6.0,0.0,0.940500020980835
9.0,3.0,9.0,9.0,4.0,2.0,5.0,3.0,9.0,2.0,6.0,9.0,8.0,1.0,7.0,6.0,3.0,8.0,4.0,6.0,5.0,3.0,0.0,4.0,8.0,9.0,5.0,7.0,8.0,5.0,0.6353999972343445
9.0,2.0,0.0,9.0,8.0,7.0,6.0,1.0,7.0,8.0,5.0,2.0,7.0,8.0,2.0,8.0,6.0,7.0,9.0,7.0,3.0,4.0,9.0,5.0,6.0,0.0,0.0,0.0,9.0,5.0,0.8373000025749207
3.0,6.0,7.0,6.0,8.0,1.0,6.0,8.0,5.0,4.0,9.0,7.0,6.0,0.0,2.0,8.0,3.0,7.0,7.0,0.0,9.0,3.0,1.0,6.0,8.0,8.0,3.0,6.0,7.0,4.0,0.7526000142097473
6.0,3.0,4.0,0.0,8.0,9.0,6.0,7.0,4.0,7.0,4.0,5.0,8.0,6.0,9.0,0.0,4.0,9.0,4.0,0.0,1.0,6.0,0.0,9.0,2.0,5.0,6.0,0.0,9.0,5.0,0.5271000266075134
1.0,8.0,4.0,8.0,3.0,7.0,1.0,6.0,0.0,5.0,1.0,4.0,6.0,1.0,6.0,1.0,5.0,8.0,0.0,6.0,1.0,5.0,7.0,7.0,8.0,7.0,3.0,1.0,5.0,9.0,0.676800012588501
6.0,5.0,2.0,3.0,1.0,4.0,0.0,5.0,9.0,8.0,0.0,8.0,6.0,3.0,0.0,0.0,1.0,6.0,4.0,2.0,3.0,9.0,1.0,2.0,7.0,2.0,5.0,2.0,6.0,9.0,0.9086999893188477
9.0,3.0,7.0,9.0,2.0,2.0,8.0,5.0,9.0,0.0,1.0,9.0,5.0,5.0,2.0,8.0,2.0,1.0,5.0,0.0,7.0,4.0,7.0,6.0,5.0,3.0,2.0,3.0,4.0,8.0,0.6880000233650208
1.0,6.0,9.0,0.0,2.0,9.0,2.0,2.0,2.0,8.0,6.0,6.0,6.0,1.0,9.0,2.0,3.0,3.0,1.0,9.0,7.0,0.0,7.0,7.0,0.0,9.0,0.0,8.0,8.0,8.0,0.446399986743927
6.0,6.0,7.0,5.0,2.0,9.0,0.0,4.0,9.0,6.0,3.0,9.0,0.0,6.0,5.0,0.0,3.0,8.0,2.0,3.0,6.0,3.0,8.0,0.0,8.0,5.0,9.0,3.0,8.0,9.0,1.1378999948501587
4.0,1.0,1.0,1.0,6.0,2.0,8.0,6.0,7.0,8.0,3.0,0.0,2.0,0.0,7.0,3.0,4.0,7.0,9.0,6.0,4.0,1.0,5.0,2.0,3.0,3.0,5.0,9.0,5.0,6.0,0.4025000035762787
5.0,9.0,6.0,6.0,4.0,3.0,1.0,6.0,5.0,3.0,2.0,3.0,0.0,0.0,4.0,9.0,3.0,7.0,6.0,0.0,8.0,7.0,9.0,5.0,1.0,1.0,7.0,2.0,3.0,1.0,1.4729000329971313
1.0,5.0,5.0,4.0,3.0,6.0,9.0,4.0,0.0,6.0,5.0,8.0,2.0,4.0,4.0,5.0,4.0,2.0,0.0,8.0,6.0,2.0,2.0,0.0,1.0,0.0,9.0,9.0,3.0,4.0,0.6331999897956848
9.0,2.0,7.0,7.0,3.0,9.0,6.0,8.0,7.0,5.0,1.0,1.0,9.0,4.0,5.0,7.0,0.0,2.0,2.0,3.0,6.0,0.0,5.0,5.0,8.0,7.0,6.0,0.0,5.0,5.0,1.0010000467300415
4.0,9.0,6.0,7.0,5.0,8.0,2.0,9.0,0.0,6.0,7.0,9.0,8.0,9.0,7.0,9.0,2.0,2.0,9.0,1.0,1.0,7.0,5.0,7.0,9.0,9.0,4.0,1.0,2.0,8.0,1.1425000429153442
6.0,3.0,4.0,8.0,9.0,0.0,8.0,3.0,7.0,4.0,5.0,0.0,9.0,7.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,7.0,3.0,9.0,0.0,8.0,2.0,0.0,5.0,0.0,0.6262000203132629
5.0,5.0,0.0,9.0,0.0,8.0,7.0,9.0,6.0,2.0,5.0,8.0,8.0,0.0,8.0,8.0,6.0,8.0,0.0,4.0,7.0,6.0,2.0,1.0,0.0,4.0,1.0,7.0,9.0,8.0,0.46869999170303345
8.0,4.0,8.0,4.0,3.0,6.0,8.0,0.0,7.0,0.0,6.0,4.0,4.0,6.0,6.0,6.0,0.0,4.0,1.0,7.0,5.0,8.0,4.0,2.0,6.0,7.0,0.0,8.0,6.0,3.0,1.2539000511169434
4.0,7.0,1.0,6.0,2.0,6.0,0.0,1.0,2.0,0.0,8.0,1.0,7.0,7.0,1.0,3.0,0.0,8.0,8.0,6.0,7.0,3.0,9.0,6.0,2.0,5.0,4.0,0.0,0.0,3.0,0.9399999976158142
2.0,5.0,2.0,4.0,9.0,4.0,2.0,0.0,7.0,1.0,0.0,5.0,4.0,9.0,6.0,1.0,9.0,0.0,5.0,6.0,8.0,7.0,8.0,7.0,0.0,0.0,6.0,7.0,6.0,6.0,0.39989998936653137
0.0,4.0,9.0,2.0,2.0,4.0,0.0,8.0,2.0,1.0,8.0,1.0,3.0,9.0,2.0,7.0,5.0,4.0,4.0,8.0,5.0,4.0,8.0,6.0,5.0,2.0,4.0,9.0,0.0,9.0,0.46230000257492065
8.0,8.0,4.0,8.0,1.0,7.0,2.0,4.0,6.0,7.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,7.0,9.0,9.0,6.0,3.0,3.0,1.0,5.0,2.0,7.0,0.9567000269889832
6.0,2.0,3.0,6.0,0.0,7.0,8.0,0.0,9.0,6.0,4.0,4.0,9.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,9.0,2.0,9.0,4.0,2.0,5.0,4.0,0.0,4.0,2.0,0.6696000099182129
6.0,5.0,2.0,5.0,0.0,8.0,2.0,9.0,7.0,3.0,3.0,2.0,0.0,1.0,7.0,3.0,1.0,0.0,9.0,5.0,8.0,6.0,8.0,6.0,6.0,8.0,6.0,2.0,0.0,6.0,0.8159000277519226
5.0,6.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,1.0,9.0,7.0,2.0,1.0,3.0,8.0,9.0,8.0,5.0,6.0,8.0,6.0,5.0,7.0,5.0,6.0,0.738099992275238
7.0,5.0,2.0,9.0,9.0,8.0,8.0,8.0,7.0,9.0,0.0,3.0,9.0,9.0,6.0,7.0,5.0,3.0,0.0,3.0,7.0,8.0,0.0,2.0,8.0,7.0,8.0,7.0,6.0,6.0,0.6399000287055969
6.0,9.0,7.0,6.0,0.0,7.0,0.0,0.0,1.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,6.0,7.0,7.0,8.0,0.0,0.0,9.0,0.0,5.0,3.0,1.0,4.0,8.0,6.0,1.0932999849319458
1.0,2.0,8.0,4.0,1.0,9.0,5.0,6.0,4.0,9.0,7.0,7.0,0.0,0.0,3.0,2.0,8.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,9.0,5.0,8.0,1.0,9.0,2.0,0.21209999918937683
8.0,5.0,3.0,0.0,7.0,7.0,9.0,2.0,9.0,4.0,1.0,7.0,4.0,0.0,0.0,9.0,1.0,2.0,4.0,3.0,0.0,4.0,4.0,2.0,7.0,8.0,4.0,5.0,3.0,3.0,0.6349999904632568
0.0,5.0,7.0,1.0,6.0,0.0,6.0,1.0,4.0,0.0,1.0,3.0,9.0,1.0,3.0,1.0,3.0,5.0,1.0,8.0,7.0,4.0,1.0,0.0,4.0,3.0,6.0,0.0,5.0,0.0,0.5267000198364258
8.0,1.0,4.0,0.0,2.0,3.0,4.0,6.0,5.0,3.0,3.0,8.0,1.0,5.0,0.0,9.0,3.0,6.0,5.0,0.0,8.0,9.0,1.0,9.0,7.0,0.0,5.0,5.0,9.0,8.0,0.7317000031471252
2.0,6.0,1.0,7.0,8.0,2.0,3.0,0.0,1.0,6.0,2.0,7.0,7.0,9.0,9.0,5.0,2.0,0.0,0.0,6.0,5.0,1.0,8.0,7.0,9.0,7.0,7.0,6.0,9.0,8.0,0.6448000073432922
2.0,1.0,1.0,4.0,4.0,5.0,2.0,5.0,6.0,8.0,9.0,3.0,7.0,5.0,4.0,4.0,9.0,7.0,1.0,6.0,9.0,3.0,5.0,4.0,9.0,9.0,7.0,9.0,6.0,4.0,0.3700999915599823
5.0,9.0,6.0,6.0,9.0,6.0,5.0,0.0,8.0,3.0,2.0,6.0,7.0,5.0,0.0,9.0,7.0,0.0,7.0,1.0,2.0,8.0,1.0,4.0,4.0,0.0,8.0,4.0,8.0,0.0,1.0870000123977661
6.0,2.0,6.0,3.0,8.0,0.0,6.0,0.0,5.0,3.0,7.0,7.0,9.0,7.0,5.0,3.0,9.0,8.0,6.0,7.0,0.0,3.0,0.0,5.0,9.0,5.0,3.0,8.0,8.0,9.0,0.7289000153541565
9.0,5.0,5.0,0.0,7.0,9.0,1.0,1.0,5.0,6.0,2.0,7.0,4.0,2.0,1.0,7.0,7.0,2.0,6.0,1.0,2.0,7.0,6.0,8.0,9.0,0.0,4.0,7.0,8.0,3.0,0.580299973487854
2.0,7.0,3.0,6.0,2.0,2.0,5.0,3.0,4.0,6.0,7.0,6.0,8.0,7.0,3.0,1.0,6.0,5.0,4.0,5.0,0.0,2.0,9.0,1.0,5.0,0.0,8.0,9.0,2.0,3.0,0.8420000076293945
5.0,3.0,8.0,1.0,4.0,3.0,3.0,4.0,6.0,0.0,4.0,3.0,7.0,6.0,8.0,1.0,4.0,5.0,8.0,8.0,9.0,0.0,2.0,1.0,9.0,6.0,9.0,0.0,0.0,4.0,0.4478999972343445
4.0,3.0,5.0,6.0,4.0,3.0,0.0,8.0,1.0,0.0,2.0,6.0,9.0,6.0,2.0,5.0,7.0,9.0,5.0,6.0,1.0,1.0,5.0,8.0,9.0,1.0,5.0,1.0,7.0,7.0,0.7172999978065491
2.0,3.0,8.0,5.0,2.0,6.0,5.0,7.0,3.0,5.0,9.0,7.0,7.0,6.0,1.0,7.0,1.0,0.0,8.0,9.0,9.0,4.0,9.0,8.0,9.0,1.0,6.0,5.0,2.0,4.0,0.5056999921798706
8.0,9.0,0.0,8.0,6.0,0.0,8.0,1.0,5.0,0.0,6.0,3.0,3.0,6.0,4.0,3.0,4.0,5.0,7.0,1.0,4.0,2.0,1.0,6.0,5.0,7.0,7.0,7.0,8.0,1.0,0.9469000101089478
8.0,6.0,6.0,6.0,0.0,1.0,7.0,6.0,8.0,7.0,3.0,0.0,9.0,6.0,0.0,6.0,1.0,1.0,4.0,5.0,9.0,8.0,6.0,1.0,0.0,3.0,8.0,5.0,2.0,0.0,1.1009000539779663
8.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,7.0,5.0,5.0,5.0,9.0,4.0,5.0,3.0,6.0,5.0,5.0,7.0,1.0,7.0,3.0,6.0,5.0,5.0,1.0,6.0,5.0,3.0,0.9099000096321106
5.0,4.0,1.0,6.0,1.0,1.0,6.0,6.0,2.0,5.0,3.0,8.0,1.0,4.0,3.0,2.0,4.0,7.0,4.0,2.0,9.0,3.0,3.0,1.0,9.0,1.0,4.0,8.0,1.0,8.0,0.7778000235557556
8.0,1.0,0.0,7.0,5.0,6.0,9.0,8.0,0.0,8.0,2.0,1.0,7.0,6.0,1.0,1.0,6.0,9.0,1.0,4.0,2.0,1.0,7.0,9.0,5.0,9.0,6.0,9.0,7.0,3.0,0.9205999970436096
6.0,3.0,7.0,1.0,0.0,2.0,5.0,0.0,5.0,0.0,9.0,5.0,9.0,1.0,9.0,9.0,0.0,6.0,3.0,1.0,9.0,9.0,9.0,8.0,6.0,2.0,3.0,8.0,3.0,5.0,0.6771000027656555
3.0,7.0,3.0,4.0,6.0,1.0,7.0,1.0,8.0,5.0,8.0,4.0,9.0,7.0,4.0,3.0,7.0,9.0,2.0,4.0,5.0,3.0,2.0,1.0,7.0,0.0,0.0,8.0,0.0,8.0,0.9853000044822693
9.0,1.0,7.0,9.0,5.0,2.0,7.0,7.0,4.0,8.0,5.0,7.0,5.0,7.0,6.0,2.0,8.0,4.0,7.0,4.0,7.0,9.0,8.0,8.0,8.0,4.0,6.0,8.0,9.0,0.0,0.7829999923706055
4.0,8.0,4.0,3.0,0.0,8.0,7.0,9.0,5.0,8.0,0.0,1.0,0.0,6.0,8.0,2.0,4.0,3.0,7.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0,9.0,7.0,3.0,5.0,0.9440000057220459
2.0,1.0,3.0,3.0,9.0,8.0,3.0,5.0,3.0,2.0,2.0,0.0,7.0,9.0,0.0,2.0,7.0,1.0,9.0,8.0,1.0,5.0,8.0,6.0,0.0,0.0,5.0,7.0,7.0,3.0,0.3165999948978424
3.0,0.0,9.0,8.0,5.0,1.0,5.0,2.0,3.0,5.0,1.0,7.0,8.0,4.0,0.0,9.0,5.0,3.0,4.0,8.0,1.0,5.0,4.0,5.0,4.0,6.0,0.0,3.0,6.0,8.0,0.30140000581741333
7.0,8.0,8.0,5.0,2.0,1.0,9.0,9.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,7.0,4.0,6.0,1.0,2.0,5.0,1.0,6.0,3.0,4.0,1.0,8.0,1.2700999975204468
2.0,7.0,6.0,9.0,0.0,8.0,6.0,3.0,2.0,8.0,9.0,3.0,3.0,7.0,2.0,5.0,9.0,2.0,7.0,6.0,8.0,9.0,5.0,1.0,7.0,4.0,7.0,3.0,8.0,4.0,0.46799999475479126
3.0,5.0,1.0,0.0,0.0,9.0,0.0,7.0,5.0,1.0,5.0,8.0,5.0,4.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,2.0,2.0,6.0,7.0,2.0,9.0,6.0,0.0,2.0,0.41190001368522644
3.0,2.0,7.0,6.0,3.0,7.0,6.0,8.0,9.0,3.0,7.0,4.0,4.0,9.0,3.0,1.0,7.0,3.0,8.0,3.0,6.0,1.0,2.0,1.0,6.0,9.0,4.0,9.0,8.0,4.0,0.5884000062942505
2.0,5.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,7.0,9.0,5.0,8.0,1.0,0.0,6.0,8.0,2.0,0.0,2.0,6.0,8.0,9.0,1.0,0.0,1.0,4.0,0.3416999876499176
3.0,7.0,3.0,8.0,0.0,1.0,7.0,9.0,3.0,7.0,9.0,8.0,1.0,9.0,7.0,2.0,9.0,2.0,4.0,8.0,9.0,1.0,9.0,9.0,1.0,2.0,7.0,0.0,4.0,0.0,0.669700026512146
4.0,9.0,7.0,2.0,2.0,1.0,6.0,2.0,7.0,2.0,8.0,1.0,2.0,1.0,2.0,9.0,8.0,2.0,4.0,5.0,3.0,8.0,8.0,7.0,9.0,8.0,4.0,0.0,6.0,8.0,0.9556000232696533
5.0,6.0,8.0,9.0,0.0,1.0,8.0,9.0,6.0,4.0,6.0,3.0,2.0,0.0,2.0,1.0,7.0,9.0,9.0,4.0,7.0,4.0,0.0,6.0,8.0,6.0,5.0,3.0,0.0,9.0,0.498199999332428
1.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,6.0,6.0,2.0,8.0,9.0,1.0,3.0,4.0,2.0,7.0,2.0,5.0,6.0,0.0,7.0,4.0,5.0,8.0,9.0,5.0,6.0,2.0,0.12999999523162842
5.0,7.0,4.0,6.0,3.0,6.0,8.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,6.0,3.0,7.0,9.0,8.0,9.0,2.0,6.0,5.0,4.0,2.0,5.0,2.0,1.1039999723434448
5.0,2.0,9.0,0.0,3.0,3.0,2.0,6.0,9.0,8.0,5.0,9.0,5.0,8.0,9.0,4.0,8.0,8.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,9.0,8.0,0.38190001249313354
6.0,4.0,1.0,6.0,5.0,3.0,7.0,2.0,2.0,3.0,8.0,6.0,6.0,1.0,5.0,8.0,6.0,2.0,8.0,7.0,2.0,8.0,8.0,6.0,2.0,5.0,2.0,1.0,7.0,3.0,0.9258999824523926
8.0,7.0,7.0,5.0,1.0,1.0,3.0,7.0,5.0,9.0,4.0,8.0,7.0,3.0,7.0,5.0,4.0,0.0,4.0,5.0,0.0,9.0,8.0,9.0,5.0,8.0,7.0,6.0,4.0,6.0,1.2275999784469604
4.0,6.0,3.0,9.0,9.0,9.0,4.0,7.0,3.0,5.0,3.0,0.0,2.0,2.0,4.0,2.0,3.0,8.0,1.0,6.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,6.0,0.3921000063419342
2.0,4.0,7.0,1.0,2.0,0.0,6.0,3.0,5.0,0.0,0.0,2.0,5.0,9.0,6.0,4.0,4.0,3.0,5.0,0.0,5.0,7.0,1.0,2.0,3.0,2.0,3.0,8.0,9.0,8.0,0.4564000070095062
6.0,9.0,9.0,0.0,7.0,1.0,9.0,5.0,6.0,0.0,3.0,3.0,3.0,5.0,7.0,7.0,6.0,1.0,2.0,7.0,7.0,9.0,0.0,2.0,9.0,7.0,4.0,0.0,7.0,7.0,0.11110000312328339
8.0,2.0,3.0,6.0,6.0,1.0,9.0,5.0,2.0,0.0,3.0,3.0,3.0,0.0,8.0,6.0,7.0,2.0,3.0,7.0,5.0,0.0,0.0,3.0,3.0,6.0,3.0,1.0,5.0,5.0,1.0041999816894531
8.0,3.0,5.0,3.0,0.0,7.0,0.0,5.0,4.0,3.0,2.0,7.0,8.0,4.0,7.0,2.0,0.0,4.0,1.0,4.0,2.0,3.0,7.0,7.0,9.0,3.0,9.0,7.0,3.0,3.0,0.9330000281333923
9.0,4.0,7.0,0.0,1.0,0.0,3.0,9.0,9.0,9.0,4.0,4.0,5.0,9.0,3.0,4.0,4.0,0.0,7.0,1.0,8.0,7.0,8.0,1.0,3.0,2.0,8.0,9.0,7.0,8.0,0.7419999837875366
3.0,4.0,2.0,5.0,6.0,9.0,6.0,1.0,5.0,2.0,4.0,2.0,8.0,1.0,3.0,2.0,9.0,3.0,9.0,4.0,6.0,6.0,9.0,1.0,3.0,9.0,1.0,5.0,2.0,4.0,0.7774999737739563
0.0,4.0,4.0,8.0,3.0,7.0,6.0,6.0,6.0,0.0,6.0,2.0,0.0,7.0,1.0,3.0,0.0,5.0,2.0,1.0,7.0,8.0,8.0,0.0,0.0,9.0,4.0,3.0,4.0,6.0,0.40610000491142273
8.0,1.0,7.0,5.0,4.0,6.0,7.0,0.0,0.0,7.0,0.0,9.0,7.0,7.0,9.0,1.0,7.0,3.0,6.0,3.0,5.0,2.0,0.0,4.0,8.0,8.0,8.0,0.0,5.0,3.0,1.00600004196167
5.0,5.0,1.0,7.0,5.0,0.0,3.0,8.0,5.0,2.0,2.0,7.0,3.0,1.0,5.0,9.0,5.0,8.0,9.0,4.0,5.0,5.0,6.0,9.0,7.0,1.0,2.0,6.0,3.0,0.0,0.6816999912261963
4.0,3.0,8.0,3.0,0.0,4.0,0.0,4.0,7.0,8.0,2.0,7.0,1.0,8.0,6.0,0.0,2.0,7.0,7.0,7.0,7.0,9.0,9.0,4.0,5.0,0.0,0.0,6.0,0.0,8.0,0.5565000176429749
5.0,3.0,9.0,7.0,7.0,8.0,1.0,7.0,1.0,1.0,8.0,4.0,0.0,6.0,4.0,1.0,9.0,5.0,0.0,9.0,6.0,8.0,8.0,2.0,9.0,6.0,0.0,2.0,2.0,2.0,0.656499981880188
3.0,2.0,0.0,6.0,1.0,6.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,7.0,8.0,4.0,1.0,4.0,2.0,7.0,0.0,3.0,3.0,5.0,7.0,9.0,1.0,8.0,7.0,0.43290001153945923
1.0,6.0,0.0,2.0,1.0,3.0,5.0,1.0,7.0,6.0,1.0,5.0,3.0,7.0,1.0,6.0,9.0,7.0,0.0,8.0,7.0,7.0,1.0,6.0,6.0,4.0,6.0,9.0,8.0,0.0,0.6342999935150146
5.0,3.0,1.0,7.0,7.0,8.0,5.0,7.0,3.0,6.0,1.0,6.0,2.0,7.0,1.0,4.0,8.0,0.0,1.0,5.0,8.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,0.6064000129699707
1.0,4.0,1.0,8.0,6.0,3.0,7.0,0.0,9.0,8.0,9.0,6.0,3.0,4.0,5.0,2.0,6.0,2.0,6.0,5.0,2.0,2.0,4.0,0.0,2.0,8.0,3.0,8.0,4.0,1.0,0.3910999894142151
6.0,4.0,5.0,9.0,3.0,8.0,1.0,6.0,7.0,9.0,6.0,1.0,5.0,8.0,8.0,9.0,3.0,5.0,5.0,8.0,6.0,2.0,6.0,5.0,9.0,2.0,6.0,4.0,3.0,1.0,0.28630000352859497
9.0,9.0,9.0,3.0,2.0,5.0,9.0,6.0,2.0,3.0,6.0,7.0,1.0,5.0,5.0,7.0,0.0,9.0,7.0,2.0,6.0,9.0,7.0,0.0,7.0,1.0,2.0,9.0,5.0,0.0,1.5746999979019165
7.0,0.0,4.0,5.0,5.0,2.0,8.0,4.0,6.0,3.0,2.0,5.0,7.0,2.0,2.0,8.0,9.0,8.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,6.0,9.0,0.0,4.0,7.0,0.7325999736785889
9.0,2.0,4.0,6.0,9.0,7.0,0.0,7.0,9.0,8.0,3.0,2.0,8.0,1.0,4.0,8.0,1.0,0.0,3.0,9.0,9.0,8.0,9.0,8.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0111000537872314
3.0,4.0,0.0,2.0,3.0,4.0,2.0,9.0,9.0,9.0,9.0,2.0,0.0,9.0,7.0,1.0,7.0,5.0,6.0,7.0,3.0,9.0,6.0,0.0,0.0,2.0,5.0,6.0,9.0,0.0,0.5156999826431274
2.0,1.0,6.0,4.0,8.0,3.0,6.0,5.0,5.0,8.0,9.0,9.0,6.0,3.0,1.0,2.0,5.0,7.0,6.0,3.0,3.0,4.0,8.0,5.0,2.0,5.0,3.0,6.0,9.0,9.0,0.3644999861717224
3.0,5.0,0.0,7.0,6.0,1.0,1.0,0.0,4.0,10.0,9.0,8.0,0.0,9.0,3.0,6.0,1.0,9.0,2.0,4.0,9.0,8.0,8.0,3.0,6.0,7.0,8.0,2.0,6.0,8.0,0.6620000004768372
0.0,0.0,1.0,9.0,8.0,4.0,1.0,6.0,4.0,4.0,3.0,9.0,0.0,2.0,5.0,5.0,5.0,3.0,1.0,7.0,4.0,9.0,9.0,0.0,9.0,0.0,1.0,5.0,0.0,8.0,0.04450000077486038
9.0,6.0,1.0,9.0,2.0,9.0,8.0,6.0,7.0,4.0,1.0,9.0,0.0,3.0,6.0,3.0,2.0,2.0,0.0,4.0,9.0,9.0,5.0,5.0,8.0,4.0,1.0,0.0,6.0,9.0,0.5101000070571899
1.0,7.0,4.0,2.0,8.0,0.0,5.0,3.0,6.0,1.0,8.0,1.0,4.0,0.0,1.0,7.0,8.0,4.0,5.0,1.0,8.0,2.0,2.0,9.0,0.0,1.0,5.0,3.0,6.0,1.0,0.814300000667572
0.0,0.0,1.0,0.0,3.0,9.0,5.0,3.0,4.0,3.0,5.0,9.0,3.0,8.0,4.0,4.0,7.0,3.0,8.0,9.0,6.0,4.0,1.0,6.0,1.0,0.0,3.0,4.0,7.0,0.0,0.03280000016093254
3.0,5.0,0.0,2.0,8.0,4.0,8.0,3.0,3.0,4.0,1.0,0.0,7.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,5.0,7.0,7.0,5.0,3.0,7.0,6.0,4.0,0.6535000205039978
5.0,8.0,0.0,0.0,5.0,7.0,9.0,4.0,5.0,5.0,0.0,8.0,2.0,8.0,1.0,3.0,4.0,7.0,3.0,8.0,5.0,6.0,7.0,4.0,7.0,7.0,2.0,1.0,5.0,3.0,0.4237000048160553
9.0,2.0,0.0,2.0,4.0,1.0,8.0,7.0,0.0,7.0,5.0,7.0,2.0,4.0,6.0,7.0,4.0,3.0,9.0,8.0,1.0,6.0,1.0,9.0,6.0,1.0,7.0,7.0,7.0,2.0,0.9714000225067139
7.0,8.0,0.0,6.0,6.0,5.0,6.0,8.0,4.0,8.0,8.0,3.0,5.0,2.0,8.0,8.0,9.0,3.0,5.0,5.0,4.0,9.0,3.0,9.0,7.0,3.0,9.0,3.0,8.0,1.0,1.3301000595092773
0.0,0.0,9.0,0.0,5.0,7.0,5.0,1.0,0.0,7.0,6.0,4.0,8.0,4.0,0.0,9.0,1.0,0.0,0.0,8.0,5.0,0.0,6.0,5.0,4.0,2.0,6.0,4.0,7.0,8.0,0.0869000032544136
3.0,1.0,5.0,0.0,2.0,8.0,1.0,0.0,5.0,3.0,3.0,9.0,6.0,5.0,5.0,8.0,9.0,2.0,0.0,5.0,6.0,9.0,9.0,9.0,8.0,1.0,0.0,3.0,2.0,8.0,0.2606000006198883
0.0,8.0,8.0,6.0,9.0,5.0,6.0,1.0,5.0,9.0,3.0,0.0,2.0,6.0,9.0,0.0,0.0,9.0,5.0,8.0,6.0,4.0,2.0,1.0,7.0,0.0,4.0,4.0,7.0,7.0,0.79830002784729
5.0,4.0,3.0,8.0,2.0,8.0,0.0,8.0,2.0,6.0,5.0,0.0,7.0,7.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,7.0,9.0,0.6244000196456909
6.0,7.0,2.0,6.0,3.0,7.0,1.0,3.0,4.0,7.0,6.0,1.0,4.0,2.0,8.0,7.0,3.0,9.0,8.0,6.0,9.0,7.0,6.0,8.0,1.0,5.0,7.0,5.0,0.0,3.0,1.24590003490448
7.0,9.0,2.0,2.0,1.0,3.0,9.0,1.0,4.0,5.0,5.0,7.0,5.0,5.0,2.0,0.0,6.0,3.0,7.0,9.0,0.0,4.0,5.0,6.0,7.0,7.0,0.0,0.0,1.0,3.0,1.156999945640564
7.0,3.0,8.0,4.0,4.0,9.0,8.0,1.0,4.0,4.0,5.0,3.0,3.0,7.0,1.0,1.0,4.0,1.0,8.0,5.0,3.0,6.0,0.0,5.0,7.0,9.0,7.0,4.0,6.0,8.0,1.048799991607666
