"cap-shape","cap-surface","cap-color","bruises%3F","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","habitat","target"
"x","y","w","t","","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","g","p"
"f","y","n","t","l","f","c","b","w","e","r","s","","w","w","p","w","o","p","k","y","p","e"
"f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","g","p"
"x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g","e"
"b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u","e"
"x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","","p","n","s","m","e"
"f","","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","s","","t","a","","c","b","n","e","c","s","s","w","w","p","w","","p","k","s","","e"
"f","f","g","f","n","f","w","b","p","t","e","s","f","w","","","","o","e","k","s","g","e"
"x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","g","p"
"x","y","y","t","a","f","c","b","p","e","r","s","y","w","","p","w","o","p","k","","g","e"
"f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g","e"
"x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"b","y","","t","l","f","c","b","g","e","c","s","s","w","w","p","w","","p","n","","m","e"
"f","f","g","f","n","f","","n","g","e","e","s","s","w","w","p","w","o","p","n","v","u","e"
"x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","s","y","t","a","","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"","","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","u","e"
"x","f","g","f","n","f","w","b","h","t","e","f","","w","w","p","w","o","e","n","s","g","e"
"x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","","o","p","k","s","p","e"
"f","s","w","t","l","f","w","","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","p","e"
"x","y","n","t","p","f","c","n","k","e","e","s","","w","w","","w","o","p","k","v","","p"
"","f","w","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","s","w","t","l","f","c","b","","","c","s","s","w","w","p","w","o","","k","n","g","e"
"x","y","y","t","a","f","","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g","e"
"x","s","y","t","a","f","w","n","","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","s","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","f","w","f","n","","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g","e"
"b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m","e"
"x","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","","p","k","v","g","p"
"x","y","y","t","a","f","c","b","g","e","c","s","s","w","","p","w","o","p","n","n","g","e"
"","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","","k","s","g","e"
"x","","n","t","p","f","c","n","","","e","","s","","w","p","w","o","p","n","s","g","p"
"b","y","w","t","a","f","c","b","","e","c","s","s","w","w","p","","o","p","k","n","m","e"
"x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"f","f","y","t","l","f","w","","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"x","s","","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"b","y","w","","l","f","c","b","w","e","c","s","s","","w","p","w","o","p","k","n","g","e"
"x","y","","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"x","s","y","t","l","f","c","","w","e","c","s","","w","w","p","w","o","p","n","s","g","e"
"x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u","e"
"x","s","y","t","","f","c","b","n","","c","s","","w","w","p","w","o","p","n","s","g","e"
"x","y","y","t","l","f","","b","w","e","r","s","y","","w","p","w","o","p","n","y","g","e"
"x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g","p"
"x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m","e"
"x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"","y","y","t","a","f","c","b","","e","r","s","y","w","w","p","w","o","p","k","s","g","e"
"x","y","","t","","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m","e"
"s","f","g","f","n","f","c","n","g","","e","s","s","w","w","","w","o","p","k","v","u","e"
"f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","","y","u","e"
"s","f","g","f","n","f","c","n","n","e","e","s","s","","w","p","w","o","p","k","v","","e"
"x","y","w","t","a","f","c","b","n","e","c","s","s","w","w","","w","o","p","k","n","m","e"
"x","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","","p"
"x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g","e"
"x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","","e"
"x","y","w","t","p","f","c","n","k","","e","s","s","w","w","p","","o","p","n","s","g","p"
"x","s","y","t","","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"x","s","n","t","p","f","c","","p","e","e","s","s","w","w","p","w","o","p","k","v","u","p"
"b","s","y","t","l","f","c","","n","e","c","s","s","w","w","p","w","o","","k","n","m","e"
"b","y","w","t","","f","c","b","g","e","c","","s","w","w","p","w","o","p","","s","m","e"
"x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","","w","o","p","n","s","g","p"
"x","s","n","t","p","f","c","n","n","e","e","s","s","","w","p","w","o","p","k","s","u","p"
"x","s","g","","n","f","w","b","n","t","e","s","","w","w","p","w","","e","n","a","g","e"
"x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"f","f","w","f","","f","w","b","k","t","e","f","","w","w","p","w","o","e","n","a","g","e"
"f","y","n","t","l","f","","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p","e"
"b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"b","s","w","t","a","f","c","b","n","e","c","s","s","w","w","","w","o","p","k","n","g","e"
"x","s","g","f","","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g","e"
"f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g","e"
"x","s","w","t","l","f","","b","w","e","c","s","s","w","","p","w","o","p","k","s","m","e"
"f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","","p","k","v","u","e"
"f","s","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g","e"
"x","f","g","","n","","w","b","n","t","e","s","f","","w","p","w","o","e","n","s","g","e"
"f","s","w","f","n","f","w","b","p","","","s","f","w","w","p","w","o","e","k","a","g","e"
"x","s","w","t","p","f","c","n","k","e","","s","s","w","w","p","w","o","p","n","s","u","p"
"x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g","e"
"b","s","w","t","l","f","c","b","g","e","","s","s","w","w","p","w","o","p","k","s","g","e"
"f","f","g","f","n","f","w","b","","t","e","s","s","w","w","p","w","","e","k","a","g","e"
"b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","","s","g","e"
"b","s","y","t","a","f","c","b","n","e","c","s","s","w","","p","w","o","p","n","n","m","e"
"s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","u","e"
"f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","","g","e"
"b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","","n","n","g","e"
"x","f","w","t","l","f","w","","n","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"f","y","y","t","a","","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","p","e"
"f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u","e"
"x","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"f","f","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u","e"
"b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","","o","p","n","s","g","e"
"b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"f","f","n","","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g","e"
"","","y","t","a","f","c","b","k","e","c","s","s","w","","p","w","o","p","k","n","m","e"
"x","f","n","t","n","f","c","b","n","t","b","s","","","g","p","w","o","p","k","v","d","e"
"x","y","n","t","l","f","c","b","n","e","r","s","","w","w","p","w","o","p","k","s","g","e"
"x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","g","e"
"b","y","y","","a","f","c","b","w","e","c","s","s","w","w","p","w","o","","n","s","m","e"
"f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g","e"
"x","y","","t","l","f","c","b","n","","c","s","","w","w","p","w","o","p","k","n","m","e"
"","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g","e"
"x","","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"b","y","y","t","l","f","c","","w","e","c","s","s","w","w","p","w","o","p","k","n","","e"
"x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","","n","y","g","e"
"f","","","t","","f","c","b","","e","r","s","y","w","w","p","w","o","p","k","s","p","e"
"f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","g","e"
"f","","y","t","l","f","c","b","n","e","r","s","y","w","w","p","","o","p","k","s","p","e"
"x","s","y","t","l","f","w","n","n","t","b","s","s","","w","p","w","o","p","u","v","d","e"
"b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"b","s","w","t","l","f","c","b","k","e","c","","s","w","w","p","w","o","p","k","n","m","e"
"x","y","y","t","a","f","c","b","n","","","s","","w","w","p","w","o","p","k","s","g","e"
"f","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","","o","p","u","v","d","e"
"x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"b","s","y","t","l","f","c","b","n","e","","s","s","w","w","p","w","o","p","n","","m","e"
"f","","","t","a","f","c","b","w","e","r","s","y","","w","p","w","o","p","","","g","e"
"","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g","p"
"x","y","w","t","p","","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u","p"
"x","s","y","t","l","f","c","b","g","e","","s","s","w","w","p","w","o","p","n","","g","e"
"f","f","","f","n","f","w","b","k","t","e","","s","w","w","","w","o","e","n","s","g","e"
"b","s","y","","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"x","y","y","t","l","f","c","b","w","e","r","s","y","","w","p","w","o","p","k","y","p","e"
"f","f","g","f","n","","c","n","k","e","e","s","s","w","w","p","w","o","p","n","y","u","e"
"b","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","","w","o","p","k","s","m","e"
"x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","g","p"
"x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","","o","p","","s","g","p"
"b","s","w","","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","","e"
"b","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","g","e"
"x","y","","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"f","y","","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","","e"
"x","y","w","t","","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"f","f","n","f","n","","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u","e"
"f","f","n","f","n","f","w","b","p","","e","s","s","w","w","p","w","o","e","k","a","g","e"
"x","f","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"f","y","","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","","e"
"f","f","n","f","","f","c","n","g","e","e","s","s","w","w","","w","o","p","k","y","u","e"
"f","f","g","f","n","f","c","n","k","e","e","s","","w","w","p","w","","","n","v","u","e"
"x","y","n","","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"x","y","y","t","l","f","c","b","w","e","r","s","y","w","w","","w","o","p","","y","","e"
"b","s","w","t","a","f","c","b","g","e","c","","s","w","w","p","w","o","p","k","s","m","e"
"x","s","w","t","l","f","w","n","n","t","b","s","s","w","w","","w","o","p","n","v","d","e"
"x","y","w","t","a","f","c","b","n","e","c","s","","w","w","p","w","o","p","n","n","m","e"
"x","f","y","","a","f","w","n","w","t","b","s","s","w","w","p","","o","p","u","v","d","e"
"b","s","y","","a","f","c","b","","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"x","","n","t","n","","c","b","p","t","","s","s","p","w","p","w","o","p","n","v","d","e"
"x","y","","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u","e"
"b","y","w","","a","f","c","b","n","e","c","s","","w","w","p","w","o","p","n","s","m","e"
"x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"x","s","w","t","a","f","c","b","k","e","c","","s","w","w","p","w","o","p","k","s","g","e"
"b","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"b","y","w","t","l","f","c","b","k","e","c","s","s","","w","p","w","o","p","k","s","g","e"
"x","y","n","t","a","f","c","b","","e","r","s","y","w","w","p","w","o","p","n","s","p","e"
"f","s","g","f","n","f","w","b","k","t","e","f","s","w","","p","w","o","e","n","a","g","e"
"x","y","n","t","p","f","","n","p","e","e","s","s","w","w","p","w","","p","n","s","","p"
"b","y","w","t","a","f","","b","n","e","c","s","s","w","w","p","w","o","p","n","s","g","e"
"b","s","y","t","a","f","c","b","w","e","c","","s","w","w","p","w","o","p","n","s","m","e"
"x","","n","t","p","f","c","n","w","e","e","s","s","","w","p","","o","p","k","v","g","p"
"x","s","n","t","p","f","c","n","p","e","","s","s","w","","p","w","o","p","n","v","u","p"
"f","s","","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g","e"
"x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g","p"
"f","f","g","f","n","f","w","b","h","t","e","","f","w","w","p","w","o","e","n","a","g","e"
"x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","p","e"
"b","y","w","t","l","f","c","b","k","e","c","s","s","","w","p","w","o","p","k","n","m","e"
"","y","","","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p","e"
"f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","","p","e"
"b","y","y","t","l","f","c","b","k","e","c","s","","w","w","p","w","o","p","k","n","","e"
"s","f","","f","n","f","c","n","p","e","","s","s","w","w","p","w","o","p","k","y","u","e"
"x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"b","y","y","t","a","f","","b","g","e","c","s","s","w","","p","w","o","","k","n","m","e"
"f","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","p","e"
"f","s","","f","n","f","w","b","p","t","e","f","f","w","w","","w","","e","n","a","g","e"
"x","s","w","t","l","f","c","b","w","e","","s","","w","w","p","w","o","p","n","s","m","e"
"b","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"b","y","y","t","l","f","c","b","k","","c","s","s","w","w","p","w","o","p","k","s","g","e"
"b","y","y","t","a","f","c","b","n","","c","s","s","w","w","p","w","o","p","n","s","m","e"
"b","s","w","t","l","f","c","","k","e","c","s","s","w","w","p","w","","p","n","s","m","e"
"x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","","w","o","p","k","s","p","e"
"x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","g","e"
"s","f","n","f","n","f","c","n","g","e","e","","s","w","w","","w","o","p","k","v","u","e"
"f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","g","e"
"x","s","w","t","a","f","c","b","k","","c","s","s","w","w","","w","o","p","k","","g","e"
"f","s","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"x","s","n","f","n","f","","b","","t","e","s","s","w","w","p","w","o","e","","a","g","e"
"f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","g","e"
"x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","g","p"
"","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","","e"
"x","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g","e"
"b","s","w","t","a","f","","b","n","e","c","s","s","w","w","p","","o","p","n","s","m","e"
"x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"f","y","y","t","l","","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","g","e"
"x","f","n","f","","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g","e"
"","s","w","t","p","f","c","n","","e","e","s","s","w","w","p","w","o","p","n","s","g","p"
"x","","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","u","p"
"x","y","w","t","l","","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g","e"
"x","","w","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"x","y","w","t","p","f","c","","w","e","e","","s","","w","p","w","o","p","k","s","u","p"
"","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g","e"
"x","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u","e"
"x","f","n","","n","f","","n","p","e","","s","s","w","w","p","w","o","p","k","v","u","e"
"","s","w","t","a","","c","b","n","","c","s","s","w","w","p","w","o","p","k","","m","e"
"x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g","e"
"b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","","w","o","p","n","s","p","e"
"x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g","e"
"b","y","w","t","a","f","c","b","w","e","c","","s","w","w","p","w","o","p","k","s","m","e"
"x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","","n","v","u","p"
"f","s","","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"x","y","n","t","a","f","","b","n","e","r","s","y","w","w","p","w","","p","n","s","p","e"
"b","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"f","s","","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d","e"
"b","y","y","t","l","f","c","b","w","e","","s","s","w","w","p","w","","p","k","s","g","e"
"b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","","w","o","p","n","n","m","e"
"b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","","g","e"
"f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"x","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","g","e"
"b","y","y","t","","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"x","y","n","t","a","f","c","b","","e","r","s","","w","w","p","w","o","p","k","y","p","e"
"b","s","w","t","l","f","","b","g","e","c","s","s","","w","p","w","o","p","n","","g","e"
"f","y","n","t","l","","c","b","","e","r","s","y","w","w","p","w","o","p","k","y","g","e"
"x","s","","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"x","f","n","f","n","f","c","n","g","e","","s","s","w","w","p","w","o","p","n","v","u","e"
"x","y","n","t","l","f","c","b","w","e","r","s","y","w","","p","w","o","p","k","s","p","e"
"f","f","g","f","n","","w","b","k","t","e","s","f","w","w","p","","o","e","k","a","g","e"
"x","s","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"f","f","n","","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","y","u","e"
"b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","m","e"
"b","s","w","t","a","f","c","b","k","e","c","s","","w","w","p","w","o","p","k","","m","e"
"x","s","w","t","a","f","c","","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"b","s","","t","l","","c","b","k","e","c","s","s","w","w","p","","o","p","n","s","m","e"
"x","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"x","s","y","t","","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"f","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","g","e"
"x","","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","g","e"
"x","y","n","t","p","f","c","n","k","e","e","s","","w","w","p","w","o","p","n","s","u","p"
"x","y","n","t","a","f","","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g","e"
"x","s","y","t","l","f","","b","n","e","c","s","s","","w","p","w","o","p","n","n","g","e"
"","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"s","","n","f","n","f","","n","g","e","e","s","s","w","w","p","w","o","","k","y","u","e"
"","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"x","s","","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"x","s","w","","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","g","p"
"x","f","n","","","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","u","e"
"x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","","n","g","e"
"x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","g","p"
"x","y","","t","l","f","","b","p","e","r","s","y","w","w","","w","o","p","k","","p","e"
"","y","y","t","l","f","c","b","k","","c","s","s","w","w","","","o","p","n","s","g","e"
"f","y","n","t","l","f","c","b","p","","r","s","y","w","w","p","w","o","p","k","y","p","e"
"x","y","w","t","a","f","c","b","k","","c","s","s","w","w","p","w","o","p","k","n","g","e"
"","s","y","t","a","f","","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","g","p"
"x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","","w","o","p","n","s","u","p"
"b","y","y","t","l","f","c","b","","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"x","s","w","f","n","","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g","e"
"x","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","","n","v","g","p"
"x","y","","","l","f","c","b","w","e","r","s","y","w","w","p","w","","p","n","s","p","e"
"b","s","w","t","a","","c","b","n","e","","s","s","w","","p","w","o","p","k","n","m","e"
"x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u","p"
"b","y","y","t","l","","","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g","e"
"b","y","w","t","","","c","","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e"
"f","","y","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","","g","e"
"b","y","w","t","a","f","c","","k","e","c","s","s","w","w","p","w","o","","k","s","g","e"
"x","y","y","t","","f","c","b","","e","r","s","y","","w","p","w","o","p","k","y","g","e"
"b","s","y","t","l","f","c","","n","e","c","s","s","w","w","p","w","o","p","n","s","m","e"
"x","s","y","t","l","f","","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m","e"
"b","s","y","t","","f","c","b","n","e","","s","s","w","","p","w","o","p","k","n","m","e"
"x","y","w","t","p","f","c","n","p","e","e","s","s","","w","p","w","o","p","k","v","u","p"
"x","","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","g","p"
"x","s","n","","p","f","c","n","k","e","e","s","s","","w","p","w","","p","k","v","u","p"
"x","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"x","y","n","t","a","f","c","b","p","e","r","s","","w","w","p","w","o","","k","y","g","e"
"x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g","e"
"x","s","w","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","","","p","n","n","g","e"
"b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e"
"x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u","e"
"b","s","y","t","a","f","c","","n","e","c","s","","w","","p","w","o","p","k","s","m","e"
"x","s","w","","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g","e"
"x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","p","e"
"x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e"
"f","f","w","t","","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"f","f","w","t","a","f","w","n","w","t","","s","s","w","w","p","","o","p","u","v","d","e"
