"pixel_0_0","pixel_0_1","pixel_0_2","pixel_0_3","pixel_0_4","pixel_0_5","pixel_0_6","pixel_0_7","pixel_1_0","pixel_1_1","pixel_1_2","pixel_1_3","pixel_1_4","pixel_1_5","pixel_1_6","pixel_1_7","pixel_2_0","pixel_2_1","pixel_2_2","pixel_2_3","pixel_2_4","pixel_2_5","pixel_2_6","pixel_2_7","pixel_3_0","pixel_3_1","pixel_3_2","pixel_3_3","pixel_3_4","pixel_3_5","pixel_3_6","pixel_3_7","pixel_4_0","pixel_4_1","pixel_4_2","pixel_4_3","pixel_4_4","pixel_4_5","pixel_4_6","pixel_4_7","pixel_5_0","pixel_5_1","pixel_5_2","pixel_5_3","pixel_5_4","pixel_5_5","pixel_5_6","pixel_5_7","pixel_6_0","pixel_6_1","pixel_6_2","pixel_6_3","pixel_6_4","pixel_6_5","pixel_6_6","pixel_6_7","pixel_7_0","pixel_7_1","pixel_7_2","pixel_7_3","pixel_7_4","pixel_7_5","pixel_7_6","pixel_7_7","target"
0,0,1,13,4,0,0,0,0,0,5,15,2,0,0,0,0,0,12,7,0,0,0,0,0,0,14,6,0,0,0,"CKZiZk7MXk","emvvzI9kOn",0,16,12,15,15,7,0,0,"XFJJ1ov1hR",14,14,6,4,14,1,0,0,9,14,3,4,14,2,0,0,1,7,14,16,11,0,6
0,0,4,"rSHiYfYfDD",6,0,0,0,0,0,12,15,1,0,0,0,0,1,16,11,0,0,0,0,0,8,16,3,0,7,4,"o7wEfoJMkP",0,12,16,6,11,16,7,0,0,7,16,"dzJzhhfVAX",15,3,0,0,0,0,4,16,10,0,0,0,0,0,4,16,6,0,0,0,4
0,0,0,9,15,16,9,0,0,0,"8vvFYlqfXf",13,4,12,7,"EBf8UH8ki8",0,5,14,1,2,15,3,0,0,4,14,12,16,15,0,0,0,0,1,1,13,7,0,0,0,"ff4U3yAB4e",0,4,15,1,0,"rI0BhiAZjm",0,"jC6ciucOSF",0,11,8,0,0,0,0,0,0,12,4,0,0,0,9
0,0,1,15,11,1,0,0,0,0,2,16,16,7,0,0,0,0,6,16,16,5,0,0,0,0,8,16,16,"HDnU8QVU77",0,"jkWXoLvIZx",0,0,9,16,13,"SbfDFkhD8i",0,0,0,0,11,16,13,0,0,0,0,0,11,16,11,0,0,0,0,0,1,14,16,3,0,0,1
0,0,2,10,16,4,0,0,"FKoXeVMwJP",10,16,16,15,4,0,0,0,16,16,10,1,0,0,0,0,15,16,16,7,0,0,0,0,5,11,"rRJIiFWttm",15,2,0,0,0,0,0,0,11,9,0,0,0,0,3,10,16,9,0,0,0,0,2,16,15,2,0,0,5
0,0,5,8,11,5,0,0,0,0,13,16,12,"0ZT6XFqqPA",0,"j2EJZYHLK7",0,1,16,9,0,9,3,0,0,3,16,6,0,6,6,0,0,3,11,1,"guT15KTVjX",5,6,0,"QFkENNC9Mo",0,12,"Ugtr47kNgZ",0,11,6,"0TFtD1HAvJ",0,0,14,5,12,15,"2Ce4D7IpMK",0,0,0,6,"BIqY0nL4rF",13,2,0,0,0
0,0,3,14,16,8,0,0,0,3,15,8,4,15,1,0,0,8,10,0,3,16,8,0,0,3,15,13,16,14,1,0,0,0,2,5,16,4,0,"PZhj0v5yqB",0,0,0,8,11,0,0,0,0,0,0,15,2,0,0,0,0,0,2,"4XGordzG41",0,0,0,0,9
0,0,5,8,12,16,4,0,0,"UxXGLXLkF8",16,11,7,1,0,0,0,3,14,6,4,0,0,0,0,5,16,"lR8L3u2kMf",14,6,"OEdhIvjxgr",0,0,0,2,0,4,12,0,0,0,0,0,0,4,10,0,0,"xZTfU6kS8U",0,6,8,14,7,0,0,0,0,7,13,7,0,0,0,5
0,0,11,16,15,5,0,0,0,8,16,14,16,8,0,"PCFK7Q1b9D",0,11,10,0,16,8,0,0,0,3,1,6,16,2,0,0,0,0,1,15,10,0,0,0,0,0,11,15,1,"szMRMUO57w",0,"RzdNuLmvCr",0,0,16,14,12,12,8,0,0,1,15,16,16,"BdSRXRuknM",8,0,2
0,0,4,13,15,9,0,0,0,4,14,6,5,16,0,0,0,7,12,2,2,16,0,0,0,4,"LqGuKWYO8p",15,14,7,0,0,"WttRmeBtY7",0,9,16,16,5,0,0,0,0,10,6,8,15,2,0,0,0,11,9,4,13,11,0,"RBIVIhjCqm",0,2,14,16,15,6,0,8
0,2,15,16,15,2,0,0,0,8,14,8,14,8,"n8GyAg4ezQ",0,0,7,5,2,16,5,0,0,0,0,0,12,13,0,0,0,0,0,8,15,1,0,0,0,0,1,"n0sb8SAJkU",7,0,0,"syVZpjOdNQ",0,0,"7xldrUw6jz",16,9,8,8,2,0,0,2,15,16,16,16,13,0,2
0,"5j3hwb2Kkl",3,11,16,10,0,0,0,0,10,16,10,14,6,"FcXt7gBJ21",0,0,15,7,0,11,8,0,0,3,"y0mvXBnLUc",2,0,8,8,0,0,4,"bV8RoIol4V",0,0,"vuygdGSRvQ",8,0,0,6,15,1,0,12,8,0,0,3,15,"AFMlCFGP5k","Vv2252qmF6",15,4,0,0,0,5,12,14,9,0,0,0
0,0,7,15,9,5,0,"PSg8eI9muf",0,0,14,16,14,15,0,0,0,1,16,8,4,6,4,0,0,"jeo8mGIYkW",15,1,"gSHZmmrsS9",6,5,0,"SyAz5145C5",3,11,0,0,7,5,0,0,3,11,0,1,13,2,0,0,1,13,8,13,13,"4rzKGnYjjx",0,0,0,6,15,11,1,0,0,0
0,0,0,2,13,9,0,0,0,0,0,7,16,15,0,0,0,0,0,11,16,7,0,0,0,0,0,15,"xYr9OzaYr3",2,0,0,0,0,7,16,14,0,0,0,0,0,13,16,14,0,0,0,0,0,8,15,16,0,0,0,0,0,0,"PGiqsJ7574",13,8,0,0,1
"jTAeb8dcq2",0,3,11,16,15,1,0,0,"jjGmqESTwK",16,14,"M2et0WoIX2",16,2,0,0,5,12,0,8,"nAN5DOJGIo",0,0,0,0,1,1,13,9,0,0,0,0,11,16,16,13,2,0,0,0,11,14,15,12,5,0,"nc4dBXakgO",0,0,15,9,0,"y29CfVh1M6",0,0,0,0,15,5,0,0,0,7
0,0,0,4,15,1,0,0,0,0,0,13,"FVUS6da3DT",1,0,0,0,0,6,12,0,0,0,0,0,0,8,10,0,0,0,0,0,0,13,12,11,10,0,0,0,4,16,15,8,11,10,0,0,1,7,15,4,3,12,0,0,0,0,7,15,16,8,"0gei8hRyVN",6
0,0,8,"wtHzRR0NCQ",15,6,0,0,"ETEPKXgoeZ",4,16,12,14,11,0,0,0,4,8,"M5rZHn0pY3",14,7,0,0,0,0,0,14,16,5,0,0,0,0,0,11,"XtoNgot4Ev",16,2,0,0,0,0,0,1,15,7,0,0,0,4,11,8,14,7,0,0,0,11,16,16,10,0,0,3
0,0,10,16,16,7,0,0,0,6,15,9,14,12,0,0,"p1CEmYEQI5",3,5,0,13,8,0,0,0,"RSleKUEt84",0,10,13,0,"arVbZDSqCq",0,0,0,2,16,4,0,0,0,0,0,12,8,0,0,0,0,0,0,16,13,11,8,3,0,0,0,12,16,16,16,5,0,2
0,0,0,0,"HRgXwnTKZL",11,0,0,0,0,"SgesBe9PLV",0,16,13,0,0,0,0,0,7,16,"lV6sRscIn7",0,0,0,0,"ofEJM40KTD",13,16,3,0,"D5Y1BA9bLh",0,0,10,16,16,0,0,0,0,0,15,16,16,4,0,0,0,3,12,6,16,6,0,0,0,0,0,0,10,13,7,0,1
0,0,3,13,"1vwh5kAMrK",11,0,0,0,0,14,"lWJVIwYeOU",14,16,1,0,0,0,6,0,7,15,0,0,0,0,0,0,12,11,0,0,0,0,8,13,16,14,4,0,0,5,16,16,14,12,4,0,0,0,3,16,3,0,0,0,0,0,8,13,0,0,0,0,7
0,0,2,13,13,0,0,0,0,0,9,16,6,0,0,"R2z1qVM8Wp",0,0,14,16,2,0,4,0,"tjn2VJsCDB",5,16,10,1,13,15,0,0,7,16,16,16,16,4,0,0,0,8,15,"eYSs30PMke",8,0,0,0,0,0,14,10,0,0,0,0,0,1,16,11,0,0,0,4
0,0,3,11,0,0,0,0,0,0,12,11,0,0,0,0,0,1,14,1,0,0,0,0,0,2,15,0,0,"pQLvX8axp2",0,0,0,4,15,"Zr7pbQ56PD",16,15,2,0,0,1,"sU7Nefw6GH",8,4,8,11,0,0,1,16,11,7,10,12,0,0,0,5,10,12,15,7,0,6
0,0,12,16,"Bqvg0BepCR",13,1,0,0,4,15,9,12,16,2,0,0,0,2,0,11,15,0,0,0,0,0,12,16,4,0,"BCA0vAa01W",0,0,0,8,16,13,1,"VMpSVxA7UA",0,0,0,0,6,16,6,0,0,0,4,6,6,16,6,0,0,0,12,16,16,9,0,0,3
0,0,0,12,15,2,0,"qB1MHnW6No",0,0,0,13,16,8,0,0,0,0,0,14,16,9,0,0,0,0,0,13,16,6,0,0,0,0,7,16,16,3,0,0,0,1,16,16,16,1,0,0,0,0,8,16,16,2,0,0,0,0,0,9,16,7,0,0,1
0,2,10,14,11,1,0,0,0,7,15,8,16,4,0,0,0,1,1,6,15,1,0,0,"FV8DQzkihL",0,0,15,9,0,0,0,"7Bf7mxUItL",0,1,16,15,9,1,0,0,0,0,1,6,15,8,0,"cxovDxMvIC",2,8,4,6,15,7,0,0,2,13,16,15,9,0,0,3
0,0,2,10,16,13,"U6S2BtAykk",0,0,3,16,8,2,16,1,0,0,8,13,0,2,16,6,0,"7jUUTNURZB",6,16,12,16,16,7,0,0,0,2,"esrC6EByfm",8,"Of0WYXPW9F",1,0,"0eImmPzvBh",0,"eYXgtvcUcf",1,15,3,0,0,0,0,0,9,10,0,0,0,0,0,1,16,3,0,0,0,9
0,0,1,14,7,0,0,0,0,0,6,16,16,1,0,0,0,0,7,16,15,0,0,0,0,0,6,16,15,0,0,0,0,0,6,16,15,"8MMjNuYZ2M",0,0,0,"OZVaBdJqAl",4,"PCsJR3HEhV",16,1,0,0,0,0,4,16,16,6,0,0,0,0,1,15,16,8,0,0,1
0,0,6,15,16,"DbXAMb8Bfb",0,0,0,3,16,12,15,8,0,0,0,0,4,"M4dyqSkDl9",14,6,0,0,0,0,0,2,16,6,2,0,0,0,4,14,16,16,8,0,0,0,15,16,7,0,"8MiDkn08K4",0,0,0,6,16,"Vr8nVAohzS",0,0,0,0,0,7,9,0,0,0,0,7
0,0,0,11,16,2,0,0,0,0,7,16,8,2,0,0,0,0,15,7,0,0,0,0,0,0,16,"9fkrKr3FVx",3,1,0,0,0,1,16,16,16,16,4,0,0,0,14,12,4,6,12,0,0,0,10,16,5,10,15,0,0,0,2,11,16,12,8,0,6
0,0,3,10,12,12,2,0,0,1,13,12,6,13,8,"wqMRebaX7E",0,"ljexvIAGNF",16,8,8,14,1,0,0,5,14,16,16,3,0,0,0,0,12,16,15,2,0,0,0,3,16,2,15,10,0,0,0,4,16,8,12,12,0,0,0,0,9,16,15,3,0,0,8
0,0,0,9,"lxNCUKe4cM",0,0,0,0,0,2,15,8,0,0,0,0,0,11,15,1,3,8,"knAbHtOeue",0,6,16,4,0,"Usr9FYB8Gr",12,0,"XT8hhV4K5k",12,16,4,11,16,5,0,0,"VllTTz1tr9",16,16,16,11,0,0,0,0,6,11,16,7,0,0,0,"up7FED6Erj",0,10,16,4,0,0,4
0,1,12,16,10,0,0,0,0,7,11,"zT2bziS70T",14,1,0,0,0,2,2,3,14,0,0,0,0,0,"7c7KfUxmEg",14,6,0,0,0,0,0,12,16,16,6,0,0,0,0,2,0,5,15,6,0,0,1,11,4,4,13,8,0,0,2,14,16,16,13,1,0,3
0,0,3,16,11,0,0,0,0,0,0,16,16,6,0,0,0,0,0,"M6PZAKc4xp",16,7,0,0,0,0,0,11,16,10,0,"pGHKpiFok6",0,0,0,12,16,6,0,0,0,0,3,16,16,2,"7B4ghkktfW",0,"C9rGKf5Onk",0,5,16,15,0,0,0,0,0,3,13,15,0,0,0,1
0,0,2,15,"PYtQuvGIgs",0,0,0,0,0,9,16,5,0,2,0,"A2qZOTBYvF",2,15,10,0,11,"1qvXnMUq0A","jbbnlOI55u",0,10,16,4,6,16,"dTdRhcS2n8",0,0,6,16,16,16,15,1,0,0,0,6,13,16,4,0,0,0,0,0,15,13,0,0,0,"OuaFRXblpf",0,6,16,5,0,0,0,4
0,"IewXoi27J0",3,14,7,0,0,0,0,0,14,16,14,9,0,0,0,4,16,16,11,15,3,0,0,5,15,6,0,4,8,0,0,8,8,0,0,4,8,0,0,5,11,0,0,6,6,0,0,0,13,10,5,15,5,0,0,0,2,12,14,8,0,0,0
0,0,5,11,"JHMxiJThUq",12,"umPU9HZHIo",0,0,0,16,12,4,3,0,0,0,4,16,6,3,0,0,0,0,4,15,16,16,"i68xfAPlkF",0,0,0,0,0,0,3,16,6,0,0,0,0,0,0,11,6,0,0,0,0,1,8,15,1,0,0,0,6,16,13,1,0,0,5
0,0,6,13,16,10,0,0,0,4,13,5,4,16,0,0,0,0,0,1,10,8,0,0,0,0,0,12,16,3,0,0,0,0,0,3,7,15,1,0,0,"qMlK7peuia",0,0,0,9,8,0,0,0,8,6,3,11,7,0,0,0,4,14,16,11,1,0,3
0,0,1,13,7,0,"ubBmI7R5wz","kGoAO4rbhC",0,0,7,14,2,0,0,0,"2wtABPBkVu",0,13,5,0,0,0,0,0,0,16,3,0,0,0,0,0,3,16,10,12,12,3,0,0,3,16,11,5,9,12,0,0,1,13,"GcPrlJa1d3",4,13,11,0,0,0,1,12,16,11,2,0,6
0,0,3,11,15,13,2,0,0,2,15,11,8,14,7,0,"BpQPfZxVuQ",8,14,0,2,13,2,0,0,3,13,16,16,15,1,0,0,0,0,0,14,5,0,0,0,0,0,7,14,0,0,0,0,0,1,15,4,0,0,0,0,0,2,16,1,0,0,0,9
0,0,1,10,14,0,0,0,"6o8NHh4m02",0,8,14,11,3,0,0,0,0,16,2,2,0,0,0,0,3,13,0,0,"9sIO3MZlyh",0,0,0,4,13,0,"sKs4eOxATR",10,3,0,0,3,15,13,12,10,"l92N9THZN1",0,0,"U486U3eGgy",10,16,4,5,14,0,0,0,0,9,15,14,9,0,6
0,0,8,16,15,"uH1mN36Rry",0,0,0,1,16,16,16,2,0,0,0,2,16,16,"YdxzUcnoys",0,0,0,0,2,16,16,12,0,0,0,0,"FQ7iRil9ix","E4ZIy1UnDQ",16,13,0,0,0,0,1,16,16,11,0,0,0,0,0,16,16,10,0,"OrYSIaqag8",0,0,0,7,15,15,0,0,0,1
0,0,8,16,16,1,0,0,0,1,12,"xyGOy0F5sO",16,5,0,0,0,0,0,3,16,6,0,"pvszLNHHDq",0,0,0,6,16,2,0,0,0,4,12,14,16,12,5,0,0,12,16,16,14,12,5,0,0,0,"brzSB0O0ig",13,0,0,0,0,0,0,11,8,0,0,0,0,7
0,2,12,13,16,15,1,0,0,8,"DHY1dNF7uo",14,11,7,0,0,0,8,16,"NfX5K3nM7E",0,0,0,0,0,7,16,16,11,1,0,0,0,0,2,6,15,9,0,0,0,0,0,0,9,15,0,0,0,0,1,7,"JZGChJ8n1D",11,0,0,0,"2PsfF1Pz4z",16,16,13,1,0,"lwQjgbeaXL",5
0,"3SPkWZwHvW",0,10,14,0,0,0,0,0,"SgjDNkw19X",16,10,0,0,0,0,0,10,16,1,0,0,0,0,4,16,8,0,3,5,0,0,10,15,0,2,15,10,0,0,12,16,14,16,13,1,0,0,2,11,14,16,3,0,0,0,0,0,8,16,2,0,0,4
0,0,0,7,12,0,0,0,0,0,3,14,6,0,0,0,"IrBe6pU7O1",0,11,8,0,0,1,0,0,4,16,3,1,"IANPiDFw5b",10,0,0,8,16,12,14,13,3,0,0,2,"0quqiBYYff",10,16,5,0,0,0,0,0,6,16,"7MkwOlXiYk","eUExZboy2M",0,0,0,0,6,13,0,0,0,4
0,0,2,13,16,13,0,0,0,0,14,15,14,16,0,0,0,"dQcFlhqNAr",5,0,10,15,0,0,0,0,0,0,13,13,0,0,0,0,7,14,16,16,7,0,0,0,14,16,14,10,3,0,0,0,3,15,5,0,0,0,0,0,4,15,0,0,0,0,7
0,0,7,12,12,2,0,0,0,5,15,6,10,9,0,0,0,11,4,0,11,6,0,0,0,3,"022UjZgkrK",2,15,2,0,0,0,0,1,13,6,0,0,0,0,0,11,11,1,0,"Wg6HpgWbeq",0,0,1,16,7,4,4,2,0,"qzNfmaMx2P","XESzKHur1e",11,12,13,"yES1yleNpk",11,0,2
0,0,7,13,"Fc10ptIzbi",11,0,0,0,3,16,5,4,"Ga7KqRXX5B",2,0,0,8,11,1,"JKg12ZjeBi",15,"8ddTK4jGDN",0,0,3,"IPArEPap0x",14,16,8,0,0,0,0,"7jYa2oHpCK",16,15,1,0,0,0,1,15,5,11,12,0,0,0,3,16,5,7,16,1,0,0,0,5,14,16,15,2,0,8
0,3,15,16,13,1,"H3uwYb9osi",0,0,10,13,9,16,4,0,0,0,1,1,0,"nYZn2cuxK6",6,0,0,0,0,0,10,15,1,0,0,0,0,10,16,3,0,0,0,0,3,16,7,0,0,0,0,0,5,16,13,12,"gBkV4svi2p",2,0,0,2,13,13,13,16,15,0,2
0,3,13,16,9,0,0,0,"phT4MYekkU",10,15,13,15,2,0,0,0,15,4,4,16,1,0,0,0,0,0,5,16,2,0,0,0,"w4LRKXPxFt",1,14,13,0,0,0,0,0,10,16,5,0,0,0,0,4,16,13,8,10,9,1,0,2,16,16,14,12,9,1,2
0,0,7,11,12,14,"pZ4zGT471h","vGJy734Ok0",0,8,16,9,"0ZqMz39u1P",3,0,0,0,10,15,5,0,0,0,0,0,3,12,16,14,"8h7Mgm8rip",0,0,0,0,0,2,13,16,2,0,0,0,"uIJm1nLEYK",0,0,15,9,"bnxDnzfmbf",0,0,2,4,8,15,9,0,0,0,10,16,13,8,0,0,5
0,0,1,9,16,16,"95ZRBfvb0a",0,0,0,14,"XRgJ0S808d",8,16,8,0,0,"1juw5hG3yJ",4,0,0,15,"Yx94c3lOwJ",0,0,0,0,0,7,16,3,0,0,0,6,12,16,16,9,0,0,"r1rlV8aqMu",16,14,16,"TcdtZuuVC1","v5wbHxiEKc",0,0,"Iewuhf8IYn",2,8,16,0,0,0,0,0,0,12,"GP8UEP4fuB",0,0,0,7
0,0,0,5,13,16,8,0,0,0,8,15,6,7,14,0,0,2,16,1,1,11,10,0,0,4,16,15,16,16,6,0,0,0,4,4,5,15,1,0,0,0,0,0,9,8,0,0,0,0,0,2,15,1,0,0,0,0,0,6,10,0,0,0,9
0,4,10,15,16,16,14,0,0,11,16,14,8,5,2,0,"h9P7DeqeEC",6,16,8,0,0,0,0,0,0,10,15,1,0,0,0,0,0,2,16,5,0,0,0,0,0,0,13,10,"a2fvyQd4XC",0,0,0,5,10,14,"e7EqBqms22",0,0,0,0,3,16,15,3,0,0,0,5
0,0,1,15,7,0,0,0,0,0,6,16,3,0,0,0,0,"e5PtniixpB","7gvSvpuloq",10,0,1,"banVJ2PWma",0,0,5,16,"OIw1MVSRKP",1,12,15,0,0,11,16,8,14,15,3,"DtXoFV7Wli","afsfxu0QYP",6,16,16,16,"NSFLR7mzAT",0,"DrjnTi8ZIy",0,0,1,14,11,0,0,0,0,0,2,16,12,0,0,0,4
0,0,4,11,14,4,0,0,0,5,13,"9XAdf9ikGW",9,7,0,0,0,7,10,10,13,2,0,0,0,1,9,16,15,2,0,0,0,0,8,7,9,12,0,0,0,0,12,0,1,14,5,0,0,0,11,"tYWeIGvoCy",0,7,8,0,0,0,2,15,16,15,4,0,8
0,0,3,12,15,14,3,0,0,1,16,5,"hlTlXVWNiu",8,12,0,0,"d5p9fOEVF8",16,11,2,13,7,0,0,2,9,15,16,4,0,0,0,0,3,14,16,7,0,0,0,0,9,5,6,15,0,0,0,0,11,10,7,16,2,0,0,0,3,12,16,13,0,"uD3OvoCFZR",8
0,0,0,"jdj09HM5LL",16,2,0,"iX8SBcqmu0",0,0,2,15,15,0,0,0,0,0,15,16,3,2,3,0,0,7,16,7,3,15,11,0,0,7,16,14,"AnokM0xKWB",16,5,0,0,1,7,12,16,10,0,0,0,0,0,7,16,4,0,0,0,0,0,10,15,0,0,0,4
0,0,0,2,9,16,10,"RgkFpgDoOA",0,0,7,15,8,"uov1xX8Hs7",12,0,0,1,15,3,0,11,12,0,0,8,14,9,13,16,8,0,0,1,"JA2vCU3mWN",7,3,13,4,0,"bmCyToVxtQ",0,0,0,5,13,0,0,0,0,0,"eD3gVdx9Vq",10,9,"ITxKEu31mR",0,0,"zXdSSBt9v2",0,0,14,4,0,0,9
0,0,5,11,4,1,0,0,0,0,15,16,16,11,0,0,0,"mGDYPfvBEZ",16,9,2,12,4,0,0,6,13,0,0,6,6,0,0,3,13,0,0,5,9,0,0,3,16,0,0,6,8,0,0,0,13,12,8,16,7,0,0,0,4,13,12,10,"G85dNvWFll",0,0
0,0,1,13,16,14,4,0,0,2,11,8,4,11,7,0,0,6,16,3,3,13,2,0,0,0,9,14,14,4,0,0,0,0,7,16,"YEoDtwXMK4",0,0,"eKlpZ8AvaB",0,0,12,10,16,1,0,0,0,0,11,10,15,4,0,0,0,0,1,14,15,1,0,0,8
0,0,0,9,15,12,1,0,0,1,11,12,5,15,4,0,0,6,14,0,0,13,7,0,0,5,16,12,12,16,4,0,0,0,3,8,14,8,0,0,0,0,0,2,"BzeZLiBFDl",1,0,0,0,0,0,"1msQrONjEB",10,0,0,0,0,0,0,10,9,0,0,0,9
0,1,9,15,16,"jhuDn1Pf1S",0,0,0,6,12,1,"vwuPpYjvKw",16,0,0,0,0,1,0,8,14,0,0,0,0,0,10,15,3,0,0,0,0,0,7,15,5,0,0,0,0,0,0,4,13,2,0,0,2,"ipTxJHkoqj",4,4,14,3,0,0,0,9,16,16,10,0,0,3
0,0,9,15,5,0,0,0,0,3,15,15,16,"So1Eu6OssR",0,0,0,10,14,0,9,14,0,0,0,8,12,0,0,12,5,0,0,8,8,0,0,10,8,0,0,5,14,0,0,12,8,0,0,0,16,7,12,16,4,0,0,0,9,16,15,7,0,0,0
0,"dPrTE4OERe",0,0,13,16,6,0,0,0,3,11,16,16,5,0,0,5,16,16,16,16,4,0,0,4,10,9,16,16,4,0,0,0,0,0,13,16,4,0,0,0,0,0,12,16,4,0,0,0,0,2,16,16,7,0,0,0,0,1,12,14,5,0,1
0,0,7,14,5,0,0,0,0,"It9slyvBjH",16,16,"gcgI4c9WGH",0,0,0,0,2,14,"JQeahiPOrn",14,0,0,0,0,0,0,5,16,0,0,0,0,0,0,8,16,0,0,0,0,0,0,11,12,0,0,0,0,0,11,16,14,8,10,0,0,0,7,12,12,12,15,2,2
0,0,8,12,12,14,3,0,0,0,11,11,10,16,2,"JZe01KVpiW",0,0,0,0,9,13,0,0,0,0,0,14,16,13,0,0,0,0,0,8,"Zt2YTVOEg9",16,"VKt5Ak7cDp","BusE2Tvxez",0,0,3,0,0,16,4,0,0,1,16,9,9,15,2,0,0,1,11,14,15,3,0,0,3
0,0,0,2,13,1,0,"sAQSw98spu",0,0,0,9,15,"TktmZLV1Ts",0,0,0,0,4,16,16,8,0,0,0,0,12,9,14,6,0,0,0,5,14,0,13,7,1,0,0,9,15,12,16,16,4,0,0,2,8,9,16,10,1,0,0,0,0,1,13,2,0,0,4
0,0,12,13,12,12,12,0,0,0,16,13,12,11,11,0,0,"yQvJiwiKeq","mBnMVeKHPX","sExWgicpr8",11,2,0,0,0,3,16,14,16,7,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,11,0,0,0,1,14,11,15,9,0,0,0,0,10,14,12,0,0,0,5
0,0,1,11,14,0,"YIn3KMKNsE",0,0,0,9,16,12,0,0,0,0,1,16,7,0,0,0,0,0,7,16,5,5,4,0,"Uj9Y5KSgR8",0,7,"2jCIOGbvKk",16,16,16,5,0,0,0,16,13,4,13,7,0,0,0,9,16,14,16,4,0,0,0,1,11,14,9,0,0,6
0,0,2,12,8,"kKiJXTmjMe",6,2,0,0,9,16,15,16,16,5,0,0,13,11,0,10,14,0,0,0,11,3,2,15,4,"os5S7GYsP7",0,0,0,0,11,9,"E7wgaQxr72",0,0,0,0,8,16,4,0,0,0,0,0,15,12,0,0,0,0,0,4,16,2,0,0,0,7
0,0,1,6,8,9,3,"hT6eVcvQav",0,0,13,15,12,11,7,0,0,0,13,11,0,9,"7Sribm8fdt",0,"Jt2QcMiqHj",0,5,15,15,15,0,0,0,0,1,14,16,16,0,0,0,0,11,9,0,16,1,0,0,0,9,"3HFd3yrCpi",10,13,0,0,0,0,3,11,9,2,0,0,8
0,0,7,14,13,8,0,0,0,1,15,13,14,14,0,0,0,0,13,13,13,16,3,0,"1FnZgeTyU7",0,4,14,13,16,4,0,0,0,0,0,0,"SisumheNAl",4,0,0,0,0,0,0,14,4,0,0,7,16,9,10,15,2,0,"P466mRX2kp",1,8,13,15,8,0,0,9
0,0,4,13,12,1,0,0,0,2,15,"g9RsErue7T",16,13,0,0,"1UWXKn8yXI",6,16,4,6,16,5,0,0,8,15,1,"m1IIcGT6yx",12,8,0,0,8,12,0,0,12,8,0,0,5,13,0,1,13,8,0,0,1,15,10,12,16,3,0,0,0,6,16,13,4,0,0,0
0,0,1,8,16,7,0,0,0,0,3,16,16,12,0,0,0,1,15,16,16,12,0,0,0,3,12,15,16,12,0,0,0,0,0,8,16,10,0,0,0,0,0,11,16,14,0,0,0,0,0,11,16,16,1,0,0,"tZdtpDsnl9","5fY8btbok2",5,13,7,0,0,1
0,0,"sVFrKOiCSY",13,3,0,0,0,0,0,15,16,11,0,0,0,0,0,14,"I5NWmFqiP1",15,3,0,0,0,0,6,2,14,5,0,0,0,0,0,0,12,8,0,0,0,0,0,6,"hlIPQhmKQW",4,4,0,0,0,7,16,16,16,16,3,0,0,6,15,6,9,9,1,2
0,0,10,16,10,0,0,0,0,8,16,14,16,2,0,0,0,3,15,8,16,3,"yC1SHhheDz",0,0,0,0,11,16,7,0,0,0,0,0,3,10,15,2,0,0,0,10,0,0,14,8,0,"oWosLA92RX",1,16,6,8,13,8,0,0,1,15,16,13,"tg5iZaHW1d",1,0,3
0,0,0,11,4,0,0,0,0,0,1,16,4,3,0,0,0,0,10,9,16,4,0,0,0,2,14,5,16,2,0,0,0,"SHTyT3nWbC",13,7,16,11,"fRxcGMYiEn",0,"HApFElfamH",10,16,16,16,14,1,0,0,0,0,11,13,0,"NAJX9I54Ic",0,0,0,0,11,7,0,0,0,4
0,1,8,8,9,13,8,0,0,2,16,16,16,14,9,0,0,3,16,"G7l94usteT",0,0,0,0,0,5,16,16,15,1,0,0,0,5,10,8,15,5,0,"i7jW22fjeB",0,0,0,0,13,7,0,0,0,0,15,12,16,2,0,0,0,0,11,16,9,"mYUylhqOQO",0,0,5
0,0,2,11,"HWEzjQjvAc",4,0,0,0,0,12,16,13,15,0,0,0,0,16,9,1,3,0,0,0,4,16,"4d2JzHXR5B",14,9,1,0,0,7,16,16,16,16,6,0,0,1,16,14,4,16,8,0,0,0,12,16,13,16,2,0,0,0,2,10,16,7,0,0,6
0,0,1,8,8,9,12,7,0,0,8,16,12,"vY6m3SDUUu",16,5,0,0,11,6,0,8,11,0,0,0,15,3,"27ObQpRblP",15,3,0,0,0,1,0,10,9,0,0,0,0,0,3,13,1,"Vio7W2Bare",0,0,0,"qpvaXvUVR8",13,7,0,0,0,0,"s4ejkqpHVe",1,11,1,0,0,0,7
0,0,5,11,8,7,0,0,"zfSCpp064q",3,"tslgsWY5il",11,9,16,4,0,0,0,14,3,7,15,0,0,0,0,5,15,15,3,0,0,0,0,10,15,14,1,0,0,0,4,13,0,9,7,0,0,0,3,11,5,13,"1kW5jsVJk3",0,0,0,0,6,10,6,0,0,0,8
