"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity","target"
-118.5,"UR1rNvhurP",18,4249,933.0,2047,909,4.1304,"<1H OCEAN",229100
"aPkGMl5Bju",34.19,35,2720,490.0,1158,445,5.0796,"<1H OCEAN",228300
-118.5,34.19,26,2156,509.0,1142,470,4.0,"JJT74iVLzU",224700
-118.52,34.2,19,4315,1304.0,2490,"StW7EQ3ZAZ",2.6437,"<1H OCEAN",195000
"0a5l2cThD3",34.2,37,1795,346.0,"sQOhvKnrQN",354,"e7L5FNetZ1","<1H OCEAN",207200
-118.53,34.2,26,2221,662.0,1998,603,2.8701,"<1H OCEAN",191100
-118.55,34.2,21,2549,651.0,1624,628,3.6905,"<1H OCEAN",179800
-118.55,34.19,18,5862,"",3161,1280,3.1106,"<1H OCEAN",170600
-118.55,34.2,"H8dWJLbTPG",1963,420.0,1494,415,3.5313,"<1H OCEAN",211800
-118.52,"Qn5bYcIJuF",42,881,170.0,464,163,2.9511,"<1H OCEAN",203900
-118.52,34.19,37,1560,275.0,763,284,3.8516,"<1H OCEAN",206900
-118.52,34.19,37,"vpBbnEP6xo",347.0,1039,343,4.8295,"<1H OCEAN",212100
-118.53,34.19,32,2618,692.0,1961,633,2.625,"<1H OCEAN",192300
-118.52,"i1pArlpomr",34,2307,388.0,1168,427,4.2143,"<1H OCEAN",245400
-118.53,34.18,26,4175,885.0,2118,778,4.2083,"<1H OCEAN",240300
-118.56,34.2,36,1544,308.0,891,286,4.175,"<1H OCEAN",190900
-118.56,34.2,35,2273,"",1431,403,4.0789,"<1H OCEAN",196700
-118.56,34.19,35,782,144.0,425,140,"e8jGs9qAbO","<1H OCEAN",201400
-118.56,34.19,34,1237,242.0,671,221,3.9615,"<1H OCEAN",183600
-118.56,34.19,34,2579,561.0,1237,517,4.433,"<1H OCEAN",235100
-118.56,34.18,36,1366,224.0,719,270,4.8264,"<1H OCEAN",251000
-118.54,34.19,22,3380,790.0,2199,737,2.5739,"<1H OCEAN",239200
-118.54,34.18,25,1938,457.0,"YDYaZXNxGq",425,3.9632,"<1H OCEAN",240300
-118.55,34.19,36,978,"eNQ8VYX6mD",475,192,4.675,"<1H OCEAN",222500
-118.55,34.19,31,1856,370.0,990,360,4.3654,"<1H OCEAN",223800
-118.58,34.21,24,2642,696.0,1649,633,3.0187,"<1H OCEAN",217700
-118.59,34.21,26,2335,669.0,1986,645,2.9974,"<1H OCEAN",178800
-118.59,34.2,18,847,185.0,733,178,5.2149,"<1H OCEAN",201900
-118.58,34.2,37,"22hswOPy5Q",252.0,826,249,5.015,"<1H OCEAN",220900
-118.57,34.22,27,2795,606.0,1702,586,3.7798,"<1H OCEAN",258400
-118.57,34.21,23,4891,793.0,2447,765,5.8798,"<1H OCEAN",270500
-118.57,34.22,17,3262,753.0,1879,708,4.1359,"<1H OCEAN",255200
-118.58,34.21,13,6227,1317.0,3739,1226,4.0313,"<1H OCEAN",299300
-118.58,34.22,35,2560,441.0,1428,468,5.6345,"<1H OCEAN",228200
-118.58,34.21,27,2209,353.0,1034,344,4.7125,"<1H OCEAN",250900
-118.59,34.21,34,1943,320.0,895,305,5.0462,"<1H OCEAN",227700
-118.59,34.21,34,2389,521.0,1560,514,4.8333,"H37oIqEgFV",225400
-118.6,34.21,21,9512,2560.0,7282,2387,2.8039,"<1H OCEAN",227500
-118.61,34.21,34,3494,557.0,1861,576,5.6407,"<1H OCEAN",251500
-118.62,34.22,33,1636,275.0,866,289,5.6356,"<1H OCEAN",241300
-118.62,34.21,26,3234,517.0,1597,513,6.1074,"<1H OCEAN",258600
-118.62,34.22,34,2633,471.0,1313,"4lIMwOxFWX",4.0909,"<1H OCEAN",232900
-118.61,34.21,41,1058,228.0,778,245,3.3534,"<1H OCEAN",180500
-118.61,34.2,16,1718,467.0,896,"LrS0DRf4iD",3.6296,"<1H OCEAN",160900
-118.61,34.21,33,2609,431.0,1208,406,5.4527,"<1H OCEAN",227100
-118.62,34.2,23,3098,542.0,1486,"9XpLA4qo2y",5.7613,"<1H OCEAN",235800
-118.63,34.21,31,3952,647.0,1762,588,5.5709,"<1H OCEAN",244800
-118.64,34.22,16,4312,574.0,1902,574,8.4438,"<1H OCEAN",390000
-118.65,34.21,5,5429,665.0,2315,687,9.6465,"<1H OCEAN",500001
-118.65,34.2,23,7480,1084.0,3037,"b0ORAe39kR",6.9223,"<1H OCEAN",338400
-118.62,34.2,32,3233,553.0,1678,545,5.0025,"<1H OCEAN",234900
-118.63,34.2,19,7411,1045.0,2814,950,6.7785,"<1H OCEAN",336100
-118.59,34.21,17,2737,868.0,2924,785,2.5797,"<1H OCEAN",183500
-118.59,34.2,21,1789,"",2300,677,2.754,"<1H OCEAN",179800
-118.6,34.2,10,2869,941.0,2162,"EKKoYBpjq4","5JCwEBQPpq","<1H OCEAN",150000
-118.6,34.21,19,2581,857.0,"FdwkeyJYny",784,2.6159,"<1H OCEAN",182300
-118.56,34.2,35,1770,362.0,1083,355,5.0483,"<1H OCEAN",221000
-118.57,34.21,36,878,167.0,499,179,4.1181,"<1H OCEAN",190400
-118.57,34.2,18,7157,1869.0,4642,1699,3.1818,"<1H OCEAN",208000
-118.58,34.2,21,2979,744.0,1824,692,3.5,"<1H OCEAN",223700
-118.56,34.19,36,2600,441.0,1246,426,4.1111,"<1H OCEAN",215600
-118.57,"mGl8kGM2Gm",36,2559,469.0,1358,445,4.5568,"<1H OCEAN",201500
-118.57,34.2,33,1759,311.0,943,315,5.223,"<1H OCEAN",209200
-118.58,34.2,35,1558,267.0,793,249,5.1463,"<1H OCEAN",220200
-118.58,34.2,35,1323,"I3J4sETJ3j","QOZZu6fLQv",216,4.233,"<1H OCEAN",221300
-118.56,34.19,34,2185,372.0,986,347,4.8125,"fZTB6SjeHK",266700
-118.58,34.19,35,2329,399.0,966,336,3.8839,"<1H OCEAN",224900
-118.58,34.19,27,"2hQfMv77zv",1071.0,2863,1033,3.3125,"<1H OCEAN",222800
-118.58,34.19,15,3061,1079.0,2173,1078,2.85,"<1H OCEAN",187500
-118.58,34.18,28,908,142.0,368,"Cnw5faW42G",5.6159,"<1H OCEAN",340500
-118.62,34.2,29,2421,402.0,1120,388,5.0309,"<1H OCEAN",244800
-118.62,34.18,25,3124,468.0,1241,439,6.4044,"<1H OCEAN",333100
-118.62,34.19,35,1934,307.0,905,315,5.5101,"<1H OCEAN",267400
-118.61,34.2,29,1673,284.0,794,270,5.5191,"<1H OCEAN",245800
-118.61,34.19,28,3824,749.0,1790,701,4.1154,"<1H OCEAN",246400
-118.61,34.19,"jeo8mGIYkW",703,127.0,369,127,4.3125,"<1H OCEAN",210100
-118.6,34.19,16,14912,4183.0,5105,3302,2.8312,"<1H OCEAN",213900
-118.63,34.19,32,3568,591.0,1741,563,5.1529,"<1H OCEAN",259600
-118.63,34.18,32,1646,242.0,697,233,6.6689,"<1H OCEAN",433000
-118.64,34.19,30,2399,373.0,1062,377,6.0094,"<1H OCEAN",245600
-118.64,34.19,"RSleKUEt84",3017,494.0,1423,470,5.6163,"<1H OCEAN",248400
-118.64,34.18,33,3808,623.0,1784,615,5.1641,"<1H OCEAN",263400
-118.64,34.19,28,3274,571.0,1424,521,4.4167,"<1H OCEAN",247300
-118.65,34.18,27,1793,339.0,1016,326,4.925,"<1H OCEAN",240300
-118.65,34.19,27,2772,511.0,1346,497,5.2016,"<1H OCEAN",243000
-118.66,34.19,23,7544,1031.0,3221,1043,7.642,"<1H OCEAN",374900
-118.63,34.17,33,4769,787.0,2019,743,5.5798,"<1H OCEAN",338200
"sVFrKOiCSY","3khQ8CV3AH",26,6767,903.0,2574,883,7.7846,"<1H OCEAN",409000
-118.57,34.18,36,2981,441.0,1243,413,6.5304,"<1H OCEAN",439800
-118.57,34.17,35,2072,318.0,908,342,6.0928,"<1H OCEAN",327300
-118.58,34.17,29,3393,574.0,1471,587,"7msprkcEp0","<1H OCEAN",334900
-118.59,34.18,7,11853,2691.0,4404,2447,4.2009,"<1H OCEAN",271300
-118.61,34.17,19,5944,1345.0,2372,1250,3.8819,"CGCrETfxfa",328900
-118.62,34.17,32,1491,355.0,756,296,3.0404,"<1H OCEAN",262800
-118.62,34.17,34,"dz24dCPAIm",538.0,1463,519,6.8482,"<1H OCEAN",308300
-118.63,34.18,33,5252,760.0,"caASjBHuJq",730,"nY8gpICGhl","<1H OCEAN",389700
-118.65,34.18,26,4607,656.0,1769,643,7.4918,"<1H OCEAN",367600
-118.66,34.18,25,6612,857.0,2519,843,8.3912,"<1H OCEAN",419000
"V4RdUj2OJM",34.17,31,"MKtPLkNENL",362.0,705,360,4.0,"<1H OCEAN",278500
-118.61,34.15,32,4491,815.0,1696,749,4.9102,"<1H OCEAN",319100
-118.61,34.16,29,4364,647.0,1550,624,6.8107,"<1H OCEAN",367400
-118.63,34.16,33,2896,455.0,1116,411,6.0192,"<1H OCEAN",347700
-118.63,34.16,30,3346,487.0,1296,495,7.457,"<1H OCEAN",392700
-118.62,34.15,26,5661,791.0,2493,"fZh14lh3ZB",7.9814,"<1H OCEAN",409900
-118.57,34.17,31,1950,383.0,870,357,3.1875,"<1H OCEAN",500001
-118.58,34.17,18,6476,1082.0,2413,958,5.6327,"<1H OCEAN",500001
-118.59,34.17,36,1887,359.0,761,329,5.4847,"<1H OCEAN",296000
-118.6,"3YvoNsbFvQ",37,3441,584.0,1283,544,4.1656,"<1H OCEAN",313100
-118.6,34.16,32,"VUKDDPuelf",667.0,1628,631,6.0794,"<1H OCEAN",338500
-118.57,34.15,22,5791,"mlPETebquz",2059,673,10.9201,"<1H OCEAN",500001
-118.58,34.15,21,3856,547.0,1422,535,8.4196,"<1H OCEAN",450700
-118.59,34.15,29,2023,330.0,747,304,6.7694,"<1H OCEAN",369700
-118.6,34.15,28,4570,744.0,1693,695,6.14,"<1H OCEAN",361900
-118.59,34.14,19,1303,155.0,450,145,10.5511,"<1H OCEAN",483100
-118.49,34.18,31,3073,674.0,1486,684,4.8984,"<1H OCEAN",311700
-118.51,34.18,37,1893,365.0,911,324,4.8036,"<1H OCEAN",295300
-118.51,34.17,31,3252,834.0,1411,760,3.1885,"<1H OCEAN",219000
-118.52,34.18,43,1700,380.0,930,"Pq0P8UhbiR",3.675,"<1H OCEAN",213100
-118.52,34.18,46,2082,438.0,1047,393,3.6534,"<1H OCEAN",216000
-118.52,34.18,42,1611,410.0,879,386,3.1923,"<1H OCEAN",221800
-118.53,34.17,18,6430,1412.0,2897,1348,3.855,"<1H OCEAN",243800
-118.54,34.17,11,1080,"xZTfU6kS8U",386,160,6.1274,"<1H OCEAN",315900
-118.55,34.18,32,3011,529.0,1287,525,5.0605,"ywcMq1SHg3",311000
-118.56,34.18,39,1819,291.0,770,278,5.4088,"<1H OCEAN",457300
-118.54,34.18,17,7214,1994.0,4100,1823,3.0943,"<1H OCEAN",174500
-118.53,34.18,16,7194,1976.0,3687,1894,3.1887,"<1H OCEAN",189300
-118.54,34.17,34,2458,433.0,1034,373,"NNluxuBiYk","<1H OCEAN",443600
-118.54,34.17,25,3352,891.0,1815,860,2.8528,"<1H OCEAN",425000
-118.55,34.17,36,2127,"nc4dBXakgO",761,274,7.8392,"<1H OCEAN",500001
-118.56,34.17,35,2987,391.0,1244,387,7.1322,"<1H OCEAN",500001
-118.52,34.17,20,17377,4457.0,7450,4204,3.2154,"<1H OCEAN",259600
-118.52,34.16,39,2693,478.0,1219,435,5.17,"<1H OCEAN",335400
-118.53,34.16,32,3554,762.0,1623,750,"P3ysBI04fv","<1H OCEAN",290600
"fE16tOCObp",34.16,23,11154,1995.0,4076,1809,5.4609,"<1H OCEAN",500001
-118.48,34.16,32,2108,309.0,769,"9HsDinE5cf",8.7172,"<1H OCEAN",500001
-118.49,34.16,37,3333,488.0,1171,485,6.4958,"<1H OCEAN",500001
-118.5,34.16,34,3547,523.0,1187,500,7.139,"<1H OCEAN",424000
-118.5,34.15,33,3104,387.0,1111,376,13.4196,"<1H OCEAN",500001
-118.5,34.17,37,880,"cxovDxMvIC","iljIdTUPXI",155,4.1429,"<1H OCEAN",303600
-118.49,34.15,33,2829,360.0,1010,363,"4MOK6tpp6o","<1H OCEAN",500001
-118.49,34.14,28,3539,441.0,1190,421,"OLRMJcf1fk","<1H OCEAN",500001
-118.49,34.13,24,4394,"",1443,528,11.2979,"<1H OCEAN",500001
-118.51,34.14,28,6748,904.0,2431,876,12.8879,"<1H OCEAN",500001
-118.53,34.14,28,6920,906.0,2515,860,9.2189,"<1H OCEAN",500001
-118.54,34.15,26,10111,1295.0,3599,1257,10.2292,"<1H OCEAN",500001
-118.56,34.14,23,9657,1189.0,3585,1162,10.4399,"<1H OCEAN",500001
-118.43,34.15,28,6270,"C9rGKf5Onk",2549,1497,"axmSn5Hatf","6Jiis2XOq1",295800
-118.43,34.15,42,1293,214.0,459,"pvItewsjGS",7.672,"<1H OCEAN",467600
-118.43,34.15,26,2900,667.0,"k8QshgtZ1t",590,3.7125,"<1H OCEAN",447400
-118.43,34.15,31,1856,425.0,795,426,2.8448,"<1H OCEAN",360600
-118.44,34.15,29,5474,1457.0,2352,1326,3.415,"<1H OCEAN",382500
-118.44,34.15,44,"ic38M7brGb",251.0,641,251,"4QevwEkHTe","<1H OCEAN",500001
-118.44,34.15,15,4420,1076.0,1669,1016,4.6375,"<1H OCEAN",359100
-118.44,34.15,37,1335,286.0,539,279,3.2813,"<1H OCEAN",301700
-118.44,34.15,38,1387,337.0,713,343,2.9352,"<1H OCEAN",304500
-118.45,34.16,22,7828,2038.0,3303,1922,3.6171,"<1H OCEAN",318300
-118.45,34.15,10,1091,260.0,517,266,4.1727,"<1H OCEAN",332600
-118.45,34.15,20,3876,799.0,1334,753,4.5656,"<1H OCEAN",478400
-118.46,34.16,38,1495,300.0,"LbAAhgspa6",280,3.4698,"<1H OCEAN",265400
-118.46,34.16,16,4590,1200.0,2195,1139,3.8273,"<1H OCEAN",334900
-118.47,34.15,7,6306,1473.0,2381,1299,4.642,"<1H OCEAN",457300
-118.47,"e1wmhxodZl",30,3823,740.0,1449,612,4.6,"<1H OCEAN",392500
-118.47,34.15,43,804,117.0,267,110,8.2269,"<1H OCEAN",500001
-118.48,34.15,31,2536,429.0,990,424,5.4591,"<1H OCEAN",495500
-118.48,34.16,"1V8BxyOmHQ",3507,536.0,1427,525,6.7082,"<1H OCEAN",500001
-118.48,34.14,31,9320,1143.0,2980,1109,10.3599,"<1H OCEAN",500001
-118.46,34.14,34,5264,771.0,1738,753,8.8115,"<1H OCEAN",500001
-118.47,34.14,36,2873,420.0,850,379,8.153,"<1H OCEAN",500001
"P8sIRTSEaO",34.14,34,3646,610.0,"qgfJAJzZMY",607,7.629,"<1H OCEAN",500001
-118.43,34.14,44,1693,239.0,498,216,10.9237,"<1H OCEAN",500001
-118.43,34.13,37,4400,695.0,"HUFrfrAuoC",666,8.2954,"<1H OCEAN",500001
-118.45,34.14,33,1741,274.0,"1huanIy4ew",267,7.9625,"<1H OCEAN",490800
-118.35,34.15,52,1680,238.0,"LtD6fM0uEq",211,9.042,"<1H OCEAN",500001
-118.36,34.15,41,3545,698.0,"cswplVheyk",651,4.3,"<1H OCEAN",500001
-118.36,34.15,34,3659,921.0,1338,835,3.6202,"<1H OCEAN",366100
"2nn0V53vgm",34.15,23,4604,1319.0,2391,1227,3.1373,"<1H OCEAN",263100
-118.37,34.15,29,2630,617.0,1071,573,3.3669,"<1H OCEAN",376100
-118.38,34.16,42,2358,546.0,1065,523,3.1289,"<1H OCEAN",320600
-118.38,34.15,36,2933,619.0,1115,579,4.3036,"<1H OCEAN",365900
"D068b4oE1B",34.15,29,3110,650.0,1212,642,4.2031,"<1H OCEAN",394400
"vWCBjPi3A4",34.15,"smV9XixumA",917,181.0,379,183,3.4612,"<1H OCEAN",425000
-118.39,34.16,20,4084,1062.0,1637,"AhkymDTryq",3.2388,"<1H OCEAN",256300
-118.4,34.15,31,3881,909.0,1535,846,3.0398,"<1H OCEAN",369100
"l8798R2ytp",34.15,33,4032,868.0,1695,869,4.3468,"<1H OCEAN",425900
-118.42,34.15,48,680,131.0,268,126,4.615,"<1H OCEAN",371400
-118.42,34.15,18,1880,420.0,681,333,4.3214,"<1H OCEAN",372300
-118.42,34.15,31,1861,430.0,736,360,5.2853,"<1H OCEAN",355900
-118.42,34.16,17,277,70.0,119,59,4.0208,"<1H OCEAN",341700
-118.42,34.16,46,54,9.0,20,6,0.536,"<1H OCEAN",375000
-118.4,34.15,41,2394,500.0,837,417,4.3889,"<1H OCEAN",380400
-118.4,34.15,44,2515,"oWosLA92RX",967,484,5.0754,"<1H OCEAN",374500
"6KjdhNzmMy",34.15,"ttc7ulpEfC","dl7tj1eqPu",866.0,1568,830,4.1656,"<1H OCEAN",364700
-118.41,34.15,46,1628,259.0,500,"8YOWrCE0MS",6.083,"<1H OCEAN",424000
-118.36,34.14,30,1376,317.0,629,320,3.6823,"<1H OCEAN",295200
-118.37,34.14,8,4382,1560.0,2138,1411,3.5714,"0VRQkjWMl4",197900
-118.37,34.14,21,4670,1161.0,1914,1094,3.7986,"<1H OCEAN",367700
-118.38,"ITNRrA18bo",42,1253,225.0,492,224,7.7112,"<1H OCEAN",386700
-118.39,34.14,19,5076,1034.0,2021,960,5.5683,"<1H OCEAN",309200
-118.39,34.15,36,2696,713.0,905,659,3.1146,"<1H OCEAN",373500
-118.35,"fIcBFAxDc9",39,1610,278.0,511,278,4.3333,"<1H OCEAN",385900
-118.34,34.12,41,3257,679.0,1237,638,4.2415,"<1H OCEAN",409600
-118.36,34.13,36,6871,1180.0,2216,1130,8.0499,"<1H OCEAN",495600
-118.37,34.14,23,1883,512.0,774,478,3.5096,"<1H OCEAN",396400
-118.37,34.13,28,4287,627.0,1498,615,8.5677,"<1H OCEAN",500001
-118.39,34.14,34,4624,781.0,1572,719,6.5533,"<1H OCEAN",500001
-118.38,34.14,40,1965,"WCYDumtaGe",666,357,6.0876,"<1H OCEAN",483800
"K51yUg4yQn",34.13,32,"e5lcEd94k0",1156.0,2712,1125,10.5575,"<1H OCEAN",500001
-118.4,34.14,52,1695,281.0,595,264,6.0678,"<1H OCEAN",399300
"SfnIDg5wcc",34.14,45,417,89.0,187,88,5.1377,"<1H OCEAN",360700
-118.41,34.14,33,778,143.0,258,130,5.738,"<1H OCEAN",497600
-118.42,34.14,27,3990,892.0,1417,800,4.0439,"<1H OCEAN",500001
-118.42,34.13,38,3830,518.0,"y1dwe5mKYn",516,12.7823,"<1H OCEAN",500001
-118.22,"wjtXUUc08B",52,2298,406.0,1203,387,5.5291,"<1H OCEAN",274600
-118.22,34.14,52,1388,271.0,735,239,3.7404,"<1H OCEAN",247700
-118.2,34.14,52,3800,646.0,1842,620,5.5524,"<1H OCEAN",293900
-118.19,34.14,46,2387,488.0,1181,"bmXACE5Fdc",3.6058,"<1H OCEAN",257900
-118.19,34.14,38,1826,300.0,793,297,5.2962,"<1H OCEAN",291500
-118.23,34.14,39,277,89.0,182,91,2.3958,"<1H OCEAN",175000
-118.22,34.14,50,3657,708.0,1725,644,5.5456,"<1H OCEAN",258100
-118.22,34.13,35,2983,526.0,1614,543,5.7794,"<1H OCEAN",272400
-118.2,34.14,52,2090,466.0,1219,390,4.0909,"<1H OCEAN",204200
-118.21,"P6jcM5Doi0",44,1681,407.0,1105,387,3.2222,"<1H OCEAN",186500
-118.21,34.14,25,1908,628.0,1412,588,2.2267,"<1H OCEAN",189800
-118.2,34.14,51,1941,378.0,1012,371,3.9375,"<1H OCEAN",217000
-118.19,34.14,47,2525,523.0,1514,498,4.3359,"<1H OCEAN",209200
-118.19,34.13,52,2012,458.0,"wbTDWvNNGl",434,3.925,"<1H OCEAN",180400
-118.2,34.13,52,2035,459.0,2589,438,3.5349,"<1H OCEAN",193600
-118.21,34.13,52,2465,611.0,1433,570,3.25,"<1H OCEAN",214200
-118.22,34.13,47,1585,420.0,949,366,2.7098,"<1H OCEAN",173800
-118.22,34.13,52,791,174.0,501,162,3.3542,"<1H OCEAN",178100
-118.18,34.13,52,2228,"YufGMLgDoG",1311,452,3.5341,"<1H OCEAN",182100
-118.18,34.12,52,1081,311.0,904,283,1.9219,"<1H OCEAN",165100
-118.18,34.12,45,2397,488.0,"9ycANAls6u",471,"0wzz0lkJ7B","<1H OCEAN",167900
-118.17,34.12,35,2568,672.0,1696,"S5Qvpwt8kH",2.9154,"<1H OCEAN",169200
-118.18,34.12,29,2640,737.0,1795,655,2.369,"<1H OCEAN",173400
-118.17,34.12,30,3376,720.0,1990,725,3.7813,"<1H OCEAN",232000
-118.19,34.13,50,1309,302.0,883,293,3.1287,"<1H OCEAN",198000
-118.19,34.12,52,679,132.0,483,"rS3FCrPzum",4.2344,"<1H OCEAN",162500
-118.19,34.12,41,2591,682.0,2366,583,2.3071,"<1H OCEAN",146400
-118.19,34.12,44,1219,324.0,1036,282,4.0417,"<1H OCEAN",170600
-118.19,34.12,36,2833,720.0,2148,709,"18YiMu8UFP","<1H OCEAN",172100
-118.2,34.13,30,3369,824.0,2032,795,4.0052,"<1H OCEAN",196400
-118.2,34.13,50,2929,588.0,1931,574,3.3438,"<1H OCEAN",173600
-118.2,34.12,52,1580,426.0,1462,"VBwfkBgLYw",3.3326,"<1H OCEAN",167600
-118.2,34.12,41,1908,503.0,1557,453,2.9194,"<1H OCEAN",162000
-118.21,34.12,52,1590,360.0,1127,321,3.4625,"<1H OCEAN",173900
-118.21,34.12,41,1904,514.0,1666,498,3.6845,"<1H OCEAN",175800
-118.21,34.12,52,1301,389.0,1189,361,2.5139,"hiIk0Wnbtc",190000
-118.2,34.11,52,678,173.0,791,186,4.0625,"<1H OCEAN",171300
-118.2,34.11,46,3659,1068.0,4153,993,2.5211,"<1H OCEAN",162900
-118.2,34.11,52,1901,525.0,1856,480,3.0,"<1H OCEAN",156400
-118.2,34.12,44,1565,398.0,1500,407,2.8125,"<1H OCEAN",155600
-118.19,34.12,46,3387,820.0,2833,813,2.987,"<1H OCEAN",176900
-118.19,34.11,40,1266,348.0,1032,315,2.1667,"<1H OCEAN",150000
-118.19,34.12,35,2524,749.0,2487,679,2.4932,"<1H OCEAN",167700
-118.18,34.11,33,1523,391.0,753,298,2.6591,"<1H OCEAN",183800
-118.18,34.11,44,1346,398.0,1204,"UxuqalpWnd",2.3984,"<1H OCEAN",152200
-118.19,34.11,38,1158,309.0,1051,322,2.286,"<1H OCEAN",169300
-118.19,34.11,26,1638,457.0,1155,437,3.4227,"LjT2cwTr0t",143800
"57EuK7H3lv",34.1,42,1577,379.0,1317,378,3.2121,"<1H OCEAN",153900
-118.2,34.11,36,1441,534.0,1809,500,2.1793,"nVLXBY1iar",185700
-118.2,34.11,37,2040,611.0,1698,545,1.9355,"<1H OCEAN",166300
-118.2,"AyGUEPIma7",30,3643,1197.0,4336,1163,2.07,"<1H OCEAN",154500
-118.21,34.11,32,2759,499.0,1661,533,4.3812,"<1H OCEAN",228200
-118.21,34.1,40,1684,316.0,795,330,5.2723,"<1H OCEAN",218300
-118.21,34.1,47,5077,1271.0,3348,1106,3.0377,"<1H OCEAN",186800
-118.22,34.1,35,4003,788.0,2785,764,4.1213,"<1H OCEAN",252100
-118.23,34.1,38,1051,249.0,"18rDIjjB4v",229,2.712,"<1H OCEAN",143800
-118.23,34.1,46,"qb1OX783zt",587.0,2121,553,2.2788,"<1H OCEAN",152900
-118.21,34.1,36,2000,533.0,1234,535,3.7437,"<1H OCEAN",241700
-118.21,34.09,34,1660,412.0,1678,382,2.7708,"<1H OCEAN",148200
-118.22,34.1,33,1903,386.0,1187,"xab8hEHDDp",4.0469,"<1H OCEAN",196600
-118.23,34.1,41,1353,379.0,1536,416,2.1687,"<1H OCEAN",157000
-118.22,34.09,42,1706,488.0,1941,447,2.5213,"<1H OCEAN",149700
-118.22,34.09,36,1427,415.0,1835,410,2.48,"<1H OCEAN",138900
-118.22,34.09,45,1072,275.0,996,243,2.8194,"<1H OCEAN",165000
-118.23,34.09,41,438,201.0,690,161,2.0476,"BCxSIwyUce",181300
-118.23,34.13,47,"UFIOUE4kRc",235.0,781,268,4.6528,"<1H OCEAN",244400
-118.23,34.13,48,737,166.0,462,131,3.5893,"<1H OCEAN",212500
-118.22,34.13,40,2749,580.0,1375,511,4.825,"<1H OCEAN",205800
-118.23,34.13,34,609,149.0,407,145,4.5766,"<1H OCEAN",185800
"H4PEm83NSO",34.13,48,1308,"",835,294,4.2891,"<1H OCEAN",214800
-118.23,34.13,37,1799,426.0,1088,417,2.975,"<1H OCEAN",244500
-118.22,"g4EU3koVzJ","iE2mJJSEQH",3306,1025.0,2670,942,3.0919,"<1H OCEAN",185400
"fT26LH0JCq",34.12,35,"Kc4Q2mWHFG",439.0,1523,412,3.5638,"<1H OCEAN",170500
-118.22,34.11,36,2870,529.0,1371,565,5.2083,"<1H OCEAN",220900
-118.22,34.12,37,1298,242.0,750,255,5.2049,"<1H OCEAN",240800
-118.23,34.12,28,1546,465.0,974,408,2.2843,"<1H OCEAN",183800
-118.24,34.12,41,1213,301.0,801,300,3.1806,"<1H OCEAN",204200
-118.23,34.12,32,2094,491.0,1413,479,4.5089,"<1H OCEAN",221100
-118.23,34.11,31,1021,191.0,495,191,5.5051,"<1H OCEAN",223500
-118.23,34.11,35,4148,971.0,3220,892,3.3389,"<1H OCEAN",187100
-118.25,34.12,11,1281,418.0,1584,"y4Ke5buxVT",2.8889,"<1H OCEAN",153100
-118.24,34.12,29,2904,892.0,3320,765,2.6111,"<1H OCEAN",168800
-118.24,34.12,34,80,26.0,125,35,0.8907,"<1H OCEAN",154200
-118.24,"YBolNfVtJV",50,2141,451.0,1777,426,2.7679,"<1H OCEAN",178800
-118.24,34.11,"tEpErnX45R",1148,348.0,1161,333,2.2167,"<1H OCEAN",176700
-118.23,34.11,33,2612,646.0,2496,"sDrl19EEBG",3.133,"<1H OCEAN",156000
-118.26,34.12,"R2gDGaE5b2",2839,698.0,1768,653,3.1306,"<1H OCEAN",214000
-118.26,34.11,47,2183,510.0,1445,503,3.6667,"<1H OCEAN",210900
-118.25,34.11,43,2230,583.0,1667,543,2.8667,"<1H OCEAN",217800
-118.25,34.11,43,2222,635.0,1817,606,2.7466,"<1H OCEAN",208900
-118.25,34.11,39,1415,369.0,1467,351,3.015,"<1H OCEAN",156300
-118.24,34.1,42,1525,456.0,1688,432,3.1691,"<1H OCEAN",141300
-118.25,34.11,52,125,42.0,99,"I2nAkqIWmQ",3.4375,"<1H OCEAN",170000
"71ZWAjpnE5",34.1,42,598,147.0,312,144,2.625,"<1H OCEAN",164300
-118.25,34.1,42,4198,956.0,1935,878,3.7184,"<1H OCEAN",277300
-118.26,34.11,"A5VGBs0IOH",1740,"55eQ1S3qYX",749,335,3.5673,"<1H OCEAN",270700
-118.27,34.14,29,3768,1211.0,2320,1030,2.7685,"<1H OCEAN",204500
-118.27,34.13,"SFcWIubYEY",1375,359.0,1512,418,2.1071,"<1H OCEAN",208900
-118.27,34.13,46,1613,396.0,966,416,2.9392,"<1H OCEAN",230300
-118.27,34.11,36,1832,539.0,"gOqmpoZyOG","DyRNLqwdU8",3.0521,"<1H OCEAN",276600
-118.27,34.11,39,3825,916.0,1378,746,4.4094,"<1H OCEAN",352600
-118.28,34.11,38,4453,1156.0,1830,1099,3.6181,"<1H OCEAN",495600
-118.28,34.11,45,1607,331.0,633,332,3.1445,"<1H OCEAN",438300
-118.28,34.12,50,2384,312.0,836,337,12.8763,"<1H OCEAN",500001
-118.26,34.12,52,"olq39ZrKNQ",476.0,1375,477,2.7348,"<1H OCEAN",209100
-118.26,"fqb8zKxwth",52,2290,520.0,1278,485,3.8393,"<1H OCEAN",238200
