"vh","wind","humidity","temp","ibh","dpg","ibt","vis","doy","target"
5810.0,3.0,19.0,51.0,3064.0,-33.0,171.0,200.0,367.0,3.0
5760.0,0.0,32.0,62.0,826.0,"MRpV61K3XL",182.0,300.0,368.0,4.0
5680.0,0.0,58.0,40.0,5000.0,2.0,61.0,50.0,369.0,7.0
5750.0,0.0,26.0,44.0,111.0,-52.0,201.0,40.0,370.0,5.0
5790.0,5.0,19.0,49.0,5000.0,-48.0,126.0,70.0,371.0,5.0
5770.0,3.0,19.0,53.0,5000.0,-37.0,131.0,150.0,372.0,4.0
5750.0,"9owxMa5ZVy",19.0,53.0,5000.0,-26.0,106.0,150.0,373.0,3.0
5720.0,0.0,"uymC3znxsl",53.0,5000.0,-31.0,108.0,70.0,374.0,2.0
5760.0,3.0,"MsbFuPQzui",55.0,948.0,-48.0,215.0,200.0,375.0,5.0
5780.0,0.0,19.0,51.0,5000.0,-50.0,105.0,120.0,376.0,3.0
5660.0,4.0,"cMCdc0b6IR",54.0,5000.0,-22.0,92.0,150.0,377.0,4.0
5610.0,2.0,"VD3hNdAsUC",48.0,3687.0,-10.0,83.0,150.0,378.0,4.0
5640.0,"nWh38a6oro",51.0,53.0,5000.0,0.0,68.0,60.0,379.0,6.0
5680.0,3.0,52.0,49.0,5000.0,-19.0,76.0,70.0,380.0,6.0
"Xw4H5bqvUD",5.0,19.0,48.0,"Bhmbl0iBaR",-28.0,74.0,150.0,381.0,3.0
5710.0,4.0,19.0,51.0,5000.0,-25.0,91.0,300.0,382.0,4.0
5680.0,4.0,57.0,47.0,508.0,-10.0,148.0,100.0,383.0,3.0
5630.0,4.0,50.0,50.0,2851.0,-5.0,100.0,"2n5GP5bAQA",384.0,8.0
5730.0,3.0,53.0,51.0,111.0,-14.0,225.0,200.0,387.0,2.0
5690.0,3.0,23.0,51.0,5000.0,-36.0,107.0,70.0,388.0,3.0
5650.0,3.0,61.0,50.0,3704.0,18.0,83.0,"hq2PLrFK7n",389.0,5.0
5550.0,4.0,85.0,39.0,5000.0,8.0,44.0,100.0,390.0,1.0
