"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","X_64","X_65","X_66","X_67","X_68","X_69","X_70","X_71","X_72","X_73","X_74","X_75","X_76","X_77","X_78","X_79","X_80","X_81","X_82","X_83","X_84","X_85","X_86","X_87","X_88","X_89","X_90","X_91","X_92","X_93","X_94","X_95","X_96","X_97","X_98","X_99","X_100","X_101","X_102","X_103","X_104","X_105","X_106","X_107","X_108","X_109","X_110","X_111","X_112","X_113","X_114","X_115","X_116","X_117","X_118","X_119","X_120","X_121","X_122","X_123","X_124","X_125","X_126","X_127","target"
"","","","","","","","","","","","","","","","",-0.95,"","","","","","","","","","",-1.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.72,"","",-6.06,"","","",-1.98,"","","","","","","","","","","","","",-2.15,"","","","","","",0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.89,"","","","","","","","","","","","","","",-1.66,"","","","","",10
"","","",1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.33,"","","","","","","","","",-14.9,"","","","","","","","","","","","","","","","",-1.25,"","","","","","","","","","","","","","","","",-23.15,0.49,"","","",-1.97,"","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","",-2.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.12,"","","","","","","","",2.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.06,-8.67,"","","","","",-1.49,"",-5.95,"","","","","","","","","","","","","","","","","","","","",-0.24,"","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","",4.26,"","","","","","","","","","","","","","","","","","","","","",2.77,"","","","",0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.82,"","","","","",-3.19,"","",-0.49,"","","","","","","","","","","",-5.41,"","","","","","","","","","","","","","","","","",0.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
0.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","","","","","","",-0.57,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","",-0.78,"","","","","","","",-1.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.75,"","","","","","","",-0.27,"","","","","","","","","","","","","",1.81,"","","","","","","","","","","","","","",0.14,"","","","","","","","","","","","","",9
"","","","","","",0.99,"","","","","","","","","","","","",2.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.24,"","","","","","","","","","","","","","","","","","","","",-1.39,"",7
"","","","","","","","","","","","","","","","","","","","","","",-8.75,"","",-0.63,"","","","","","","","","","","","","","","","","","","","","","",1.06,"","","","","","","","","","","","","","","","","","","","",-2.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.65,"","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","",5.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.75,"","","","","","","","","","","","","","","",1.52,"","","","","","","","","","",2.38,"","","","","","","","","","","","","","","","","","","",4.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","",-6.94,"","","","","","","","","","","",-6.22,-0.79,"","","","","","","","","","","","","","",0.9,"","","","","","","","","","","",1.22,"","","","","","","",0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.21,"","","","","","","","",0.48,"","","","","","","","",3
"",-1.48,"","","","","","","","","","","",-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.75,"","","","","","","","","","","","","","","","","","","",-7.09,"","","",3.42,"","","","","","","","",-1.37,"","","","","","","","","","",1.18,"","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","",-1.02,"","","","","","","","","","","","","","",0.99,"","","","","","","","","","","","",1.32,"",0.89,"","","","","","","",2.51,"","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.41,"","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.15,"","","","","","","","","",5.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","","",-0.91,"","","","","","","","","","","","","","",-5.16,"","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.11,"","","","",-0.76,"","","","","","","","","","","","","",-0.42,"","","","","","","","","","","","","","",0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.65,"","","","","","","","","",0.95,5.86,"","","","","","","","","","","","","","","","","","","",2
"","","","","",3.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.34,"","","","","","","","","","","","","","",-5.22,"","","","","","","","","",-1.31,"","","","","","","","","",-4.04,"","","","","","","","","",-6.63,1.1,"","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","",0.98,"","","","","","","","","","","","","","","","","","","","","","","",0.96,"","","","",0.85,"","","","","","","",0.66,"","","",-0.64,2.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","",-0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.71,"","",1.6,"","","","","","","","",1.89,"","","",0.02,"","","","","","","","","","",4.83,"","","","","","","","",-1.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","",1.5,"","","","","","","",-1.53,"","","","","","",-2.46,0.81,"","","","","","","","","",-1.1,"","","","",6.89,"","","","","","","",1.32,"","",-0.03,"",-2.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.32,"","","","","","",6
"","","","","","","","","","","","","","","","","","","","",0.26,"","","","","","","","","","","","","",-2.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","",2.74,"","","","","",1.46,"",-0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.6,"","","","","","","",0.82,"","","","","","","","","","","","","","","","","","","","","",-1.23,"","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,"","","","","",1.53,"","","","","","","","","","","","","","","","","","","","","",-1.98,"","","","","","","","","","","","","","","","","","","","","","","","","","",-5.01,"","","","","","","","","","","","","","",-3.62,-0.55,"","","","","","","","","","","","","","","","","","","","","","","",-0.5,"",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.03,"","","","","","","","","","","","","","",15.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.76,"","","","",-1.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.85,"",-0.04,"","","","","","","","","","","","","","","","","",-1.41,"","","","","","","","","",-4.84,"","","","","","","","","","","","","","","","","","","","",-4.27,"","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","",-0.77,"","","","","","","","","","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.39,"","","","","","","","","","","",5.62,"","","","","","","","","","","","","","","","","","","","","","",0.11,"","","","","","","","","",-3.46,"","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","",0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3,"","","","","","","","","","","","","","","","","","","","","","","",0.61,"","","","","","","","","","","","","","","","","","","","","","",-9.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","",2.84,"","","","","","","","","","","","","","","","","","","","","","","","","",5.66,-6.22,"","","",-0.26,0.1,"","","",-0.11,"","","","","",0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.65,"",-0.27,"","","","","","","",-1.28,"","","","","","","","","",14
0.24,"","","","","","",5.28,"","","","","","",-0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.95,1.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.18,"","","","","","","","","","","","","","","","","","",-0.59,"","","","","","","",0.81,"","",0.32,"","","","","","",2.99,"","","","","","","","","","","","","","","",15
"","","","","","","","",7.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.33,"","","","","","","","","","","",4.89,"","","","","","","","","","","","","","","","","","","",-3.28,"",1.56,"","","",0.32,0.04,"","","","","","","","",0
"","","","","","","",0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.72,"","","","","","","","","","","","","","","","","","","","",-0.7,"","","","","","","","","","","","","","","","",-3.93,"","",0.6,"","","","","","","","","","","","","","","","","","","","",-0.22,"","","",-1.18,"","","","","","","","","","","","","","","","",-6.6,"","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","","",0.33,"","",-2.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.41,"","","",14.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.17,"","","","","","","","",-0.34,"","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.72,"","","","","","","",-0.23,"","","","","","","","","",-1.4,15
"","","","","","","","","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","","",0.57,"","","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","",3.4,"","","","","","","","","","","",-3.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.5,"","","",-8.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.91,0.43,"","","","","","","","","","",4.21,"","","","","",6.69,"","","","","","","","","","","","",9
"","","","","","","","","","","","","",1.54,"","","","","","","","","",-5.66,"","","","",-7.0,"","","","","","","","","","","","","","","","","","","","","","","","","","",-4.42,"","","","","","","","","",1.69,"","",-3.13,"","","","","","","","","","",-32.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.33,"","","","",-1.4,"","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.81,"","","","",7.12,"","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,0.1,"","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","",3.92,"","","","","","","","","","","","","",-0.52,"","","","",1.54,"","","","","","","","","","","","","","","",3.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.71,"","",4
"","","","","","","","","","",-2.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","",1.14,"","","","","","","","","","","","","","","","",-11.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","",0.28,"","","","","","",1.69,"","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.01,"","","","","","",-1.49,"","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","",-3.31,"","","","","","","","","","","","","","","","","","","","","","",0.07,"","","","","","","","","","","","","","",-1.12,"","","","",0.03,"","","","","","","","","","","","","","","",6.83,"","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06,"","","","","","","","","","","","","","",0.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.85,"","","","","","","","",0.75,"","","","","","","","","","","","","","","","","","","","","","","","",1.1,"","","","",13
"","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","","","","","","",0.87,"","","","","","","","","","","","","","",3.49,"","","","","","","","","","","","","",-2.61,"","","","",2.75,-0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"","","","","","","",0.27,"","",-0.36,"","","","","","","","","","","","","","",7
1.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.91,"","","",-0.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.37,"","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","",1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","",2.0,"","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.87,"","",0
"","","","","","",3.02,"","","","",-3.21,"","","","","","","","","","","","","","","","","","","","","",-4.6,"","","","","",0.13,"",-0.98,"","",1.0,"","","","","","","",-8.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.51,"",0
0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","","","","","",-1.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"","","","","","","","","",12
"","","","",3.78,"","","","","","","","","",-1.25,"","","","","",-0.48,"","","","","","","","","","","","",-11.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.7,"","","",-2.02,"","","","","","","","","","","","","","","","","","","","",4
"",-0.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.68,"","","",1.92,0.33,"","","","","","","","","","","","","","","","","",13.19,"","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.91,"","","","",0.18,"","","","","","","","","","","",6
"","","","","","","","","","","","","",0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.13,"","","","","","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","","","","","","","",-0.55,"","","","","","","","","",-1.05,"","","","","","","","",2.06,"","","","","","","","","","",7.95,"","","","",0
"","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","",-0.51,"","","","","","","","","","","","","","","","",-1.82,"","","",0.48,"","","","","","","","","","","",0.68,"",6
"","","","","","","","","","","","","","",-0.9,"","","","","","",-2.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","",54.15,"","",-1.33,"","","","","","","","","","","","","","","","","","","","","","",-0.35,"","","","","","","","","","",6.98,"","","",6
"","",-0.74,"",-6.52,"","","","",0.6,"","","","","","","","","","",3.49,"","","","","",0.33,"","","","","",-0.94,"","","","","","","","","","","","","","",-0.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.04,"","","","","","",-0.19,"","","","","","","","","","","","","",-3.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14,"","","","","","","",-1.15,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.32,"","","","","","","","","","","","","","","","","","","","","","",-0.01,"","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.63,"","","","","","","","",2.38,"","",0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.54,"","","","","","","","","","","","","","","","","","","","","","","",-0.08,"","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.16,"","","","","","","","","","",-6.58,"","","","","","","","","","","","","","","",-3.75,"","","","","","","",-1.41,"","","","","","","","","","","","","","","","","","","","","","","","",-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","",-2.45,"","","","",2.77,"","","","","","","","","","","","","","","","","","","","","","","","",-0.7,"","","",-3.78,"","","","","","","","","","","","","","","","","","","","","","","",-8.03,"","","","","","","","","","","","","","","","","","","","","","","","",-3.5,"","","","","","","","","","",-1.63,"","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.58,"","","","","","","","","","","","","",-2.15,"","","","","","","","","","","","","","","","","","",3.44,"","","","","","","","","","","","","","","","",1.25,"","","","","","","",0.33,"","","","",-1.11,"","","","","","","","","","","","",-0.19,"","","","","","","",-1.44,"","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","","","","","","","","","",0.25,"","","","",0.22,"","","","","",-0.86,"","","",5.3,"","","","","","","","","","","","",-2.25,"","","","","","","","",-2.63,"","","","","","","","","","","","","","","","","","",3.07,"","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","",-8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.05,"","","","","","","","","","","","","","",-2.34,"",2.0,"","","","","",7
"","","","","","","","",0.52,"","","","",-0.0,"","","","","","","","",6.95,"","","","","","","","","","","","","","","","","","","","","","",-2.21,"","","","","","","","","","","","","","","","","","","","","","","","","",-2.26,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","",2.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.36,"","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","",0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.53,"","","","","",-0.55,"","","","","",-1.26,"","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","","","","","",-0.87,"","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.17,"","","","","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","",3.65,"","","","","",0.65,"","","","","","","","","","","","","","","","","","",0.16,"","","","","","","","","","","","","","","","","","",-3.0,"","","","","","","","","","","","","","","","",7.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","",-0.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.42,"","","","","","",0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.55,"","","","","","","","","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","",0.83,"","","",15
"","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","","","",2.2,"","","",2.16,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.1,"","","","","","","","","","","","","","","","","","","","","",0.79,"",4.88,"",-0.91,"","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.45,"","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-9.6,-0.28,"","","","","","","",-0.03,"","","","","","","","","","","","","","","","","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.0,"","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","",-3.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","","","","","","",0.29,"","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","",0.2,"","","","","","","","","","","","","","","","","","",0.51,"","","","","","","","","","","","","","","","","","","","","",-0.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","",5.29,"","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.94,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.43,"","",13
"","","","","","","","","","","","","",-1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.34,-4.73,"","","","","","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.04,"",-3.5,"","","","","","","",-0.56,"","","","","","","",-6.36,"","","","","","","","","","","",1.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","",0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.83,"","","","","","","","","","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","",1.22,"","","","","","","","","","","",-0.49,"","","","","","","","","","",-0.95,"","","","","","","","","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.79,"","","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.64,"","","","","","","","","","","","","","","","","",11
"","","","","","","","","",-3.39,"","",-0.74,"","","","","","","","","",0.62,"","","","","","","","","","","",-9.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.9,"","","","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","","","",-1.32,"","","","","","","","","","","","",5.77,"","","","","","","",9
"","","","","","","",-6.13,"",-4.65,"","","","","","","","","","","","","","","","","","","","","",0.55,-2.06,"","","","","","","","","","",-3.17,"","","","","","","","","","","","","","","","","","","",-1.12,"","","","","","","","","","","","","","","","","","","","",1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.09,"","","","","","","",0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.98,"","","","","","","","","","","","","","","","","","","",7
"","","","","",-0.21,"","","","","","","","",1.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-9.49,"","","","","","","",-3.97,"","","","","","","","","","","","","",-5.37,"","","","",0
"","","","","","","","","","","","","","","","","","","",-3.0,"",-8.43,"",-0.17,"",-0.8,"","",-3.44,"","","","","","","","","","","","","","","","","","",1.3,"","","","","",-1.33,"","","","",-0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
