"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.25,"","","","","","",230.24
"","","","","","","","","","","","","","","","","","","","","","","","","",0.15,"",0.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",96.72
"","","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.93,"","","","","","","","","","","","","","","",-232.36
"","","",0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.29,"",2.14,"","","","","","","","","","","","","","","",-0.72,"","","","",0.74,"","",-40.53
"","","","","","","","","","","","","","",0.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.79,"","","","","","","","","","",-844.29
"","","","","","","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","","","","","","",0.6,"",0.02,"","","","","","","","","","","","","","",-1.18,"","","","","","","","","",34.41
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.51,"","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64.4
"","","","","","","",1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.0,"","","",29.28
"","","","","","","","","","","","",-0.49,"","","","","","",-2.01,"","","",-1.43,"","","",-0.58,"","","","","","","","","","","","","","","","","","","","","","",-0.82,"","",-0.33,0.78,"","","","","","","","",0.75,206.52
"","","","","","",-1.99,"","","","","","","","","","","","","","","","","","","",-1.71,"","","","","","","","","",-0.75,"","","","",0.02,"","","","","","",0.01,"","","","","","","","","",-0.47,"","","","","",-476.72
-0.28,"",-1.47,"","","","","","","","","","","","","","","","","",-0.99,"",-0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.49,"",-112.67
"","","","","","","","","","","","","","","","","","",-0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2,"","","","","","","","","","","","","","","",-598.49
"","","","","","","",-2.33,"",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","","",1.49,"","","",272.44
"","","","","","","","","","","","","","",0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-313.79
"","","","","","","","","","","","","","","","",1.4,"","","","","","","","","","","","","","","",-0.26,0.04,"","","","","","","","",1.33,"",-2.63,"","","",-1.61,"","","","","","","","","","","",-0.01,"","","",-440.85
"","","","","","","","","","","","","","","","","","","","",0.63,"","","","","","","","","","","","","","","","","","","","","",-1.0,"","","","",0.2,"","","","","","","","","","","","","","","","",-130.59
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.33,"","",-0.3,"","","","","","","","","","","","","","","","",-0.91,"","","","","","","","","","","","","","","",0.86,"",412.14
"","","","","","","","",-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.22,"",1.71,"","","","","",0.1,"","","","","","","","","",-406.04
"","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","",0.76,"","","","","","","","","","","","","","","","","","","","","","","",1.83,"","","","","","","","","",255.88
"","","","","","","","","","","","","","","","","","","","","","","","","","",4.08,"","","","","","","","","","","","","",0.22,"","","","","","","","","","","","","","","","","","",0.31,"","","","",60.1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.82,"",501.8
"","",0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","","","","","","","","","","","","","",0.74,"","","","","",1.17,1.36,"","","","",-125.06
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.13,"","","","","","","","","","",480.76
"","","","","","","","","","","",-0.86,"","","","","","","","","","",-0.73,"","","","","","","","","","","","","","","","",0.39,"","","","","","","","",0.53,"","","","","","","","","","","","","","","",-77.42
"","","",-1.23,"","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","",0.26,"","",-0.79,"",0.28,"","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","",-53.14
"","","","","","","","","","","","","","","","","","","",-0.07,-1.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.23,"","","",-1.51,"","","","",-0.24,-105.12
"","","","","","","","","","","","","","",0.81,0.88,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.08,"","",-1.36,"","",2.52,"","","","",-991.99
"","","","","","","","","","","","","","",-0.27,"","","",-0.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.04,"","","",1.33,"","","","",-2.88,"",438.47
"","",0.94,"","","","","","","","",-0.25,"","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","",-93.24
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.4,"","","","","","","","","","","","","","","","","","","","","","","","","",68.39
"","","","","","","","","","","","","","",-0.02,"","","","","",0.33,"","","","","","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","",-0.94,"","","","","","","","","",-114.3
"","","","","","","","","","","","","","","","","","","","","","",0.65,1.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-79.41
"","","","","",-0.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","","","","","","","",0.53,-275.75
"","","","","","",0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.98,"","",0.25,"","","","","","","","","","","","","","","","","","","","","","","","",247.29
"","","","","","","","","","","","","","","","","","","","","","",0.92,"","","","","","","",-0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-86.47
"","","","","","","","",1.26,"","","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","",0.03,"","","","","","","","","","","","","",141.92
"","","","","","","","","","","","","","",1.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",666.31
-0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-135.86
"","","","","","","","","","","","","","","",0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.74,"",1.02,-0.05,"","","","","","",-346.53
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12,"","","","","","","","","","","","","","","","",0.45,"","","","","","",1.83
"","",0.28,-0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.65,"","","","","","","","","","","","","","","","","","",168.0
"","","","","","","","","","","","","","",-0.48,0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,-0.08,"","","",25.0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.6
"","","","","","","","","","","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-175.65
"","","",-1.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.68,"","","","","","",0.24,"","","",-1.5,"","","","","","","","","","","","","","","","","","",-342.35
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,"","","",0.74,"",0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-553.19
"","",-0.67,"","","","","","","","","","","","","","","","","",1.7,"","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","",-366.63
"","","","","","","","","","","","",0.25,"","","","","","","","","","","","","","","","","","",-1.04,"","","","","","","","","","","","",0.45,"","","","","","","","","","","","","","","","","","","",162.78
"","","","","","","","","","","","","","","","","","","","",-1.32,"","","","","","","","","","","","",1.19,"","","","","","",-1.55,"","",-1.28,"","","","","","","","",-0.6,"","","","","",0.08,"","",-0.71,-0.43,"",8.69
"","","","","","","","","","","","","","","","","","",0.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.95,"","","","",-16.4
"","","","","",-0.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.47,"","","","","",0.5,"","","","","","","","","","","","","","","","","","","","","",161.46
"","","","","","","","","",-0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.59,"","",-0.11,"","","","","","",-1.3,"","","","","","","",-202.79
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-383.05
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.33,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.91,"","","",0.41,-205.3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.96,0.88,"","","","","","","","","","","","","",-0.62,"","","","","","","","","","","","","","","","","",283.73
"","",0.4,"","","","","","","","",0.98,0.02,"","","","","",0.77,"","","","","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39.48
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.02,"","","",-0.43,"",-1.56,"","","","","","","","","","","","","",-449.49
"",-0.15,"","",0.58,"","","","",0.21,"","","",0.23,"","","","","","","","","","","","",0.56,"","","","","","","","","","","","","","","","","","","",-1.57,"","","","","","","","","","","","",-0.7,"","","","",191.52
"","","","","","","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-57.95
"","","","","","","","","","","",-0.27,"","","","","","","",0.08,"","","","","","","","","","","",-0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",133.77
-1.73,"",0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,-0.27,"","","","","","","","","","","","","","","","","",0.09,0.33,-242.92
"","","","","","","","","","","","","",0.46,"","",0.28,"","","",-1.0,"","","","","","","","","","","","","","","","","",0.12,"","",-0.16,"",0.74,-0.28,"","","","","","","","","","","","","","","","","","","",275.01
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.67,"","","","","","","","","","","","",176.49
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.69,"","","",228.5
"","","",0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.51,"","","","","","","","","","","","","","","","","","","","","","","","",64.79
"","","","","","","","","","","","","","","","",0.4,"","","","","","","","",-1.3,"","","","","",2.25,"","","","",0.23,"","",-0.65,"","","","","","","","","","","","","",-2.18,"","","","","","","","","","",277.07
"","",0.21,"","","",1.88,"","","","","","","","","","","","","","","","","",2.09,"","","","","","","","",0.79,"","","","","","","","",-1.59,"","","","","","","","","","","","","","","","","","","","","",-459.63
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93.33
"","","","","","","","","","","","",1.63,"","",0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.59,0.54,"","","","","","","",-61.32
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","",0.78,"","",0.32,"","","","","","","","","","","","","","","",-19.49
"","","","","","","","","","","","","","","","","","","","","",0.53,"","","",0.87,"","","","","","","","","","","","",0.75,"","","","","","","","","","","","","","","","","","",-0.25,"","","","",0.31,"",245.47
"","","","","",0.5,"",2.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","",237.18
"","","","","","","",-1.4,"","",-1.79,"","","","","","","","","","","",0.05,"","","","","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.3,1.13,"","","",-1.17,-180.91
"","","","","","","","","","","","","","",1.15,"","","","","","","","","","","","","",0.75,"","","","","","",-1.13,"","","","","","","","","","",-0.22,-0.62,"","","","","","","","","","","","","","","","",-413.32
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.21,"","","","","","","","","",0.35,"","","","","","","","","","","","","","","",-94.34
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","","","","","",-0.15,"","","","",0.46,"","","","","","","","",-59.7
"","","",1.2,"","","","","",1.17,"","","","","","","","",-1.22,"","","","","","","","","","","","","","",1.31,"","","","","","","","","","","","","","",-1.88,"","","","","","","","","","","","","","","",318.46
"",-0.66,"","","","",-1.61,"","","","","","","","","","","","","","","","",0.3,"","","","","","",-0.64,"","","",0.11,"","","","","","","","","","","","",0.16,"","","","","","","","","","","","","","","","",103.53
"","","","","","","","","","",0.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.74,"",-364.89
"","","","","","","","","","","","","","","","","","","","","","","","","","",1.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-46.53
"","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.43,"","","","","","","","",349.97
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","",0.05,"","","","","","",0.68,"","","","",0.44,"","","","","","","","","",1.54,"","",-175.13
"","","",-0.3,"","","","","","","","","","","","","","","","",1.25,"","","","","",-0.47,"","","","","","","","","","","","","","","",-0.94,"",0.82,"","","",-1.84,"","",-0.32,-1.36,"","","","","","","","","",1.51,"",-81.16
-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.65,"","","","","","","","","","","","","","","","","","",555.03
"",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-28.55
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-98.29
"","","","","","","",-0.85,"","","","","","","","","","","","","","","","","","","","","","","","","",0.96,"","","","","","","",-1.38,"","","","","","","","","","","",-0.42,"","","",-0.06,"","","","","","",29.46
"","","","","",-0.5,"","","","","","","","","",0.44,"","","","","","","","","",0.25,"","","","","",2.29,"","","","","","","","","","","","","","","","","","","","",2.16,"","","","","","",1.76,"","","","",515.71
"","","","","","","","","","","","","","","","","","","","","","","","","","",1.31,"","","","","","","","","","","","","","","","","","","","","","","","","",2.25,"","","","","","","","","","","",-161.43
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",116.49
"","","","","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3,"","","","","",0.04,"","","","","","","","",536.84
"","",0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.8,"","","","","","",-0.76,"","","","","","","","","","","","","","","","",266.33
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.56,"","","","","","","","","","",0.56,"",70.05
"","","","","","","","","","","","","","","","","","",-0.6,"","","","","","","","","",-1.3,"","","","","","","","","","","","","",-0.35,"","","","","","","",-0.22,"","","","","","","","","","","","","",142.65
"","","",0.11,"","","","",0.94,"","","","","","","","","","","","","","","",-0.04,"","","","","","",-0.27,"","","","","","","",0.62,"","","","","","","","","","","","","","","","","","","","","","","","",-430.0
"","","","","","","","","","","","","","",1.54,-0.22,"","","","","",-0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.04,"","","","","",175.89
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",339.45
"","","","","","","","","","","","","","",2.38,"","","",1.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.53,"","","","",372.38
"","","","","","","","","","","","","","","","","","","","","",0.06,"","","","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-577.22
"",-2.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.52,"","","","","","","","","",1.08,"","","","",-298.19
"","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","","","","",0.13,"","",-410.87
"","","","",0.46,"","","","","","","","","","","","","","",0.28,"","","","","","","","","","","","","","","","",-0.21,"","","","","","","","","","","","","","","","","","","","",1.02,"","","","","","",-846.4
"","","","",1.86,"","","","","","","",-0.4,"","","","","","","","","","","","","","","","","","","",-0.87,"","","",1.76,"","","","","","","","",-0.12,"","","","","","","","","","","","","","",1.33,"","","",330.72
"","","","","","","","","","","","",-0.46,"",0.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.27,"","","","","","","","","","","","","",1.73,"","","",-481.46
"","","","","","","",-1.35,"","","","","","","","","","","","","",-1.74,"","","","","","","","","","","","","","","","","","","","","","",-0.14,"","","","","","","","","","","","","","","","","","","",-302.59
-1.44,"","","","","","","","","","","","","","","","","","","",-0.31,"","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,0.06,"","","","","",1.05,"","","",45.54
-0.38,"",-1.53,"","","","","","","","",0.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",158.58
"","","","","","","","","","","","","","","","","","","","","","","","","",0.82,"","","","","","","","","","","",-0.27,"","","","","","","","","","","","","","",-0.75,"","","","",-0.68,"","","","","","",42.6
"","",1.27,"","","","","","","","","","","","","","","","","","","",-0.93,"","","","","","","","","","","","","","","","","","","","",1.54,"","","","","","","","","","","","","","","","","","","","",446.29
"","","","","","","","","","","","","","","","","","","","","",1.37,"","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","","","","","",417.62
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.49,"","","","","","","","","","","","","",281.63
"","","",-0.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.68,"","","","","","","","","","","","","","","","","","","","","",368.76
"","","","","","","","","","","","","","","",-0.09,"","","","",0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12,"",-2.95,"","","",-20.88
"","",-0.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.05,82.59
"","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","",0.76,-0.6,"","",0.39,"","","","","","","","","","","","",0.41,"","","","","","","","",417.93
"","","","","","","","","","","","","","","","",0.41,"","",0.1,"","","","","","","","","","","","",-1.54,"","","","","","","","","",0.51,"","","","","","","","","","","","","","","","","","","","","",-141.26
"","","","","","","","","",-1.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.5,"","","","","","","",-2.26,"","","","","","","","","","","",1.16,"","",0.37,"","",64.87
"","","","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-242.54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","","","","","","","","","","",-2.17,"","","","","","","","","","",25.51
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.03,"","","",2.48,"","","","","","","","","","","","","","","","","","","","","","",193.12
"","","",0.14,"","","","","","","","","","","","","","","","","","","",-2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",641.21
"","","","","","","",1.86,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","",0.81,"","","","","","","","",22.15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",191.82
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.27,"","","","","","","","",154.5
"","","","","",-0.96,"","","",-1.49,"","","","","","","","","","",0.45,"",-0.6,"","","","","","","","","","","","","","",-0.94,"","","","","","","","","","","","",-0.66,"","","","","","","","","","","","","",-372.63
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","","","","","","","","","","","","",0.62,"","","","",0.19,"","","","","","","","","",-342.23
"","","",0.85,"","","","","","","",0.81,"","","","","","","","","","",0.16,"","","","","","","","","","","","","","","","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","",8.16
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.06,"","","","","","","","","",0.23,"",-1.12,"","","","","","","",1.05,"","",361.2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","",0.81,"","","","","","","","","","","","","","","","","",-212.99
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",167.19
"","","","","","","","","",-1.57,"","","","","","","","","","","","","","","","","",0.51,"",-0.13,0.94,"","","","","","","","","","","","","","","","","","","","","","",1.24,"","","","","","","","","","",145.72
"","","","","","","","",1.35,"","","","","","","","","","",0.59,"","","","",-1.84,"","","","","","","","","","","",-1.87,"","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","",-242.82
"","","","","","","","","","",0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.49,"","","","","","",-550.33
"","","",-1.27,"","","","","","","","","","","","","","","",-0.14,"","","","","","","",0.18,"","","","",0.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-687.74
"","","","","","","",0.36,"","","","","","","","","","","","","","","","","","","","","","","",0.84,"","",-0.58,"","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","",270.97
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","",13.89
"","","",-1.28,"","","","","","","","","","","",1.74,"","","","","","","","","","","","","","",-0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.1,"","","","",-219.64
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",387.93
"","","",-0.8,"","","","",-0.52,"","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",452.37
"","",-0.26,"",-0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.63,"","","","","","","","","",-0.44,"",1.35,"","","","","",0.07,"","","","","","","","","","","","","","",-434.37
"","","","","","","","","","","","","","","","","","","","","","","","",0.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.1,"","","","","","","",-157.15
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","",0.89,"","","","","","","","","","","","","",0.25,"","","","","","","","","",603.69
"","","","","","","","","","","","","","","","",-0.87,"","","","","",1.04,"","","","","","","","","",-0.53,"","","","","","",0.16,"","","","","","","","","","","","","","","","","","","","","","","","",312.76
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","","","",-1.62,"","","","","","","","","",0.46,"","","","","","",0.26,-0.33,"","","","","","","","","","","","","",-272.05
"","",1.93,"","","","","","",0.22,"",0.39,"","","",0.14,"","","","","","","",1.9,"","","","","","","","","","",1.33,"","","","","","","","","","","","","","","","",0.27,"","","",-2.25,"","","","","","","","",-198.06
"","",-0.25,"","","","","","","","","","","","","","","","",1.75,"","","","","","",-0.8,"","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.47,"","","","",18.0
"","","","","","",2.36,"","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",146.44
"","",-1.62,"","","","",0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.27,"","","","","","","","","","","","","","","",0.6,"","","","","","",-0.65,-467.35
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",527.73
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19,"","",141.51
"","","","","","","","","","","","",0.03,"","",1.74,"","","","","","","",-2.47,"","","","","","","",0.11,"","","","","","",0.85,"","","","","","","","",-1.01,-0.01,"","","","","","","","","","","",-0.64,"","","",-1.74
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.44,"","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","",-1.59,"","","","",-0.2,"",-307.59
"","","","","","","","","","","",-0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"",0.01,"","","","","","","","","","","","",213.36
"","",-1.14,"","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","","","","","","","","","","","","",-128.77
"","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.22,"","","","","","","","",1.57,"","","","","","","","","","","","","","","","","","","","","","",421.81
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.16,"","","","","","","","","","","","","","",-1.16,"","","","","",-0.27,"",-112.25
"","","","","","",0.99,"","","","","","","","","","",0.24,-0.25,"","","","","","","","","","",1.31,"","",0.22,-0.47,"","","","","","","",0.21,"","","","","","","","","","","","","","","","","","","","","","",-21.29
"","","","","","","","","","","","","","","","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.01,"","","","","",539.94
"","","","","","","","","","","","","","","","","","",-1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,"",190.69
"","","","","","","","","","","","","","",0.41,-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.91,"",-0.43,"","","","","","","","","","","","","","","","","","",-173.55
-0.6,0.03,"","","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.32,"","","",-623.31
"",-0.46,"","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.35,"","","","","","","","","","",0.79,"","","",-1.93,"","",-0.87,"","","","","",-634.08
"","",0.19,"","","","","","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98.69
