"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","X_64","X_65","X_66","X_67","X_68","X_69","X_70","X_71","X_72","X_73","X_74","X_75","X_76","X_77","X_78","X_79","X_80","X_81","X_82","X_83","X_84","X_85","X_86","X_87","X_88","X_89","X_90","X_91","X_92","X_93","X_94","X_95","X_96","X_97","X_98","X_99","X_100","X_101","X_102","X_103","X_104","X_105","X_106","X_107","X_108","X_109","X_110","X_111","X_112","X_113","X_114","X_115","X_116","X_117","X_118","X_119","X_120","X_121","X_122","X_123","X_124","X_125","X_126","X_127","target"
"","","","","","","","","",0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","",-0.11,"","","","","",-0.26,"","","","","",0.86,"","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.72,"","","",0.35,"","","",-482.28
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17,"","","",0.86,"","","","","",0.35,"",0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67.39
"","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","",-0.99,"","","","",0.1,"","","","","","","","","","","","","","","",1.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.4,"","","","","","","",-0.47,"","","",435.92
"","","",0.54,"","","","","","","","","","","","","","","","","","","","","",0.76,0.11,"","","","","","","","","","","","","","","","","","","",-0.56,"","","","",1.16,"","","","","","","","",-0.53,"","","","","","","","","","","","","","","","","","","",1.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.62,"","","",1.82,"","","","","","","","","","","","","","","",-209.43
"","","",-0.36,"","","","","","","","","","","","","",0.63,"","","","","","","","","","","","","","","","","","","","","","","","",-1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,0.01,"","","","","","","","","","","","","",313.91
"",-0.44,"","","","","","","","","","","",1.16,"","","","","","","","","","","",-2.09,"","","","","","","","","","","","","","","","",-1.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.15,"","","","","","","","",0.49,"",1.08,"","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","",110.22
"","","","","","","","",-2.6,"","","","","","","",0.08,"","","","","","","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.98,"","","","",0.4,"","","","","","",0.31,"","","","",1.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",837.13
"","","","","",-1.07,"","","","","","","","","","","","",0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.84,"","","","","","","","","","","","","","","","","","","","","","","","",-325.22
"","","","","","","","","","","","","","","","","","","","","",-0.82,"","","","","","","","","","","","","",0.52,"","","","","","","","","","","","",-0.61,"","","","","","","","","","","","","",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.1,1.84,"","","","","","","","",0.38,267.66
"",1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.57,"","","",0.23,-2.2,"","","","","","","","","","","",-1.38,0.73,"","",-1.61,"","","","","","",-134.69
0.23,"","","","",-2.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-950.03
"","","","","","","","","","","","",-1.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",591.51
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,"",0.13,"","",-0.2,"","","","","","","","","","","","","","","","","","","","","","","","",-1.98,"","","","","","","","","","","","","","","","","","","","","","","","",-636.25
"","","","","","","",-0.93,"","","","","","","","","","","","","","","","","","","","","","","",2.09,"","","","","","","","","","","",0.93,"","","","","","","","","","","","",1.15,"","","","","","","","","","","","","","","","","","","","","","","",0.73,"","","","","","","","",0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-549.35
"","","","","","","","","","","","","",0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","",125.33
"","","","","","","","","","","","","","",0.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",352.77
"","","","","","","","","","",-0.42,"","",-0.68,"","","","","","","","","","","","","","","","","","","","","","","","","",0.41,"","","","","","","","","","","","","",-0.79,0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","","","","","","","","","","","","","",-1.33,-0.8,"","","","","","","","","","",-1.46,"","","","","","","","","","","",-82.75
"","","",-1.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.53,"","","","","","","","","","","","","","","","","","","","","",0.21,1.37,-0.72,"","","","","","","","","","","","","","","","","","","","","","","","",1.09,"","","","","","","","","","","","","","","","","","",86.72
"","","","","","","","","","",-1.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.17,"","",0.43,"","","","","","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",746.54
"","","","","","","","","","","","","","","","",-0.81,"","","","","",0.29,"","","","","","","","",-1.09,"","","","","","","","","","","","","","","","","","",-0.29,"","","","","","","","","","","","","","",-0.6,3.06,"","","","","",0.92,"","","","","","","","","","","","","","","","","","","","",-0.21,"","","","","","","","",1.18,"","","","","","","","","","","","","","","","","","","","","","","","","",99.31
"","","","","","","","","","","","","","","","","",-1.22,"","","","","",0.57,"","","","","","","","",1.1,-0.85,"","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.5,"","","","","","","","","","","","","","","","","","","",0.1,"","","","","","","","","",-1.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-285.1
"","","",1.14,"","","","","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.08,"","","","",-1.58,"","","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","","","","","","","",-41.39
"","","","","","","","",1.98,"","","","","","","","",-0.08,-1.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.13,"","","","","","","","","","",1.04,"","","","","","","","",2.28,"","","","","","","","","","","","","","","","","","","","","","","",1.57,"","","","","","","","","","","","","","",-0.95,"","","","","","",0.46,"","","","","","","",1.34,"","","","","",-1.4,-233.56
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","",-0.56,-0.25,"","","","","","","",1.01
"","","","",1.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-422.25
"",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","",0.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.33,"","","","","","","","","","","","","","","","","","","","","",16.08
"","",0.43,"","","","","","",-2.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","",-0.85,"","","","","","","","","","","","","","","","","","","","","","","",-2.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.42,"",-923.44
-0.41,"","","","","","",-0.05,"","","","","","","","","","","","","",-0.36,"","","",2.83,"","","","","","",-1.92,"","","","","","","","","","",-1.04,"","","","","","","","","","","","","",-1.2,"","","","","","","","","","","","","","","","","","","","","",0.32,"","","","",-0.28,"","","","","","","","","","","","","","",-0.64,"","","","","","","","","","","","","","","","","","","","","","","","",-2.04,"","","",-27.46
"","","","","",-1.15,"","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","",1.71,"","","","","","","","","","","","","",-0.35,"","","","","","","","","","","","","","","","","","",-0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.14,"","","","","","","","","","","",45.23
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.88,"","","","","",0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.91,"",1.39,"","","","","","","","",-0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",672.69
"",-1.93,"","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","",-0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.37,"",-1.54,"","","","","","","","","","","","","","","","","","","","","","",2.46,"","","",-1.09,"","","",-0.73,"","","","","","","","","","","","","","",-0.14,0.22,"","","","","","","",-748.05
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","","","","","",1.07,"","","","","","","","",1.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-618.26
"","","","","","","",-2.31,"","","","","","","","","","","","","",0.12,"","","","","","","",-0.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-117.18
"","","","","","","","",-1.05,"","","","","","","","","","","",0.72,"","","","","","","","","","","","","","","",1.59,"","","","","","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","",-0.58,"","","","","","","","","","",-70.06
"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.23,"","","","","","","","","","","","","","","","","","","",-0.62,"","","","","","","","","","",-423.28
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","",-1.27,"","","","","","",1.45,"","","","","","","","","",0.19,"","","","","","","","","","","","","","","",-0.89,"","",267.69
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.81,1.07,"","","","","","","",-0.27,"","","",1.57,"","","","","",1.31,"","","","","",-0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.71,"",983.42
"","","","","",1.11,"","","","","","","","","","",0.12,"","","","","","","",-0.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","",0.42,"","","","","","","","","","","","","","","","","","","","","",0.3,"",80.05
-0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","",-0.93,"","","","",-0.06,"","","","","","","","","","","","","",1.07,"","","","","","","","","","","","","","","","","","","","","","","","","",-1105.24
"","","",-1.25,"","","","","","",0.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.34,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.71,"","","","",0.87,421.01
"","","",-1.36,"","","",-0.11,"","","","","","","","","","","","","","",-1.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1,"","","","","","","","","","","","","","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","","","","",0.36,"","","","","","","","","","","","","","","","","","","","","","",87.54
"","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","",2.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.74,"","","",-1.03,"","","",-0.41,1.08,"","","","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","",-0.85,"","","","","","",0.41,"","","",458.87
"","","","","","",-1.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.29,"","","","","","","","","","","",1.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.26,"","",-0.95,"","",1.1,"","",0.87,"","","","","","","","","","",-0.32,"","","","","","","","","","","","",76.64
"","","","","","",-0.16,"","","","","","","","","","","","","",1.94,"","","","","","","","","","","","",0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","","","","","","",-1.2,"","","","","","","","","","","","","","","","","","","","","",1.79,"","","","","",-2.68,"","","","","","","","","","","","","","","","","","","","","","",-365.62
"","","","","","","","","","","","",-0.65,"",0.91,"","",0.74,"","","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.65,"","","","","","","","","","","","","","","","","","","",-0.07,-0.93,"","","","","","","","","","","","","","",60.4
"","","","","","","","","","","","","","","","","","","","","","","","",-1.28,"","","","","","","","","","","","","","","","","","","",-0.57,"","","","","","","","","","","","","","","","","","","","","","",-1.52,"","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","","","",-0.6,"","","","","",103.23
"","","","","","","","","","","","","","","","","","","",-1.09,"","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","",-1.6,"","","","","","","",-0.71,"","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","",1.46,"","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","","","",-22.54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.72,"","","","","","","","","","","","",-1.08,0.24,"",-0.58,"","","","","","","","","","",-1.28,"","","",0.28,"","","","",-0.17,"","","","","",-2.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",436.02
"","","","","","","","","","","","","","","","","","","","","","","","","",0.94,"",-0.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.13,0.52,"","","","","","","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.32,"","","",-106.48
"","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.74,"","","","","",-0.09,"","","","","","","","","","","","","","",0.94,"","","","","","","","","","","","","","","","","","","",0.45,-0.04,"","","","","","","","",119.54
"","","",-2.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.5,"",-2.03,"","","","","","","","","","","","","","","",0.45,"","","","",0.65,"","","","","","","","","","","","","","","","",1.2,"",0.49,"","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-714.12
"","","","","","","","","","","","","","",0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.88,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,"","","","",1.98,"","","","","","","",-201.54
"","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","","","","",0.05,"",-1.56,"","","","","","","","","","","","","","",1.76,"","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","","","","","","","","",0.05,"","","","","","","","","","","","","","","","","",-0.81,"","","","","","","","","","","","",-66.3
"","","","","","","","","","","","","","","","","","","","","","","","","","",1.04,"","","","",0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-203.06
"","","","","","","",-1.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","","","","","","",-45.38
"","","","","","","","","","","","",0.23,"","","","","","",1.77,"","","",1.69,"","","",-1.1,"","","","","","","","","","","","","","","","","","","","","","",0.04,"","",-1.27,1.91,"","","","","","","","",-0.73,"","","","","","","","","","","","","","","","","","","","","","","","","",-1.1,-1.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-190.28
"","","","","","",0.61,"","","","","","","","","","","","","","","","","","","",0.47,"","","","","","","","","",2.0,"","","","",-0.58,"","","","","","",0.8,"","","","","","","","","",1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","","",767.54
0.75,"",-0.88,"","","","","","","","","","","","","","","","","",-0.13,"",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2,"","","","","","","","",-1.1,"","","","","","","","","","","","","","","","","",0.07,"",-0.73,"","","","","","","","","","","","","","","","","","",-0.93,"","","","","","","","","","","","","","","","","",109.28
"","","","","","","","","","","","","","","","","","",-0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.62,"","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","","","",0.15,"","","","","","","","","","","","","","","","","","","","",-0.92,"","","","","","","",154.55
"","","","","","","",1.36,"",-0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","","","","","","","","",-0.93,"","","","","","","","","","","","",-0.34,"","","","","","",-0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-205.02
"","","","","","","","","","","","","","",0.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.3,"",0.75,"","","","","","","","","","","","",-0.49,"","","","","","","","","","","","","","","","","","","","","","","",0.02,"","","","","","","","","","",510.71
"","","","","","","","","","","","","","","","",-0.81,"","","","","","","","","","","","","","","",1.38,0.33,"","","","","","","","",0.23,"",-1.77,"","","",0.05,"","","","","","","","","","","",-0.86,"","","",0.7,"","","","","","","","","","","","","","",2.2,"","","","","","","","","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","",-0.18,"","","","",-0.51,"","","","","","","","",-265.79
"","","","","","","","","","","","","","","","","","","","",1.74,"","","","","","","","","","","","","","","","","","","","","",-1.04,"","","","",-0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.99,"","",-478.0
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","",-1.04,"","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","","","","",0.52,"","","","","","","","","","",0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","","","","",-0.47,"","","","","","","","","","","","","",-183.64
"","","","","","","","",-0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.99,"",1.44,"","","","","",-0.74,"","","","","","","","","","","","","","","","","","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.04,"","","","","","","","","","","","","","","",0.67,"",1.05,"","",376.66
"","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,-3.5,"","","",-0.73,"","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-109.28
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.68,"","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","","","","","","","","",1.16,"","","","","","","","","","","","","","",1.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",91.53
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.8,"","","","","","","",-1.35,"","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","",658.9
"","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.76,"","","","","","","","","","","","","","","",1.71,"","","","","",0.67,1.74,"","","","","","",0.12,"","","","","","","","","","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",326.24
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.95,"","","","","","","","","","","","","","","","","","","","","","","","","",0.83,"","","","","","","",-0.46,-0.35,1.14,"","",1.39,"","","","","","","","","","","","","","",-0.48,"","","","",-0.52,"",-0.09,"","","","",0.26,"","","","","","","","",384.26
"","","","","","","","","","","",1.37,"","","","","","","","","","",0.53,"","","","","","","","","","","","","","","","",-1.68,"","","","","","","","",0.93,"","","","","","","","","","","","","","","","",2.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.74,"","","","",-0.58,"","","","","","","","","",-0.59,"","","","","","",0.86,"","",-1.16,"","","","","",-0.89,"","",-65.25
"","","",-1.61,"","","","","","","","","","",0.82,"","","","","","","","","","","","","","","",0.53,"","",0.64,"",0.18,"","","","","","","","","","","","","","","","","","","","","","","","",-1.23,"","","","","","","","","","","","","",1.33,"","","","","","","","","","","","","","",-2.14,"","","","","","","","",2.06,"","","","",1.29,"",1.16,"","","","","","","","","","","","","","","",1.3,"","","","",-1.4,"",-368.93
"","","","","","","","","","","","","","","","","","","",0.09,0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.24,"","","",-1.54,"","","","",1.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-29.24
"","","","","","","","","","","","","","",-0.31,-1.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.55,"","",0.31,"","",0.03,"","","","","",-1.69,"","","","","","","","","","",-0.15,"","","","","","","","","","","",-0.98,"","","",-0.93,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-30.99
"","","","","","","","","","","","","","",0.99,"","","",1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","",0.81,"","","","",0.66,"","","","","","","","","","","","","","","","","","","","","","","","",-0.68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",218.79
"","",1.03,"","","","","","","","",0.53,"","",-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.06,"","","","","","","","","","","","","","",-2.63,"","","","","","","","","","","","","","","","","",0.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",149.62
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.64,"","","","","","","","","","","","","","","","","","",0.98,"","","","","",0.44,"","","","","","",0.49,"","","","","","","","","","","","","","","",-60.27
"","","","","","","","","","","","","","",0.59,"","","","","",-0.14,"","","","","","","","","","","","","","","","",0.82,"","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","",-1.25,"","","","","","","","","","","","","","","",-0.34,"","","","",1.74,"","","","","","","","","","","","","","","","","","","","","",0.3,"","","",0.45,"","","","","","","","","","","",0.12,"",350.33
"","","","","","","","","","","","","","","","","","","","","","",-0.59,0.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","",1.54,"","","","","","","",-0.93,"","","","","","","","","","","","","","",-0.6,"","",264.05
"","","","","",-1.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.01,"","","","","","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",319.42
"","","","","","",-1.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.7,"","",1.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","",-0.96,"","","","","","","","","","","","","","","",52.86
"","","","","","","","","","","","","","","","","","","","","","",-0.44,"","","","","","","",0.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.19,"","","","","","","","","","","","","",-0.48,"","","","","","","","","",-0.68,"","","","","","","","","","","","","","","","","","","",0.68,0.19,"","","","","","","",0.59,"","",285.74
"","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","",0.17,"","","","","","","","","","","","","","","","","","",2.3,"","","","","","","","","","","","","","","","","",1.37,"","","",1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",237.18
