"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","",-5.19,"","",-1.47,"","","","","","","","","","","","","","","","",-15.89,"","","","","","","","","","","","","","","",-4.86,"",2
"","","","","","","","",2.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.43,"",1.41,"","","","","",1.69,"","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","",0.56,"","","","",-1.98,"","","","","","","","","","","","","","","","","","","","","","","",-0.29,"","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.71,"","","","","","","","","","","","","",0.81,"","","","","","","","","","","","","","","","","","",-8.42,"","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.5,"",2
"","",-2.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","",-0.47,"","","","","",-1.24,-0.21,"","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.72,"","","","","","","","","","",11
"","","","","","","","","","","",-5.54,"","","","","","","","","","",1.15,"","","","","","","","","","","","","","","","",-19.63,"","","","","","","","",-10.5,"","","","","","","","","","","","","","","",14
"","","",-0.89,"","","","","","","","","","",1.15,"","","","","","","","","","","","","","","",-1.99,"","",1.49,"",1.08,"","","","","","","","","","","","","","","","","","","","","","","","",0.35,"","","",10
"","","","","","","","","","","","","","","","","","","",-0.19,6.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.87,"","","",0.29,"","","","",-3.63,2
"","","","","","","","","","","","","","",-0.09,0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","",0.18,"","",-3.53,"","","","",0
"","","","","","","","","","","","","","",-0.63,"","","",-1.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","",2.3,"","","","",0.86,"",3
"","",2.48,"","","","","","","","",-4.88,"","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,"","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.19,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","",-1.23,"","","","","",-3.05,"","","","","","","","","","","","","","","","",0.76,"","","","","","","","","","","","","","","","",-1.89,"","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","",1.57,0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","",2.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.15,"","","","","","","","","","","","","","","","","","","","","",5.3,3
"","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.71,"","",-8.44,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","",-0.26,"","","","","","","",-3.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","",2.25,"","","","","","","","","","","","","","","","","","","","","","",-1.33,"","","","","","","","","","","","","","","","","","",-2.5,"","","","","","","","","","","","","",7
"","","","","","","","","","","","","","",0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.16,"",-4.67,-0.82,"","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.14,"","","","","","","","","","","","","","","","",5.48,"","","","","","",9
"","",-3.24,0.92,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-8.07,"","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","",-0.8,0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.33,0.42,"","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","",0.88,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","",-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","",1.25,"","","",2.79,"","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.76,"","","",2.65,"",-7.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","",-6.83,"","","","","","","","","","","","","","","","","",-1.08,"","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","","","","","","","",5
"","","","","","","","","","","","",3.09,"","","","","","","","","","","","","","","","","","",-9.6,"","","","","","","","","","","","",-6.8,"","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","",2.01,"","","","","","","","","","","","",-4.05,"","","","","","",-0.34,"","",-1.66,"","","","","","","","",-0.26,"","","","","",-0.08,"","",-3.39,5.46,"",12
"","","","","","","","","","","","","","","","","","",-2.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.57,"","","","",7
"","","","","",-5.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.97,"","","","","",1.5,"","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","",0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18.69,"","",-0.62,"","","","","","",0.83,"","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.31,"","","","","","","","","","","","","","","","","","","","","","","","","",-5.23,"","","",0.69,15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.28,5.23,"","","","","","","","","","","","","",11.82,"","","","","","","","","","","","","","","","","",1
"","",3.94,"","","","","","","","",0.43,2.38,"","","","","",-0.97,"","","","","","","","",1.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.85,"","","",3.0,"",0.41,"","","","","","","","","","","","","",12
"",1.31,"","",0.68,"","","","",-0.22,"","","",3.49,"","","","","","","","","","","","",-2.15,"","","","","","","","","","","","","","","","","","","",8.4,"","","","","","","","","","","","",-3.41,"","","","",13
"","","","","","","","","","",-2.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","",-2.18,"","","","","","","",-0.51,"","","","","","","","","","","",2.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
1.29,"",-1.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.53,0.85,"","","","","","","","","","","","","","","","","",3.42,0.66,5
"","","","","","","","","","","","","",-3.98,"","",1.28,"","","",0.77,"","","","","","","","","","","","","","","","","",-2.06,"","",0.38,"",0.59,6.2,"","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.51,"","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","",2.57,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6,"","","",3
"","","",-0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.04,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",-3.12,"","","","","","","","",-0.76,"","","","","",6.25,"","","","",2.29,"","",-2.53,"","","","","","","","","","","","","",-0.34,"","","","","","","","","","",11
"","",2.54,"","","",0.53,"","","","","","","","","","","","","","","","","",0.64,"","","","","","","","",-0.33,"","","","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","",-5.61,"","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.42,0.43,"","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.1,"","","","","","","","","","","","","","","",3.29,"","",1.08,"","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","",-3.16,"","","",0.97,"","","","","","","","","","","","",1.77,"","","","","","","","","","","","","","","","","","",4.2,"","","","",1.74,"",1
"","","","","",-3.24,"",-0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","",0.59,"","",2.01,"","","","","","","","","","","",-0.21,"","","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.22,5.77,"","","",-4.98,5
"","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","",0.74,"","","","","","",0.7,"","","","","","","","","","",-0.58,2.43,"","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.73,"","","","","","","","","",1.82,"","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.87,"","","","","","","",-2.23,"","","","",1.96,"","","","","","","","",13
"","","",0.13,"","","","","",-0.8,"","","","","","","","",-3.08,"","","","","","","","","","","","","","",-0.8,"","","","","","","","","","","","","","",0.91,"","","","","","","","","","","","","","","",3
"",1.1,"","","","",0.4,"","","","","","","","","","","","","","","","",1.23,"","","","","","",3.36,"","","",0.21,"","","","","","","","","","","","",3.12,"","","","","","","","","","","","","","","","",1
"","","","","","","","","","",1.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.31,"",0
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","",0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.46,"","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.82,"","","",-16.27,"","","","","","",-3.78,"","","","",-0.72,"","","","","","","","","",0.66,"","",2
"","","",0.87,"","","","","","","","","","","","","","","","",-1.3,"","","","","",-3.63,"","","","","","","","","","","","","","","",-0.54,"",8.74,"","","",-1.68,"","",0.12,-0.72,"","","","","","","","","",0.36,"",3
-1.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.17,"","","","","","","","","","","","","","","","","","",13
"",-1.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","",0.03,"","","","","","","","","","","","","","","","","","","","","","","","","",-2.74,"","","","","","","",2.0,"","","","","","","","","","","",-5.09,"","","",10.15,"","","","","","",1
"","","","","",2.99,"","","","","","","","","",-1.62,"","","","","","","","","",-0.18,"","","","","",-2.57,"","","","","","","","","","","","","","","","","","","","",1.84,"","","","","","",-2.59,"","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","",6.4,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","",0.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","",-1.34,"","","","","","","","",8
"","",6.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.72,"","","","","","",-2.22,"","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.92,"","","","","","","","","","",-1.18,"",8
"","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","",-0.51,"","","","","","","","","","","","","",-0.47,"","","","","","","",0.05,"","","","","","","","","","","","","",10
"","","",0.88,"","","","",-2.95,"","","","","","","","","","","","","","","",-3.81,"","","","","","",3.55,"","","","","","","",8.35,"","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","",0.61,-0.42,"","","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",1.01,"","","",-2.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.1,"","","","",12
"","","","","","","","","","","","","","","","","","","","","",-3.14,"","","","","","","","","","",5.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"",0.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.82,"","","","","","","","","",-3.15,"","","","",5
"","","","","","","","","","","","",5.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.47,"","","","","","","","","","","","","","","","","",1.19,"","",14
"","","","",-0.36,"","","","","","","","","","","","","","",-0.91,"","","","","","","","","","","","","","","","",1.75,"","","","","","","","","","","","","","","","","","","","",1.05,"","","","","","",13
"","","","",-0.81,"","","","","","","",-1.5,"","","","","","","","","","","","","","","","","","","",-0.97,"","","",5.68,"","","","","","","","",0.41,"","","","","","","","","","","","","","",1.1,"","","",6
"","","","","","","","","","","","",-3.25,"",1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.86,"","","","","","","","","","","","","",0.67,"","","",0
"","","","","","","",-0.81,"","","","","","","","","","","","","",-7.4,"","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","",6
0.13,"","","","","","","","","","","","","","","","","","","",-0.02,"","","","","",-1.34,"","","","","","","","","","","","","","","","","","","","","","","","","","",-2.01,-0.33,"","","","","",1.42,"","","",4
0.72,"",4.14,"","","","","","","","",-2.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.42,"","","","","","","","","","","",0.93,"","","","","","","","","","","","","","",-1.0,"","","","",0.79,"","","","","","",1
"","",-0.11,"","","","","","","","","","","","","","","","","","","",0.74,"","","","","","","","","","","","","","","","","","","","",0.6,"","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","",-3.61,"","","","","","","","","","","","","","","","","","","","",0.82,"","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.6,"","","","","","","","","","","","","",14
"","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.26,"","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","",0.56,"","","","",-1.93,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"",0.16,"","","",10
"","",-1.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.1,5
"","","","","","","","","","","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","","","",5.92,2.33,"","",0.82,"","","","","","","","","","","","",0.94,"","","","","","","","",2
"","","","","","","","","","","","","","","","",5.24,"","",-0.55,"","","","","","","","","","","","",1.03,"","","","","","","","","",1.12,"","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","",-1.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.99,"","","","","","","",-9.36,"","","","","","","","","","","",1.16,"","",1.96,"","",0
"","","","","","","","","","","","","","","","",-3.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.9,"","","","","","","","","","","","","","","","","",2.77,"","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-8.81,"","","",0.6,"","","","","","","","","","","","","","","","","","","","","","",12
"","","",-1.86,"","","","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","",0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.84,"","","","","","","","","","","","","","","","","","","","",1.46,"","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,"","","","","","","","",7
"","","","","",-1.24,"","","",5.07,"","","","","","","","","","",0.35,"",0.41,"","","","","","","","","","","","","","",3.25,"","","","","","","","","","","","",-3.53,"","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.25,"","","","","","","","","","","","","","","","","","","","",-2.34,"","","","",0.59,"","","","","","","","","",14
"","","",0.52,"","","","","","","",-1.09,"","","","","","","","","","",0.15,"","","","","","","","","","","","","","","","","","","","","","","","",3.87,"","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.52,"","","","","","","","","",1.1,"",-0.76,"","","","","","","",1.7,"","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.37,"","","","","","","","","","","","","","",-11.35,"","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","",0.85,"","","","","","","","","","","","","","","","","",0.25,"",1.1,0.75,"","","","","","","","","","","","","","","","","","","","","","",8.25,"","","","","","","","","","",10
"","","","","","","","",-4.37,"","","","","","","","","","",-1.83,"","","","",0.16,"","","","","","","","","","","",1.03,"","","","","","","","","","","","","","",-1.03,"","","","","","","","","","","","",13
"","","","","","","","","","",-1.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.19,"","","","","","",11
"","","",-0.03,"","","","","","","","","","","","","","","",0.36,"","","","","","","",0.09,"","","","",4.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","",0.09,"","","","","","","","","","","","","","","","","","","","","","","",-0.1,"","",-0.64,"","","","","","","","","","",-0.21,"","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.14,"","","","","","","","","","","","","","","","",5
"","","",1.47,"","","","","","","","","","","",-2.06,"","","","","","","","","","","","","","",3.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","",0.93,"","","","",1.81,"","","","",0.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","",5.16,"",-1.45,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.9,"","","","","","","","","",0.8,"",-0.22,"","","","","",-0.47,"","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","",-5.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.39,"","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.68,"","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","",-0.06,"","","","","","","","","",1
"","","","","","","","","","","","","","","","",0.6,"","","","","",-1.01,"","","","","","","","","",3.02,"","","","","","",-10.75,"","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.52,"","","","",3.28,"","","","","","","","","",-0.88,"","","","","","",1.65,3.05,"","","","","","","","","","","","","",5
"","",-6.5,"","","","","","",-3.95,"",-1.48,"","","",-0.5,"","","","","","","",-2.06,"","","","","","","","","","",0.79,"","","","","","","","","","","","","","","","",0.58,"","","",-1.29,"","","","","","","","",1
"","",-1.38,"","","","","","","","","","","","","","","","",-1.81,"","","","","","",-3.16,"","","","","",6.42,"","","","","","","","","","","","","","","","","","","","","","","","","","",-4.63,"","","","",3
"","","","","","",1.17,"","","","","","","","","","","","","","","",-0.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","",-7.09,"","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","","","","","",-4.46,"","","","","","",1.53,5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.04,"","",8
"","","","","","","","","","","","",-3.36,"","",0.05,"","","","","","","",-1.31,"","","","","","","",-2.36,"","","","","","",1.68,"","","","","","","","",5.42,0.35,"","","","","","","","","","","",0.74,"","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.71,"","","","","","","","","","","","","","",-1.59,"","","","","","","","","","","","","",0.14,"","","","",2.28,"",14
"","","","","","","","","","","",4.68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"",0.53,"","","","","","","","","","","","",12
"","",-0.21,"","","","","","","","","","","","","","",-0.55,"","","","","","","","","","","","","","","","","","","","","",-7.58,"","","","","","","","","","","","","","","","","","","","","","","","",3
"","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.39,"","","","","","","","",0.05,"","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","",-0.05,"","","","","",-1.59,"",5
"","","","","","",0.56,"","","","","","","","","","",-0.29,-0.84,"","","","","","","","","","",0.42,"","",1.33,-0.51,"","","","","","","",0.85,"","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","",2.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.73,"","","","","",11
"","","","","","","","","","","","","","","","","","",0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.4,"",4
"","","","","","","","","","","","","","",1.3,-1.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.01,"",0.85,"","","","","","","","","","","","","","","","","","",10
-0.41,-0.61,"","","",-5.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.24,"","","",4
"",1.46,"","","","",-0.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.13,"","","","","","","","","","",1.37,"","","",-0.45,"","",2.17,"","","","","",11
"","",0.1,"","","","","","","","","","","","","","","",2.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"",-1.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,2.23,"","","","","","","","","","","","","","","","","","","","",-5.3,"","","","","","",5
"","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","",-1.29,"","","","","","","","","","","","","","","","","",-0.2,"","","","","","","",-6.88,"","","","","","","","","","",4
"","","","","","","","",2.41,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.64,"","","","","","","","","","","","","","","","","","","","","","","","","","",-2.75,"",11
"","","","",0.14,"","",0.25,"","","","","","","","","","","","","","",-0.55,"","","","",0.29,"","","","","","",-1.07,"","","",0.67,"","","","","","","","","","","","","","","",-1.7,"","","","","","","","","",2
"","",-1.89,"","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.08,"","","",0.83,"","","","","","","","","",-0.84,"","","","",2
"","","","","",-7.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","",-0.53,"",0.41,"","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.53,"","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","",-0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","",3.46,"","","","","","","","","","","",1.77,"","","","","","","","","","","","",-1.43,"",-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","",9.19,"","","","","","","","","","","","","","",-4.21,"",3.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.94,2
"","","","","",-3.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.35,"","","","","","","",0.8,"","","","","","","","","","","","","","","",-0.69,"","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","",-2.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","",-1.74,-0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","",2.42,"","","","",-0.93,"","","","","",0.23,"","","","","","","","","","","","",-1.47,"","","","","","","","","","","","","","",-0.31,"","","","",6.05,4.26,"","","","","","",1
"","","","","","","","",-4.13,"","","","","","","","","","","","","","","","","","",-1.64,"",1.29,"","","","","","","","","","","","","","","","",0.34,"","","","","","","","",-0.91,"","","","",-1.18,"","","",0
"","","","",0.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.28,"","","","","","","","","","","","","","","","","","",-3.45,"","","","",11
"","","","",-0.29,"","","","","","","","",-4.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
-0.28,"","","","","","","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.18,"","","",-0.27,"","","","","","","","",-0.66,4.41,"",-0.88,0
